round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1091,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.134,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.1131,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0979,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.082,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0788,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0825,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0896,16,0,0,0,0,0
1,8,quality,0,1988,1.128,16,0,0,0,0,0
1,9,review_summ,0,1940,1.1062,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.1141,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0834,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.0987,16,0,0,0,0,0
1,13,tpo,0,1994,1.145,16,0,0,0,0,0
1,14,coursera,0,1986,1.1601,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1319,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1277,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.1195,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0854,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.0982,16,0,0,0,0,0
1,20,natural_question,0,1939,1.119,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0812,16,0,0,0,0,0
1,22,quality,0,2032,1.1975,16,0,0,0,0,0
1,23,review_summ,0,1942,1.12,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1301,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0944,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.1161,16,0,0,0,0,0
1,27,tpo,0,1980,1.1314,16,0,0,0,0,0
1,28,coursera,0,1980,1.1391,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.1414,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.1272,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0736,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.1187,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.1154,16,0,0,0,0,0
1,34,natural_question,0,1940,1.1071,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.087,16,0,0,0,0,0
1,36,quality,0,2001,1.1645,16,0,0,0,0,0
1,37,review_summ,0,1943,1.1174,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.1235,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0872,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.1175,16,0,0,0,0,0
1,41,tpo,0,1980,1.1494,16,0,0,0,0,0
1,42,coursera,0,1964,1.1288,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.146,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.1232,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.1046,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0765,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0753,16,0,0,0,0,0
1,48,natural_question,0,1941,1.1023,16,0,0,0,0,0
1,49,paper_assistant,0,1934,1.0938,16,0,0,0,0,0
1,50,quality,0,2032,1.185,16,0,0,0,0,0
1,51,review_summ,0,1942,1.1126,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.1121,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0944,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.1165,16,0,0,0,0,0
1,55,tpo,0,2009,1.1802,16,0,0,0,0,0
1,56,coursera,0,2011,1.1774,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.1339,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.1128,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.1032,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.073,16,0,0,0,0,0
1,61,narrative_qa,0,1937,1.1038,16,0,0,0,0,0
1,62,natural_question,0,1934,1.0795,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.0834,16,0,0,0,0,0
2,14,coursera,1,1984,0.8177,1920,1904,30,623902720,0,0
2,8,quality,1,1952,0.6932,1920,1904,30,623902720,0,0
2,3,meeting_summ,1,1937,0.637,1920,1904,30,623902720,0,0
2,48,natural_question,1,1941,0.6502,1920,1904,30,623902720,0,0
2,18,multidoc_qa,1,1952,0.7207,1920,1904,30,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.6358,1920,1904,30,623902720,0,0
2,41,tpo,1,1987,0.7021,1920,1904,30,623902720,0,0
2,63,paper_assistant,1,2032,0.1459,1920,0,0,0,0,0
2,56,coursera,1,2007,0.7303,1920,1904,30,623902720,0,0
2,17,meeting_summ,1,1934,0.4542,1920,1904,30,623902720,0,0
2,0,coursera,1,1974,0.4177,1920,1904,30,623902720,0,0
2,16,legal_contract_qa,1,1981,0.5113,1920,1904,30,623902720,0,0
2,55,tpo,1,1989,0.4881,1920,1904,30,623902720,0,0
2,51,review_summ,1,1948,0.5156,1920,1904,30,623902720,0,0
2,11,scientific_qa,2,1944,0.3899,1920,1904,30,623902720,0,0
2,31,meeting_summ,1,1932,0.3447,1920,1904,30,623902720,0,0
2,27,tpo,1,1990,0.4196,1920,1904,30,623902720,0,0
2,59,meeting_summ,1,1942,0.3881,1920,1904,30,623902720,0,0
2,9,review_summ,1,1945,0.6852,1920,1904,30,623902720,0,0
2,13,tpo,1,2008,0.6922,1920,1904,30,623902720,0,0
2,50,quality,1,2032,0.6858,1920,1904,30,623902720,0,0
2,7,paper_assistant,1,2032,0.703,1920,1904,30,623902720,0,0
2,58,legal_contract_qa,1,1976,0.6667,1920,1904,30,623902720,0,0
2,21,paper_assistant,1,2032,0.7266,1920,1904,30,623902720,0,0
2,61,narrative_qa,1,1938,0.6803,1920,1904,30,623902720,0,0
2,20,natural_question,1,1934,0.633,1920,1904,30,623902720,0,0
2,15,financial_qa,1,1983,0.6831,1920,1904,30,623902720,0,0
2,25,scientific_qa,1,1935,0.373,1920,1904,30,623902720,0,0
2,43,financial_qa,1,1964,0.4651,1920,1904,30,623902720,0,0
2,32,multidoc_qa,1,1942,0.4866,1920,1904,30,623902720,0,0
2,38,sci_fi,1,1964,0.4219,1920,1904,30,623902720,0,0
2,24,sci_fi,1,1969,0.4692,1920,1904,30,623902720,0,0
2,40,topic_retrieval_longchat,1,1945,0.354,1920,1904,30,623902720,0,0
2,2,legal_contract_qa,1,1976,0.4155,1920,1904,30,623902720,0,0
2,4,multidoc_qa,1,1953,0.3922,1920,1904,30,623902720,0,0
2,6,natural_question,1,1936,0.3779,1920,1904,30,623902720,0,0
2,33,narrative_qa,1,1941,0.6647,1920,1904,30,623902720,0,0
2,10,sci_fi,1,1966,0.6582,1920,1904,30,623902720,0,0
2,37,review_summ,1,1945,0.6708,1920,1904,30,623902720,0,0
2,46,multidoc_qa,1,1940,0.6952,1920,1904,30,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,0.6525,1920,1888,30,618659840,0,0
2,54,topic_retrieval_longchat,1,1945,0.6671,1920,1888,30,618659840,0,0
2,19,narrative_qa,1,1939,0.6639,1920,1904,30,623902720,0,0
2,45,meeting_summ,1,1934,0.6673,1920,1904,30,623902720,0,0
2,49,paper_assistant,1,2032,0.7386,1920,1904,30,623902720,0,0
2,29,financial_qa,1,1963,0.5524,1920,1904,30,623902720,0,0
2,30,legal_contract_qa,1,1976,0.5285,1920,1904,30,623902720,0,0
2,42,coursera,1,1997,0.5049,1920,1904,30,623902720,0,0
2,28,coursera,1,2002,0.5238,1920,1904,30,623902720,0,0
2,44,legal_contract_qa,1,1976,0.4739,1920,1904,30,623902720,0,0
2,62,natural_question,1,1936,0.3809,1920,1904,30,623902720,0,0
2,57,financial_qa,1,1960,0.3873,1920,1904,30,623902720,0,0
2,22,quality,1,2032,0.4634,1920,1904,30,623902720,0,0
2,34,natural_question,1,1937,0.4407,1920,1904,30,623902720,0,0
2,53,scientific_qa,1,1935,0.6077,1920,1904,30,623902720,0,0
2,5,narrative_qa,1,1937,0.6424,1920,1904,30,623902720,0,0
2,36,quality,1,1997,0.7258,1920,1904,30,623902720,0,0
2,1,financial_qa,1,1966,0.6702,1920,1904,30,623902720,0,0
2,52,sci_fi,1,1962,0.6505,1920,1904,30,623902720,0,0
2,23,review_summ,1,1941,0.6341,1920,1904,30,623902720,0,0
2,47,narrative_qa,1,1940,0.6754,1920,1904,30,623902720,0,0
2,60,multidoc_qa,1,1934,0.6678,1920,1904,30,623902720,0,0
2,39,scientific_qa,1,1934,0.6334,1920,1904,30,623902720,0,0
2,35,paper_assistant,1,2032,0.5847,1920,1904,30,623902720,0,0
