rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.008,4.4029,10.5902,16,0,9
r5,1,5,narrative_qa,0,1935,0.01,8.5893,13.5498,16,16,8
r6,1,6,natural_question,0,1940,0.011,8.5888,13.5493,16,16,8
r2,1,2,legal_contract_qa,0,1964,0.009,4.4018,20.6204,24,16,9
r8,1,8,quality,0,1988,10.6,7.1079,13.3278,16,16,9
r10,1,10,sci_fi,0,1961,13.562,6.3439,12.6963,16,16,8
r4,1,4,multidoc_qa,0,1952,0.01,8.5898,29.8357,34,16,8
r11,1,11,scientific_qa,0,1934,20.631,2.2823,12.7493,16,16,9
r12,1,12,topic_retrieval_longchat,0,1945,23.93,5.9157,13.7148,16,16,8
r13,1,13,tpo,0,1994,26.259,5.3803,13.2735,16,16,7
r14,1,14,coursera,0,1986,29.847,2.9539,13.606,16,16,7
r1,1,1,financial_qa,0,1963,0.008,4.4023,47.7553,66,16,8
r3,1,3,meeting_summ,0,1938,0.009,4.4013,51.315,70,16,8
r16,1,16,legal_contract_qa,0,1961,37.646,5.8063,17.7908,24,16,8
r18,1,18,multidoc_qa,0,1936,43.454,2.5627,17.2097,29,16,8
r19,1,19,narrative_qa,0,1939,47.765,3.2691,15.0957,16,16,7
r20,1,20,natural_question,0,1939,51.326,3.6766,16.4445,16,16,8
r22,1,22,quality,0,2032,60.665,5.6717,11.9873,16,16,8
r17,1,17,meeting_summ,0,1939,39.534,5.3608,37.8515,50,16,8
r24,1,24,sci_fi,0,1968,67.773,3.4175,14.1455,16,16,8
r7,1,7,paper_assistant,0,1934,0.011,8.5883,87.9435,114,16,8
r26,1,26,topic_retrieval_longchat,0,1945,77.387,4.5309,15.3928,16,16,8
r15,1,15,financial_qa,0,1969,33.382,3.2415,63.1622,79,16,8
r27,1,27,tpo,0,1980,81.92,4.7187,14.6243,16,16,8
r25,1,25,scientific_qa,0,1933,72.655,4.5857,30.9229,22,16,6
r9,1,9,review_summ,0,1940,13.561,6.3449,96.8309,108,16,8
r28,1,28,coursera,0,1980,87.957,4.5333,27.9312,16,16,8
r30,1,30,legal_contract_qa,0,1961,96.547,12.3991,24.5051,16,16,8
r32,1,32,multidoc_qa,0,1938,103.578,6.5243,21.1344,16,16,7
r33,1,33,narrative_qa,0,1942,110.394,4.9144,20.4217,16,16,8
r34,1,34,natural_question,0,1940,115.89,4.584,20.2308,16,16,8
r36,1,36,quality,0,2001,124.714,5.8131,16.2357,16,16,8
r38,1,38,sci_fi,0,1954,136.123,4.1004,10.4477,16,16,8
r29,1,29,financial_qa,0,1974,92.782,3.7625,57.9519,48,16,8
r31,1,31,meeting_summ,0,1933,96.548,12.3975,59.4486,54,16,8
r40,1,40,topic_retrieval_longchat,0,1945,146.572,4.1616,14.2449,16,16,8
r41,1,41,tpo,0,1980,150.736,4.3882,14.2079,16,16,8
r21,1,21,paper_assistant,0,1934,55.439,4.4998,114.1487,114,16,8
r23,1,23,review_summ,0,1942,62.862,4.6181,106.7263,106,16,8
r39,1,39,scientific_qa,0,1931,140.951,4.4516,37.6547,35,16,8
r42,1,42,coursera,0,1964,155.999,4.0885,26.1953,16,16,7
r46,1,46,multidoc_qa,0,1935,169.592,9.0143,19.6421,16,16,8
r47,1,47,narrative_qa,0,1932,178.608,7.7242,15.1986,16,16,8
r48,1,48,natural_question,0,1941,182.195,5.3018,14.7595,16,16,7
r43,1,43,financial_qa,0,1970,160.819,4.1248,43.4499,38,16,8
r50,1,50,quality,0,2032,193.809,7.8474,14.9944,16,16,8
r52,1,52,sci_fi,0,1956,204.271,4.2399,9.9835,16,16,8
