round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.0866,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.0669,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.0707,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0569,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.0574,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0275,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0574,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0324,16,0,0,0,0,0
1,8,quality,0,1988,1.1085,16,0,0,0,0,0
1,9,review_summ,0,1940,1.0673,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.0829,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0391,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.0691,16,0,0,0,0,0
1,13,tpo,0,1994,1.1109,16,0,0,0,0,0
1,14,coursera,0,1986,1.1102,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.0958,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.0815,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.0672,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0391,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.0676,16,0,0,0,0,0
1,20,natural_question,0,1939,1.0668,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0385,16,0,0,0,0,0
1,22,quality,0,2032,1.1386,16,0,0,0,0,0
1,23,review_summ,0,1942,1.0678,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.0828,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0382,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.066,16,0,0,0,0,0
1,27,tpo,0,1980,1.0959,16,0,0,0,0,0
1,28,coursera,0,1980,1.0986,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.0972,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.0819,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0399,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.0673,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.067,16,0,0,0,0,0
1,34,natural_question,0,1940,1.0682,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.0385,16,0,0,0,0,0
1,36,quality,0,2001,1.1259,16,0,0,0,0,0
1,37,review_summ,0,1943,1.0744,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.0892,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0466,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.0741,16,0,0,0,0,0
1,41,tpo,0,1980,1.1033,16,0,0,0,0,0
1,42,coursera,0,1964,1.0884,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1045,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.0902,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.0732,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0462,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0461,16,0,0,0,0,0
1,48,natural_question,0,1941,1.0745,16,0,0,0,0,0
1,49,paper_assistant,0,1934,1.0457,16,0,0,0,0,0
1,50,quality,0,2032,1.1472,16,0,0,0,0,0
1,51,review_summ,0,1942,1.0748,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.0877,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0462,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.076,16,0,0,0,0,0
1,55,tpo,0,2009,1.1313,16,0,0,0,0,0
1,56,coursera,0,2011,1.1357,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.1109,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.0959,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.0804,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.054,16,0,0,0,0,0
1,61,narrative_qa,0,1937,1.0828,16,0,0,0,0,0
1,62,natural_question,0,1934,1.0516,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.0505,16,0,0,0,0,0
2,14,coursera,1,1984,1.1108,16,0,0,0,0,0
2,8,quality,1,1952,1.0814,16,0,0,0,0,0
2,3,meeting_summ,1,1937,1.0814,16,0,0,0,0,0
2,48,natural_question,1,1941,1.0818,16,0,0,0,0,0
2,18,multidoc_qa,1,1952,1.0815,16,0,0,0,0,0
2,26,topic_retrieval_longchat,1,1945,1.0809,16,0,0,0,0,0
2,41,tpo,1,1987,1.1244,16,0,0,0,0,0
2,63,paper_assistant,1,2032,0.1442,1920,0,0,0,0,0
2,56,coursera,1,2007,1.1331,16,0,0,0,0,0
2,17,meeting_summ,1,1934,1.0495,16,0,0,0,0,0
2,0,coursera,1,1974,1.1071,16,0,0,0,0,0
2,16,legal_contract_qa,1,1981,1.1059,16,0,0,0,0,0
2,55,tpo,1,1989,1.1201,16,0,0,0,0,0
2,51,review_summ,1,1948,1.079,16,0,0,0,0,0
2,11,scientific_qa,2,1944,1.0788,16,0,0,0,0,0
2,31,meeting_summ,1,1932,1.0496,16,0,0,0,0,0
2,27,tpo,1,1990,1.1237,16,0,0,0,0,0
2,59,meeting_summ,1,1942,1.0809,16,0,0,0,0,0
2,9,review_summ,1,1945,1.0823,16,0,0,0,0,0
2,13,tpo,1,2008,1.1429,16,0,0,0,0,0
2,50,quality,1,2032,1.1617,16,0,0,0,0,0
2,7,paper_assistant,1,2032,1.1619,16,0,0,0,0,0
2,58,legal_contract_qa,1,1976,1.1182,16,0,0,0,0,0
2,21,paper_assistant,1,2032,1.1631,16,0,0,0,0,0
2,61,narrative_qa,1,1938,1.0894,16,0,0,0,0,0
2,20,natural_question,1,1934,1.0604,16,0,0,0,0,0
2,15,financial_qa,1,1983,1.1177,16,0,0,0,0,0
2,25,scientific_qa,1,1935,1.0607,16,0,0,0,0,0
2,43,financial_qa,1,1964,1.103,16,0,0,0,0,0
2,32,multidoc_qa,1,1942,1.0889,16,0,0,0,0,0
2,38,sci_fi,1,1964,1.1023,16,0,0,0,0,0
2,24,sci_fi,1,1969,1.1188,16,0,0,0,0,0
2,40,topic_retrieval_longchat,1,1945,1.0881,16,0,0,0,0,0
2,2,legal_contract_qa,1,1976,1.1188,16,0,0,0,0,0
2,4,multidoc_qa,1,1953,1.104,16,0,0,0,0,0
2,6,natural_question,1,1936,1.0607,16,0,0,0,0,0
2,33,narrative_qa,1,1941,1.0869,16,0,0,0,0,0
2,10,sci_fi,1,1966,1.1035,16,0,0,0,0,0
2,37,review_summ,1,1945,1.0881,16,0,0,0,0,0
2,46,multidoc_qa,1,1940,1.0899,16,0,0,0,0,0
2,12,topic_retrieval_longchat,1,1945,1.0749,32,0,0,0,0,0
2,54,topic_retrieval_longchat,1,1945,1.0747,32,0,0,0,0,0
2,19,narrative_qa,1,1939,1.0881,16,0,0,0,0,0
2,45,meeting_summ,1,1934,1.0599,16,0,0,0,0,0
2,49,paper_assistant,1,2032,1.1578,16,0,0,0,0,0
2,29,financial_qa,1,1963,1.1021,16,0,0,0,0,0
2,30,legal_contract_qa,1,1976,1.1179,16,0,0,0,0,0
2,42,coursera,1,1997,1.1344,16,0,0,0,0,0
2,28,coursera,1,2002,1.1476,16,0,0,0,0,0
2,44,legal_contract_qa,1,1976,1.1185,16,0,0,0,0,0
2,62,natural_question,1,1936,1.0608,16,0,0,0,0,0
2,57,financial_qa,1,1960,1.1045,16,0,0,0,0,0
2,22,quality,1,2032,1.1627,16,0,0,0,0,0
2,34,natural_question,1,1937,1.0891,16,0,0,0,0,0
2,53,scientific_qa,1,1935,1.0615,16,0,0,0,0,0
2,5,narrative_qa,1,1937,1.088,16,0,0,0,0,0
2,36,quality,1,1997,1.1344,16,0,0,0,0,0
2,1,financial_qa,1,1966,1.1041,16,0,0,0,0,0
2,52,sci_fi,1,1962,1.1036,16,0,0,0,0,0
2,23,review_summ,1,1941,1.0876,16,0,0,0,0,0
2,47,narrative_qa,1,1940,1.0898,16,0,0,0,0,0
2,60,multidoc_qa,1,1934,1.0608,16,0,0,0,0,0
2,39,scientific_qa,1,1934,1.0612,16,0,0,0,0,0
2,35,paper_assistant,1,2032,1.1614,16,0,0,0,0,0
