round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1077,0,0,0,0,16,335544320
1,1,financial_qa,0,1963,3.553,16,0,0,0,30,629145600
1,2,legal_contract_qa,0,1964,2.3969,16,0,0,0,30,629145600
1,3,meeting_summ,0,1938,2.5429,16,0,0,0,30,629145600
1,4,multidoc_qa,0,1952,2.1916,16,0,0,0,30,629145600
1,5,narrative_qa,0,1935,2.6363,16,0,0,0,30,629145600
1,6,natural_question,0,1940,2.4863,16,0,0,0,30,629145600
1,7,paper_assistant,0,1934,2.7777,16,0,0,0,30,629145600
1,8,quality,0,1988,2.2527,16,0,0,0,30,629145600
1,9,review_summ,0,1940,2.6932,16,0,0,0,31,650117120
1,10,sci_fi,0,1961,1.3501,16,0,0,0,30,629145600
1,11,scientific_qa,0,1934,2.1941,16,0,0,0,30,629145600
1,12,topic_retrieval_longchat,0,1945,2.7058,16,0,0,0,30,629145600
1,13,tpo,0,1994,3.6066,16,0,0,0,30,629145600
1,14,coursera,0,1986,3.9184,16,0,0,0,31,650117120
1,15,financial_qa,0,1969,3.9904,16,0,0,0,31,650117120
1,16,legal_contract_qa,0,1961,3.5546,16,0,0,0,30,629145600
1,17,meeting_summ,0,1939,4.0453,16,0,0,0,30,629145600
1,18,multidoc_qa,0,1936,3.8522,16,0,0,0,30,629145600
1,19,narrative_qa,0,1939,4.0027,16,0,0,0,30,629145600
1,20,natural_question,0,1939,3.7691,16,0,0,0,30,629145600
1,21,paper_assistant,0,1934,3.9452,16,0,0,0,30,629145600
1,22,quality,0,2032,3.5749,16,0,0,0,30,629145600
1,23,review_summ,0,1942,4.0418,16,0,0,0,31,650117120
1,24,sci_fi,0,1968,3.0905,16,0,0,0,30,629145600
1,25,scientific_qa,0,1933,3.8764,16,0,0,0,30,629145600
1,26,topic_retrieval_longchat,0,1945,3.8643,16,0,0,0,30,629145600
1,27,tpo,0,1980,4.0665,16,0,0,0,30,629145600
1,28,coursera,0,1980,3.599,16,0,0,0,30,629145600
1,29,financial_qa,0,1974,4.0066,16,0,0,0,30,629145600
1,30,legal_contract_qa,0,1961,3.9954,16,0,0,0,30,629145600
1,31,meeting_summ,0,1933,3.9898,16,0,0,0,30,629145600
1,32,multidoc_qa,0,1938,4.2321,16,0,0,0,30,629145600
1,33,narrative_qa,0,1942,3.8317,16,0,0,0,30,629145600
1,34,natural_question,0,1940,4.071,16,0,0,0,30,629145600
1,35,paper_assistant,0,1934,4.0593,16,0,0,0,30,629145600
1,36,quality,0,2001,4.2608,16,0,0,0,30,629145600
1,37,review_summ,0,1943,4.2443,16,0,0,0,31,650117120
1,38,sci_fi,0,1954,3.8712,16,0,0,0,30,629145600
1,39,scientific_qa,0,1931,3.5359,16,0,0,0,30,629145600
1,40,topic_retrieval_longchat,0,1945,3.6354,16,0,0,0,30,629145600
1,41,tpo,0,1980,3.4466,16,0,0,0,30,629145600
1,42,coursera,0,1964,3.8405,16,0,0,0,30,629145600
1,43,financial_qa,0,1970,3.9783,16,0,0,0,30,629145600
1,44,legal_contract_qa,0,1964,3.9683,16,0,0,0,30,629145600
1,45,meeting_summ,0,1942,4.1418,16,0,0,0,30,629145600
1,46,multidoc_qa,0,1935,4.0589,16,0,0,0,30,629145600
1,47,narrative_qa,0,1932,4.0305,16,0,0,0,30,629145600
1,48,natural_question,0,1941,3.6401,16,0,0,0,30,629145600
1,49,paper_assistant,0,1934,4.1515,16,0,0,0,30,629145600
1,50,quality,0,2032,4.0891,16,0,0,0,30,629145600
1,51,review_summ,0,1942,4.209,16,0,0,0,31,650117120
1,52,sci_fi,0,1956,4.1399,16,0,0,0,30,629145600
1,53,scientific_qa,0,1935,3.5315,16,0,0,0,30,629145600
1,54,topic_retrieval_longchat,0,1945,3.7444,16,0,0,0,30,629145600
1,55,tpo,0,2009,4.204,16,0,0,0,30,629145600
1,56,coursera,0,2011,3.8009,16,0,0,0,31,650117120
1,57,financial_qa,0,1971,4.2636,16,0,0,0,31,650117120
1,58,legal_contract_qa,0,1961,3.8966,16,0,0,0,30,629145600
1,59,meeting_summ,0,1942,3.8329,16,0,0,0,30,629145600
1,60,multidoc_qa,0,1935,3.8193,16,0,0,0,30,629145600
1,61,narrative_qa,0,1937,3.563,16,0,0,0,30,629145600
1,62,natural_question,0,1934,3.7189,16,0,0,0,30,629145600
1,63,paper_assistant,0,1934,3.9345,16,0,0,0,30,629145600
2,14,coursera,1,1984,3.6595,1920,1904,30,623902720,15,314572800
2,8,quality,1,1952,0.8692,1920,1904,30,623902720,0,0
2,3,meeting_summ,1,1937,0.6613,1920,1904,30,623902720,0,0
2,48,natural_question,1,1941,0.7371,1920,1904,30,623902720,0,0
2,18,multidoc_qa,1,1952,0.81,1920,1904,30,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.7388,1920,1904,30,623902720,0,0
