#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260915    00:01:46       0      7     50      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      9      0 
 20260915    00:01:47       0      6     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:48       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:49       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:50       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:51       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:53       0      6     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:54       0      6     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:55       0      7     49      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:56       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:57       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0      0 
 20260915    00:01:58       0      7     48      -      0      0      0      0      0      0    405    300      0      0     18      5      0      -      -      0      0     16 
 20260915    00:01:59       0     41     50      -      0      0      0      0      0      0   6500   1620      0      0    162      7      0      -      -      0      0      1 
 20260915    00:02:00       0     41     50      -      0      0      0      0      0      0   6500   1620      0      0    330      7      0      -      -      0      0      0 
 20260915    00:02:01       0     42     51      -     30      1      0      0      0      0   6500   1620      0      0   4460      7      0      -      -      0      0      0 
