rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.007,4.3733,5.5041,16,0,0
r2,1,2,legal_contract_qa,0,1964,0.009,4.3722,7.9488,24,16,0
r5,1,5,narrative_qa,0,1935,7.959,1.159,2.3135,16,16,0
r4,1,4,multidoc_qa,0,1952,5.513,1.9852,7.3322,34,16,0
r6,1,6,natural_question,0,1940,10.274,1.9538,4.1182,16,16,0
r1,1,1,financial_qa,0,1963,0.008,4.3727,16.0705,66,16,0
r3,1,3,meeting_summ,0,1938,0.009,4.3717,17.3974,70,16,0
r8,1,8,quality,0,1988,14.394,1.2193,4.4311,16,16,0
r10,1,10,sci_fi,0,1961,17.408,1.1876,3.3397,16,16,0
r11,1,11,scientific_qa,0,1934,18.827,1.1563,7.1297,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,20.75,4.979,9.1249,16,16,0
r13,1,13,tpo,0,1994,25.959,3.1416,6.7877,16,16,0
r14,1,14,coursera,0,1986,29.877,2.6366,6.7742,16,16,0
r16,1,16,legal_contract_qa,0,1961,36.653,2.4007,4.2063,24,16,0
r7,1,7,paper_assistant,0,1934,12.847,1.1649,32.6123,114,16,0
r9,1,9,review_summ,0,1940,16.08,1.1732,31.0864,108,16,0
r15,1,15,financial_qa,0,1969,32.749,3.1214,16.5265,79,16,0
r19,1,19,narrative_qa,0,1939,47.168,1.1737,3.354,16,16,0
r18,1,18,multidoc_qa,0,1936,45.461,1.1586,11.4601,29,16,0
r17,1,17,meeting_summ,0,1939,40.861,3.1786,16.1212,50,16,0
r20,1,20,natural_question,0,1939,49.277,1.1702,10.5297,16,16,0
r22,1,22,quality,0,2032,56.922,1.2313,4.4635,16,16,0
r24,1,24,sci_fi,0,1968,59.809,1.1893,5.8107,16,16,0
r25,1,25,scientific_qa,0,1933,61.388,3.6202,9.0724,22,16,0
r26,1,26,topic_retrieval_longchat,0,1945,65.621,3.9947,7.4414,16,16,0
r27,1,27,tpo,0,1980,70.462,2.4483,6.1634,16,16,0
r28,1,28,coursera,0,1980,73.065,2.7034,5.9717,16,16,0
r30,1,30,legal_contract_qa,0,1961,79.038,2.8097,3.984,16,16,0
r29,1,29,financial_qa,0,1974,76.627,2.2549,12.1848,48,16,0
r23,1,23,review_summ,0,1942,56.984,2.2806,33.0113,106,16,0
r21,1,21,paper_assistant,0,1934,50.524,6.2465,40.7128,114,16,0
r32,1,32,multidoc_qa,0,1938,88.814,1.1817,4.3569,16,16,0
r33,1,33,narrative_qa,0,1942,89.998,1.1635,4.9069,16,16,0
r34,1,34,natural_question,0,1940,91.239,1.1692,10.3252,16,16,0
r31,1,31,meeting_summ,0,1933,83.024,3.746,20.25,54,16,0
r36,1,36,quality,0,2001,94.907,6.5821,10.0947,16,16,0
r38,1,38,sci_fi,0,1954,103.275,1.1875,7.62,16,16,0
r40,1,40,topic_retrieval_longchat,0,1945,110.897,1.5392,2.6887,16,16,0
r39,1,39,scientific_qa,0,1931,105.003,5.4352,13.6556,35,16,0
r41,1,41,tpo,0,1980,113.588,4.3766,6.5706,16,16,0
r42,1,42,coursera,0,1964,118.661,1.1883,4.5363,16,16,0
r43,1,43,financial_qa,0,1970,120.16,2.3353,8.1891,38,16,0
r37,1,37,review_summ,0,1943,101.566,1.4785,28.6698,105,16,0
r35,1,35,paper_assistant,0,1934,93.173,1.7319,38.3795,114,16,0
