t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,1,1893,317660975104
2.0,0,1,1893,317660975104
3.0,1,2,1893,317660975104
4.0,3,3,1893,317660975104
5.0,3,3,1893,317660975104
6.0,2,3,117966693,317532332032
7.0,2,3,321783654,317328482304
8.0,3,5,629147493,317031456768
9.0,5,5,629147493,317031456768
10.0,5,5,629147493,317031456768
11.0,5,5,629147493,317031456768
12.0,4,5,832964453,316817448960
13.0,4,5,1043498853,316607725568
14.0,5,5,1258293093,316401942528
15.0,5,5,1258293093,316401942528
16.0,5,5,1258293093,316401942528
17.0,5,3,1258293093,316401942528
18.0,5,1,1258293093,316401942528
19.1,5,0,1258293093,316401942528
20.1,5,0,1258293093,316401942528
21.1,5,0,1258293093,316401942528
22.1,0,1,2352744293,315309203456
23.1,1,1,4404021093,313254387712
24.1,1,1,4404021093,313254387712
25.1,1,1,4404021093,313254387712
26.2,1,1,4404021093,313254387712
27.2,1,1,4404021093,313254387712
28.2,1,0,4404021093,313254387712
29.3,1,0,4404021093,313254387712
30.3,1,0,4404021093,313254387712
31.3,1,0,4404021093,313254387712
32.3,1,0,4404021093,313254387712
33.3,1,0,4404021093,313254387712
34.3,1,0,4404021093,313254387712
35.3,1,0,4404021093,313254387712
36.3,0,1,4593420133,313056112640
37.4,0,1,4799367013,312851636224
38.4,1,2,5033166693,312624877568
39.4,2,2,5033166693,312624877568
40.4,2,2,5033166693,312624877568
41.4,2,1,5033166693,312624877568
42.5,2,1,5033166693,312624877568
43.6,2,0,5033166693,312624877568
44.6,0,1,5156538213,312492310528
45.6,0,1,6273763173,311423377408
46.6,1,1,6312429413,311344898048
47.6,1,0,6312429413,311344898048
48.7,1,0,6312429413,311344898048
49.7,1,0,6312429413,311344898048
50.7,1,0,6312429413,311344898048
51.7,0,1,6460376933,311196266496
52.7,0,1,6669928293,310987206656
53.8,1,2,6941575013,310715387904
54.8,2,2,6941575013,310715387904
55.8,2,2,6941575013,310715387904
56.8,0,1,7023986533,310632624128
57.9,0,1,8199374693,309476016128
58.9,1,1,8199866213,309456355328
60.0,1,0,8199866213,309456355328
61.0,0,1,8300300133,309355560960
62.0,1,1,8849983333,308805869568
63.0,3,3,8849983333,308805869568
64.0,3,3,8849983333,308805869568
65.1,3,3,8849983333,308805869568
66.1,3,1,8849983333,308805869568
67.1,1,2,9034794853,308621033472
68.2,1,2,9282193253,308373602304
69.2,2,2,10129246053,307525877760
70.2,2,2,10129246053,307525877760
71.3,2,2,10129246053,307525877760
72.3,2,0,10129246053,307525877760
73.4,2,0,10129246053,307525877760
74.4,0,1,10218538853,307437895680
75.4,0,1,10463315815,307193233408
76.4,0,1,11029219173,306733477888
77.5,1,4,11387537253,306266886144
78.5,4,4,11387537253,306266886144
79.6,4,4,11387537253,306266886144
80.6,4,4,11387537253,306266886144
81.6,4,4,11387537253,306266886144
82.7,2,3,11534665573,306112036864
83.7,2,3,11808769893,305850052608
84.8,3,4,12645828453,305007882240
85.8,4,4,12645828453,305007882240
86.8,4,4,12645828453,305007882240
87.9,4,2,12645828453,305007882240
89.0,4,2,12645828453,305007882240
90.1,4,2,12645828453,305007882240
91.1,4,2,12645828453,305007882240
92.2,4,0,12645828453,305007882240
93.3,4,0,12645828453,305007882240
94.3,4,0,12645828453,305007882240
95.3,0,1,14007994213,303674163200
96.3,0,1,15183382373,302469713920
97.5,2,2,15183382373,302468894720
98.5,2,2,15183382373,302468894720
99.7,2,0,15183382373,302468894720
100.7,2,0,15183382373,302468894720
101.7,0,1,15260223333,302411575296
102.8,0,1,16372205413,301274484736
103.8,1,1,16441673573,301209915392
104.8,1,0,16441673573,301209915392
105.9,1,0,16441673573,301209915392
106.9,1,0,16441673573,301209915392
107.9,0,1,16494266213,301151944704
109.0,0,1,16714958693,300931686400
110.0,0,1,16922052453,300723933184
111.0,1,2,17070819173,300580409344
112.1,2,2,17070819173,300580409344
113.1,2,2,17070819173,300580409344
114.2,1,2,17219585893,300435881984
