round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,0,coursera,0,1971,1.6104,0,0,0,0,0,0,16,1
1,1,financial_qa,0,1963,3.0578,16,0,0,0,0,0,66,1
1,2,legal_contract_qa,0,1964,1.7814,16,0,0,0,0,0,24,1
1,3,meeting_summ,0,1938,3.1594,16,0,0,0,0,0,70,1
1,4,multidoc_qa,0,1952,2.1037,16,0,0,0,0,0,34,1
1,5,narrative_qa,0,1935,1.5402,16,0,0,0,0,0,16,1
1,6,natural_question,0,1940,1.5584,16,0,0,0,0,0,16,1
1,7,paper_assistant,0,1934,4.4798,16,0,0,0,0,0,114,1
1,8,quality,0,1988,1.5819,16,0,0,0,0,0,16,1
1,9,review_summ,0,1940,4.3549,16,0,0,0,0,0,108,1
1,10,sci_fi,0,1961,1.5477,16,0,0,0,0,0,16,1
1,11,scientific_qa,0,1934,1.5316,16,0,0,0,0,0,16,1
1,12,topic_retrieval_longchat,0,1945,1.556,16,0,0,0,0,0,16,1
1,13,tpo,0,1994,1.6136,16,0,0,0,0,0,16,1
1,14,coursera,0,1986,1.6037,16,0,0,0,0,0,16,1
1,15,financial_qa,0,1969,3.5136,16,0,0,0,0,0,79,1
1,16,legal_contract_qa,0,1961,1.7882,16,0,0,0,0,0,24,1
1,17,meeting_summ,0,1939,2.5863,16,0,0,0,0,0,50,1
1,18,multidoc_qa,0,1936,1.8921,16,0,0,0,0,0,29,1
1,19,narrative_qa,0,1939,1.5514,16,0,0,0,0,0,16,1
1,20,natural_question,0,1939,1.556,16,0,0,0,0,0,16,1
1,21,paper_assistant,0,1934,4.493,16,0,0,0,0,0,114,1
1,22,quality,0,2032,1.6517,16,0,0,0,0,0,16,1
1,23,review_summ,0,1942,4.2944,16,0,0,0,0,0,106,1
1,24,sci_fi,0,1968,1.5463,16,0,0,0,0,0,16,1
1,25,scientific_qa,0,1933,1.7131,16,0,0,0,0,0,22,1
1,26,topic_retrieval_longchat,0,1945,1.5633,16,0,0,0,0,0,16,1
1,27,tpo,0,1980,1.6056,16,0,0,0,0,0,16,1
1,28,coursera,0,1980,1.5835,16,0,0,0,0,0,16,1
1,29,financial_qa,0,1974,2.571,16,0,0,0,0,0,48,1
1,30,legal_contract_qa,0,1961,1.579,16,0,0,0,0,0,16,1
1,31,meeting_summ,0,1933,2.6631,16,0,0,0,0,0,54,1
1,32,multidoc_qa,0,1938,1.5307,16,0,0,0,0,0,16,1
1,33,narrative_qa,0,1942,1.5599,16,0,0,0,0,0,16,1
1,34,natural_question,0,1940,1.5661,16,0,0,0,0,0,16,1
1,35,paper_assistant,0,1934,4.5017,16,0,0,0,0,0,114,1
1,36,quality,0,2001,1.6313,16,0,0,0,0,0,16,1
1,37,review_summ,0,1943,4.2561,16,0,0,0,0,0,105,1
1,38,sci_fi,0,1954,1.5766,16,0,0,0,0,0,16,1
1,39,scientific_qa,0,1931,2.0933,16,0,0,0,0,0,35,1
1,40,topic_retrieval_longchat,0,1945,1.5511,16,0,0,0,0,0,16,1
1,41,tpo,0,1980,1.5916,16,0,0,0,0,0,16,1
1,42,coursera,0,1964,1.5795,16,0,0,0,0,0,16,1
1,43,financial_qa,0,1970,2.2375,16,0,0,0,0,0,38,1
