round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1096,0,0,0,0,16,335544320
1,1,financial_qa,0,1963,3.8113,16,0,0,0,30,629145600
1,2,legal_contract_qa,0,1964,3.4106,16,0,0,0,30,629145600
1,3,meeting_summ,0,1938,2.52,16,0,0,0,30,629145600
1,4,multidoc_qa,0,1952,2.5782,16,0,0,0,30,629145600
1,5,narrative_qa,0,1935,2.4693,16,0,0,0,30,629145600
1,6,natural_question,0,1940,2.7942,16,0,0,0,30,629145600
1,7,paper_assistant,0,1934,2.8024,16,0,0,0,30,629145600
1,8,quality,0,1988,2.7536,16,0,0,0,30,629145600
1,9,review_summ,0,1940,2.5091,16,0,0,0,31,650117120
1,10,sci_fi,0,1961,2.6629,16,0,0,0,30,629145600
1,11,scientific_qa,0,1934,2.0912,16,0,0,0,30,629145600
1,12,topic_retrieval_longchat,0,1945,2.9146,16,0,0,0,30,629145600
1,13,tpo,0,1994,3.6667,16,0,0,0,30,629145600
1,14,coursera,0,1986,3.7337,16,0,0,0,31,650117120
1,15,financial_qa,0,1969,3.976,16,0,0,0,31,650117120
1,16,legal_contract_qa,0,1961,3.8798,16,0,0,0,30,629145600
1,17,meeting_summ,0,1939,3.9486,16,0,0,0,30,629145600
1,18,multidoc_qa,0,1936,3.9013,16,0,0,0,30,629145600
1,19,narrative_qa,0,1939,3.8408,16,0,0,0,30,629145600
1,20,natural_question,0,1939,4.1998,16,0,0,0,30,629145600
1,21,paper_assistant,0,1934,4.3372,16,0,0,0,30,629145600
1,22,quality,0,2032,4.4241,16,0,0,0,30,629145600
1,23,review_summ,0,1942,4.58,16,0,0,0,31,650117120
1,24,sci_fi,0,1968,4.2925,16,0,0,0,30,629145600
1,25,scientific_qa,0,1933,4.1225,16,0,0,0,30,629145600
1,26,topic_retrieval_longchat,0,1945,4.2325,16,0,0,0,30,629145600
1,27,tpo,0,1980,4.3629,16,0,0,0,30,629145600
2,9,review_summ,1,1945,3.3702,1920,1904,30,623902720,14,293601280
2,25,scientific_qa,1,1935,0.1049,1920,0,0,0,0,0
2,20,natural_question,1,1934,0.0519,1920,0,0,0,0,0
2,1,financial_qa,1,1966,0.7472,1920,1904,30,623902720,0,0
2,10,sci_fi,1,1966,0.517,1920,1904,30,623902720,0,0
2,6,natural_question,1,1936,0.619,1920,1904,30,623902720,0,0
2,5,narrative_qa,1,1937,0.6383,1920,1904,30,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,0.828,1920,1888,30,618659840,0,0
2,3,meeting_summ,1,1937,0.4971,1920,1904,30,623902720,0,0
2,27,tpo,1,1990,0.4101,1920,1520,24,498073600,1,20971520
2,4,multidoc_qa,1,1953,0.7168,1920,1904,30,623902720,0,0
2,16,legal_contract_qa,1,1981,0.7633,1920,1904,30,623902720,0,0
2,13,tpo,1,2008,0.5678,1920,1904,30,623902720,1,20971520
2,21,paper_assistant,1,2032,0.6353,1920,1904,30,623902720,1,20971520
2,7,paper_assistant,1,2032,0.5188,1920,1904,30,623902720,1,20971520
2,15,financial_qa,1,1983,0.5646,1920,1904,30,623902720,0,0
2,14,coursera,1,1984,0.5117,1920,1904,30,623902720,1,20971520
2,22,quality,1,2032,0.8925,1920,1904,30,623902720,1,20971520
2,24,sci_fi,1,1969,0.8691,1920,1904,30,623902720,0,0
2,17,meeting_summ,1,1934,0.4101,1920,1904,30,623902720,0,0
2,2,legal_contract_qa,1,1976,0.4189,1920,1904,30,623902720,0,0
2,18,multidoc_qa,1,1952,0.6965,1920,1904,30,623902720,0,0
2,0,coursera,1,1974,0.7499,1920,1904,30,623902720,0,0
2,11,scientific_qa,2,1944,0.6904,1920,1904,30,623902720,0,0
2,23,review_summ,1,1941,0.6351,1920,1904,30,623902720,0,0
2,19,narrative_qa,1,1939,0.7508,1920,1904,30,623902720,0,0
2,8,quality,1,1952,0.4078,1920,1904,30,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.4246,1920,1904,30,623902720,0,0
