k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.1107,0,0,0,0
1,63,repeated,0,1.0478,0,0,0,16
2,45,one_shot,0,1.0756,0,0,0,16
3,55,repeated,0,1.1348,0,0,0,16
4,31,repeated,0,1.0536,0,0,0,16
5,0,far_reuse,0,1.1057,0,0,0,16
6,39,far_reuse,0,1.0539,0,0,0,16
7,29,one_shot,0,1.1061,0,0,0,16
8,4,near_reuse,0,1.0761,0,0,0,16
9,43,repeated,0,1.1065,0,0,0,16
10,42,one_shot,0,1.092,0,0,0,16
11,30,repeated,0,1.0909,0,0,0,16
12,52,far_reuse,0,1.0914,0,0,0,16
13,55,repeated,1,1.0746,0,0,0,272
14,62,far_reuse,0,1.062,0,0,12,16
15,15,near_reuse,0,1.1057,0,0,2,16
16,33,far_reuse,0,1.0784,0,0,0,16
17,4,near_reuse,1,0.0789,0,0,0,1920
18,48,near_reuse,0,1.0868,0,0,13,16
19,22,repeated,0,1.1502,0,0,1,16
20,21,one_shot,0,1.0559,0,0,0,16
21,60,one_shot,0,1.0579,0,0,0,16
22,6,one_shot,0,1.0782,0,0,0,16
23,19,near_reuse,0,1.0773,0,0,0,16
24,15,near_reuse,1,0.079,0,0,0,1936
25,3,one_shot,0,1.0852,0,0,12,16
26,63,repeated,1,1.152,0,0,2,16
27,8,near_reuse,0,1.1244,0,0,11,16
28,31,repeated,1,1.0558,0,0,0,16
29,48,near_reuse,1,1.0889,0,0,14,16
30,34,repeated,0,1.078,0,0,0,16
31,24,far_reuse,0,1.0917,0,0,0,16
32,35,far_reuse,0,1.0597,0,0,0,16
33,14,near_reuse,0,1.1281,0,0,0,16
34,9,repeated,0,1.0837,0,0,0,16
35,43,repeated,1,1.0993,0,0,0,16
36,22,repeated,1,1.1634,0,0,14,16
37,30,repeated,1,1.1141,0,0,0,16
38,19,near_reuse,1,1.0912,0,0,13,16
39,2,near_reuse,0,1.0989,0,0,1,16
40,26,near_reuse,0,1.0862,0,0,0,16
41,8,near_reuse,1,1.0857,0,0,0,16
42,5,repeated,0,1.0698,0,0,14,16
43,25,repeated,0,1.0627,0,0,0,16
44,53,far_reuse,0,1.0625,0,0,0,16
45,27,one_shot,0,1.115,0,0,0,16
46,14,near_reuse,1,1.1158,0,0,0,16
47,58,repeated,0,1.1071,0,0,14,16
48,31,repeated,2,3.5157,880,14,0,896
49,23,repeated,0,1.0845,0,0,13,16
50,2,near_reuse,1,1.1142,0,0,1,16
51,38,far_reuse,0,1.1045,0,0,13,16
52,26,near_reuse,1,1.0843,0,0,0,16
53,20,repeated,0,1.0921,0,0,14,16
54,28,far_reuse,0,1.1142,0,0,0,16
55,41,repeated,0,1.112,0,0,0,16
56,11,one_shot,0,1.0627,0,0,0,16
57,16,one_shot,0,1.0988,0,0,0,16
58,34,repeated,1,1.085,0,0,0,16
59,30,repeated,2,1.7402,880,14,14,896
60,10,near_reuse,0,1.0979,0,0,4,16
61,59,near_reuse,0,1.0836,0,0,0,16
62,0,far_reuse,1,1.113,0,0,0,16
63,13,far_reuse,0,1.1369,0,0,14,16
64,39,far_reuse,1,1.0633,0,0,0,16
65,50,one_shot,0,1.1663,0,0,14,16
66,20,repeated,1,1.0622,0,0,0,16
67,49,far_reuse,0,1.0723,0,0,14,16
68,54,near_reuse,0,1.0908,0,0,0,16
69,46,near_reuse,0,1.0705,0,0,0,16
70,5,repeated,1,1.0923,0,0,0,16
71,40,near_reuse,0,1.092,0,0,14,32
72,25,repeated,1,1.071,0,0,0,16
73,10,near_reuse,1,1.1135,0,0,14,16
74,17,repeated,0,1.0916,0,0,0,16
75,52,far_reuse,1,1.1064,0,0,0,16
76,59,near_reuse,1,1.0989,0,0,14,16
77,18,far_reuse,0,1.0708,0,0,0,16
78,62,far_reuse,1,1.071,0,0,0,16
79,7,far_reuse,0,1.0786,0,0,14,16
80,41,repeated,1,1.137,0,0,0,16
81,51,near_reuse,0,1.0962,0,0,12,16
82,34,repeated,2,4.0477,880,14,0,896
83,22,repeated,2,1.1658,0,0,12,16
84,33,far_reuse,1,1.0916,0,0,2,16
85,36,near_reuse,0,1.153,0,0,12,16
86,9,repeated,1,1.0917,0,0,0,16
87,54,near_reuse,1,1.0985,0,0,14,16
88,12,one_shot,0,1.0833,0,0,0,32
89,46,near_reuse,1,1.0927,0,0,0,16
90,56,one_shot,0,1.1575,0,0,14,16
91,40,near_reuse,1,1.0848,0,0,0,32
92,57,one_shot,0,1.1278,0,0,14,16
93,9,repeated,2,0.0673,0,0,0,1920
94,1,far_reuse,0,1.106,0,0,12,16
95,58,repeated,1,1.1208,0,0,2,16
96,44,repeated,0,1.1099,0,0,12,16
97,32,far_reuse,0,1.0919,0,0,0,16
98,51,near_reuse,1,1.0925,0,0,0,16
99,47,near_reuse,0,1.0778,0,0,12,16
100,23,repeated,1,1.0936,0,0,2,16
101,63,repeated,2,1.3535,688,11,11,704
102,36,near_reuse,1,1.1356,0,0,6,16
103,61,one_shot,0,1.0938,0,0,8,16
104,32,far_reuse,1,0.0661,0,0,0,1920
105,24,far_reuse,1,1.1276,0,0,14,16
106,44,repeated,2,0.0814,0,0,2,1936
107,35,far_reuse,1,1.1725,0,0,12,16
108,1,far_reuse,1,1.1079,0,0,2,16
109,25,repeated,2,1.16,880,14,12,896
110,5,repeated,2,1.8637,880,14,5,896
111,55,repeated,2,1.142,880,14,12,896
112,7,far_reuse,1,1.1661,0,0,4,16
113,47,near_reuse,1,1.0979,0,0,10,16
