round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1003,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.0776,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.0833,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0697,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.07,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0481,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0724,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0484,16,0,0,0,0,0
1,8,quality,0,1988,1.1127,16,0,0,0,0,0
1,9,review_summ,0,1940,1.0734,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.0877,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0539,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.0811,16,0,0,0,0,0
1,13,tpo,0,1994,1.1237,16,0,0,0,0,0
1,14,coursera,0,1986,1.1244,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1107,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.0956,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.082,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0601,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.0823,16,0,0,0,0,0
1,20,natural_question,0,1939,1.0806,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0605,16,0,0,0,0,0
1,22,quality,0,2032,1.1546,16,0,0,0,0,0
1,23,review_summ,0,1942,1.0813,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.096,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0606,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.0822,16,0,0,0,0,0
1,27,tpo,0,1980,1.1112,16,0,0,0,0,0
1,28,coursera,0,1980,1.1111,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.1094,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.0954,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0616,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.0837,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.083,16,0,0,0,0,0
1,34,natural_question,0,1940,1.0826,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.0613,16,0,0,0,0,0
1,36,quality,0,2001,1.1397,16,0,0,0,0,0
1,37,review_summ,0,1943,1.0824,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.097,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0604,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.0812,16,0,0,0,0,0
1,41,tpo,0,1980,1.1105,16,0,0,0,0,0
1,42,coursera,0,1964,1.0959,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1099,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.0952,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.0832,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0689,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0677,16,0,0,0,0,0
1,48,natural_question,0,1941,1.0892,16,0,0,0,0,0
1,49,paper_assistant,0,1934,1.0698,16,0,0,0,0,0
1,50,quality,0,2032,1.1623,16,0,0,0,0,0
1,51,review_summ,0,1942,1.0901,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.1042,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0692,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.0891,16,0,0,0,0,0
1,55,tpo,0,2009,1.1486,16,0,0,0,0,0
1,56,coursera,0,2011,1.1471,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.1183,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.1032,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.089,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.0687,16,0,0,0,0,0
1,61,narrative_qa,0,1937,1.0883,16,0,0,0,0,0
1,62,natural_question,0,1934,1.0682,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.0676,16,0,0,0,0,0
