t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,1,1893,312364748800
2.0,1,3,1893,312364748800
3.0,1,3,1893,312364748800
4.0,6,6,1893,312364748800
5.0,6,6,1893,312364748800
6.0,6,6,1893,312364748800
7.0,6,6,1893,312364748800
8.0,7,7,1893,312364748800
9.0,7,7,1893,312364748800
10.0,7,5,1893,312364748800
11.0,7,3,1893,312364748800
12.0,2,3,36702053,312318083072
13.0,2,3,243795813,312110268416
14.0,2,3,462686053,311891673088
15.0,2,3,2002945893,310362501120
16.0,3,3,3145729893,309217185792
17.0,3,3,3145729893,309217185792
18.0,3,1,3145729893,309217185792
19.1,3,1,3145729893,309217185792
20.1,1,2,3347089253,309006618624
21.1,1,2,3622504293,308731187200
22.1,2,3,4404021093,307958161408
23.1,3,3,4404021093,307958161408
24.1,3,3,4404021093,307958161408
25.2,4,4,4404021093,307958161408
26.2,4,4,4404021093,307958161408
27.2,4,2,4404021093,307958161408
28.2,1,2,4496590693,307857055744
29.3,1,2,4732520302,307622146048
30.3,1,2,6114674533,306251993088
31.3,2,3,6312429413,306048667648
32.3,3,4,6312429413,306048667648
33.3,4,4,6312429413,306048667648
34.3,7,7,6312429413,306048667648
35.4,7,7,6312429413,306048667648
36.4,7,7,6312429413,306048667648
37.4,7,8,6312429413,306048667648
38.4,8,8,6312429413,306048667648
39.4,8,8,6312429413,306048667648
40.5,4,5,6312429413,306048667648
41.5,4,5,7441942373,304977514496
42.5,4,5,8394508133,303964254208
43.6,4,5,8657307493,303702708224
44.6,5,8,8870954853,303488655360
45.6,8,10,8870954853,303488655360
46.6,8,10,8870954853,303488655360
47.7,8,10,8870954853,303488655360
48.7,8,10,8870954853,303488655360
49.7,9,10,8870954853,303488655360
50.7,7,10,9020049253,303339372544
51.8,7,10,9314633573,303037571072
52.8,7,10,9648539493,302704959488
53.8,7,10,9893644133,302461337600
54.9,7,10,10144155493,302215712768
55.9,9,12,10150217573,302208667648
56.9,9,12,10150217573,302208667648
57.9,8,12,10287023973,302071832576
59.0,8,12,10519185253,301840162816
60.0,8,12,10746431333,301612097536
61.0,8,14,10779363173,301579165696
62.0,3,14,10882582373,301478371328
63.1,3,14,11128833893,301230030848
64.1,3,14,11341825893,301016150016
65.1,3,14,11560552293,300790235136
66.2,3,14,11788617574,300562100224
67.2,3,14,12026677093,300325330944
68.2,3,14,12267358053,300082696192
69.3,3,14,12484446056,299867791360
70.3,3,14,12714805093,299644481536
71.3,3,14,12939102053,299419324416
72.3,3,14,13151111013,299206955008
73.4,3,14,13380814693,298978590720
74.4,3,14,13615105893,298743758848
75.4,3,14,13832193893,298526863360
76.5,7,18,13925091173,298431672320
77.5,7,18,13925091173,298431672320
78.5,7,18,13925091173,298431672320
79.6,7,18,13925091173,298431672320
80.6,7,26,13925091173,298431672320
81.6,5,26,14093682533,298263052288
82.7,5,26,14307985253,298050535424
83.7,5,26,14514259813,297843929088
84.7,5,26,14729873253,297619107840
85.8,5,26,14936311655,297412628480
86.8,5,26,15133575013,297218551808
87.8,5,29,15183382373,297172672512
88.9,2,26,15269889893,297086795776
89.9,2,26,15471904613,296885108736
90.9,2,26,15676376933,296679612416
92.0,2,26,15873312613,296482971648
93.0,2,26,16086468453,296263081984
94.1,2,26,16297658213,296054562816
95.1,2,26,16505407333,295851421696
96.1,2,26,16739370853,295618400256
97.2,2,26,16937125733,295421636608
98.2,2,31,17070819173,295284174848
99.2,3,30,17070819173,295284174848
100.2,2,31,17212049253,295137034240
101.3,2,31,17397516133,294957207552
102.4,2,31,17586423653,294762348544
103.4,3,34,17699964773,294654693376
104.4,3,33,17699964773,294654693376
105.5,4,34,17699964773,294654693376
106.5,0,35,17837098853,294520000512
107.5,0,35,18026989413,294329454592
108.6,0,35,18212128613,294143463424
109.6,0,35,18400053095,293948522496
110.6,0,35,18582079333,293767094272
111.7,0,35,18751817573,293595561984
112.7,0,35,18937939813,293410566144
113.8,0,35,19127666533,293228539904
114.8,0,35,19323455334,293032374272
115.8,0,35,19516295014,292837253120
116.9,0,35,19698321253,292654370816
117.9,0,35,19903940453,292443328512
119.0,0,35,20086130533,292259954688
120.0,4,45,20216547173,292136714240
121.0,4,45,20216547173,292136714240
122.1,4,45,20216547173,292136714240
123.1,4,45,20216547173,292136714240
124.2,4,44,20216547173,292136714240
125.3,4,43,20216547173,292136714240
126.7,1,44,20286998373,292070338560
127.7,1,44,20518176613,291838996480
128.8,1,44,21267744613,291090149376
129.8,1,44,21625735013,290730807296
130.8,1,44,21860845413,290494726144
131.9,1,44,22074984293,290281058304
132.9,3,47,22103983973,290248290304
134.0,3,47,22103983973,290248290304
135.0,0,47,22248327013,290100322304
136.0,0,47,22479341413,289869160448
137.1,0,47,22705604453,289648369664
138.1,0,47,22913189733,289439055872
139.2,0,47,23122413413,289232347136
140.2,0,47,23310010213,289044324352
141.3,0,47,23530702693,288817946624
142.3,0,47,23746807653,288600236032
143.4,0,47,23939647333,288407531520
144.4,3,50,24012392293,288338866176
145.4,3,50,24012392293,288338866176
146.5,3,50,24012392293,288338866176
147.5,3,51,24012392293,288338866176
148.6,3,53,24012392293,288338866176
149.7,1,52,24070719333,288282824704
150.7,1,52,24260609893,288094244864
151.8,1,52,24440833893,287911546880
152.8,1,52,24624826213,287731314688
153.9,1,52,24818321253,287538155520
154.9,1,52,25011652453,287342665728
156.0,1,52,25219237733,287135789056
157.0,2,61,25270683493,287079919616
158.1,0,63,25270683493,287079919616
159.1,0,63,25474828133,286871986176
160.2,0,63,25718949733,286631628800
161.2,0,63,25921619813,286425735168
162.2,0,63,26152142693,286197211136
163.3,0,63,26348750693,286002507776
164.4,1,64,26528974693,285820940288
165.4,1,64,26528974693,285820940288
166.5,1,64,26528974693,285820940288
167.5,2,62,26528974693,285820940288
168.6,0,63,26528974693,285820940288
169.6,0,63,26701825893,285649719296
170.7,0,63,26882541413,285470187520
171.7,0,63,27058997093,285292527616
172.8,0,63,27251672933,285099515904
173.9,0,63,27461224293,284888969216
174.9,0,63,27689617253,284664053760
