round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1196,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.1037,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.127,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.111,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.0938,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0886,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0899,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0607,16,0,0,0,0,0
1,8,quality,0,1988,1.1345,16,0,0,0,0,0
1,9,review_summ,0,1940,1.0884,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.1045,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0621,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.1118,16,0,0,0,0,0
1,13,tpo,0,1994,1.1565,16,0,0,0,0,0
1,14,coursera,0,1986,1.1631,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1353,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1171,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.1029,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0777,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.1163,16,0,0,0,0,0
1,20,natural_question,0,1939,1.1128,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0893,16,0,0,0,0,0
1,22,quality,0,2032,1.1972,16,0,0,0,0,0
1,23,review_summ,0,1942,1.1071,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1147,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0971,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.1187,16,0,0,0,0,0
1,27,tpo,0,1980,1.1391,16,0,0,0,0,0
1,28,coursera,0,1980,1.141,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.1502,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.1258,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0872,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.1225,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.1218,16,0,0,0,0,0
1,34,natural_question,0,1940,1.12,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.0962,16,0,0,0,0,0
1,36,quality,0,2001,1.1754,16,0,0,0,0,0
1,37,review_summ,0,1943,1.1122,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.1294,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0946,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.1183,16,0,0,0,0,0
1,41,tpo,0,1980,1.1463,16,0,0,0,0,0
1,42,coursera,0,1964,1.1361,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1381,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.1302,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.1214,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0928,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0907,16,0,0,0,0,0
1,48,natural_question,0,1941,1.1143,16,0,0,0,0,0
