round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,0,coursera,0,1971,1.6109,0,0,0,0,0,0,16,1
1,1,financial_qa,0,1963,3.0582,16,0,0,0,0,0,66,1
1,2,legal_contract_qa,0,1964,1.7853,16,0,0,0,0,0,24,1
1,3,meeting_summ,0,1938,3.1636,16,0,0,0,0,0,70,1
1,4,multidoc_qa,0,1952,2.0678,16,0,0,0,0,0,34,1
1,5,narrative_qa,0,1935,1.5366,16,0,0,0,0,0,16,1
1,6,natural_question,0,1940,1.5241,16,0,0,0,0,0,16,1
1,7,paper_assistant,0,1934,4.4903,16,0,0,0,0,0,114,1
1,8,quality,0,1988,1.5826,16,0,0,0,0,0,16,1
1,9,review_summ,0,1940,4.3538,16,0,0,0,0,0,108,1
1,10,sci_fi,0,1961,1.5486,16,0,0,0,0,0,16,1
1,11,scientific_qa,0,1934,1.5313,16,0,0,0,0,0,16,1
1,12,topic_retrieval_longchat,0,1945,1.5644,16,0,0,0,0,0,16,1
1,13,tpo,0,1994,1.6253,16,0,0,0,0,0,16,1
1,14,coursera,0,1986,1.6169,16,0,0,0,0,0,16,1
1,15,financial_qa,0,1969,3.5259,16,0,0,0,0,0,79,1
1,16,legal_contract_qa,0,1961,1.7875,16,0,0,0,0,0,24,1
1,17,meeting_summ,0,1939,2.5865,16,0,0,0,0,0,50,1
1,18,multidoc_qa,0,1936,1.8892,16,0,0,0,0,0,29,1
1,19,narrative_qa,0,1939,1.559,16,0,0,0,0,0,16,1
1,20,natural_question,0,1939,1.5586,16,0,0,0,0,0,16,1
1,21,paper_assistant,0,1934,4.5143,16,0,0,0,0,0,114,1
1,22,quality,0,2032,1.6546,16,0,0,0,0,0,16,1
1,23,review_summ,0,1942,4.2894,16,0,0,0,0,0,106,1
1,24,sci_fi,0,1968,1.5783,16,0,0,0,0,0,16,1
1,25,scientific_qa,0,1933,1.7053,16,0,0,0,0,0,22,1
1,26,topic_retrieval_longchat,0,1945,1.5643,16,0,0,0,0,0,16,1
1,27,tpo,0,1980,1.5649,16,0,0,0,0,0,16,1
1,28,coursera,0,1980,1.5655,16,0,0,0,0,0,16,1
1,29,financial_qa,0,1974,2.5762,16,0,0,0,0,0,48,1
1,30,legal_contract_qa,0,1961,1.5806,16,0,0,0,0,0,16,1
1,31,meeting_summ,0,1933,2.6767,16,0,0,0,0,0,54,1
1,32,multidoc_qa,0,1938,1.5658,16,0,0,0,0,0,16,1
1,33,narrative_qa,0,1942,1.5684,16,0,0,0,0,0,16,1
1,34,natural_question,0,1940,1.5559,16,0,0,0,0,0,16,1
1,35,paper_assistant,0,1934,4.5007,16,0,0,0,0,0,114,1
1,36,quality,0,2001,1.5986,16,0,0,0,0,0,16,1
1,37,review_summ,0,1943,4.2645,16,0,0,0,0,0,105,1
