round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1125,0,0,0,0,8,167772160
1,1,financial_qa,0,1963,3.687,16,0,0,0,38,796917760
1,2,legal_contract_qa,0,1964,1.3426,16,0,0,0,30,629145600
1,3,meeting_summ,0,1938,2.5107,16,0,0,0,30,629145600
1,4,multidoc_qa,0,1952,1.3318,16,0,0,0,30,629145600
1,5,narrative_qa,0,1935,2.0179,16,0,0,0,30,629145600
1,6,natural_question,0,1940,1.3317,16,0,0,0,30,629145600
1,7,paper_assistant,0,1934,2.2958,16,0,0,0,30,629145600
1,8,quality,0,1988,1.3769,16,0,0,0,30,629145600
1,9,review_summ,0,1940,2.1422,16,0,0,0,31,650117120
1,10,sci_fi,0,1961,2.4922,16,0,0,0,30,629145600
1,11,scientific_qa,0,1934,3.312,16,0,0,0,30,629145600
1,12,topic_retrieval_longchat,0,1945,3.6599,16,0,0,0,30,629145600
1,13,tpo,0,1994,3.9003,16,0,0,0,30,629145600
1,14,coursera,0,1986,4.1213,16,0,0,0,31,650117120
1,15,financial_qa,0,1969,4.2202,16,0,0,0,31,650117120
1,16,legal_contract_qa,0,1961,4.0335,16,0,0,0,30,629145600
1,17,meeting_summ,0,1939,4.2504,16,0,0,0,30,629145600
1,18,multidoc_qa,0,1936,4.239,16,0,0,0,30,629145600
1,19,narrative_qa,0,1939,4.4575,16,0,0,0,30,629145600
1,20,natural_question,0,1939,4.435,16,0,0,0,30,629145600
1,21,paper_assistant,0,1934,4.0997,16,0,0,0,30,629145600
1,22,quality,0,2032,4.2992,16,0,0,0,30,629145600
1,23,review_summ,0,1942,3.6219,16,0,0,0,31,650117120
1,24,sci_fi,0,1968,4.1439,16,0,0,0,30,629145600
1,25,scientific_qa,0,1933,3.9807,16,0,0,0,30,629145600
1,26,topic_retrieval_longchat,0,1945,4.2338,16,0,0,0,30,629145600
1,27,tpo,0,1980,4.3308,16,0,0,0,30,629145600
2,9,review_summ,1,1945,3.8444,1920,1904,30,623902720,14,293601280
2,25,scientific_qa,1,1935,0.1062,1920,0,0,0,0,0
2,20,natural_question,1,1934,0.0519,1920,0,0,0,0,0
2,1,financial_qa,1,1966,0.7747,1920,1904,30,623902720,0,0
2,10,sci_fi,1,1966,0.7014,1920,1904,30,623902720,0,0
2,6,natural_question,1,1936,0.6215,1920,1904,30,623902720,0,0
2,5,narrative_qa,1,1937,0.5679,1920,1904,30,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,0.6478,1920,1888,30,618659840,0,0
2,3,meeting_summ,1,1937,0.3575,1920,1904,30,623902720,0,0
2,27,tpo,1,1990,0.3401,1920,1520,24,498073600,0,0
2,4,multidoc_qa,1,1953,0.5031,1920,1904,30,623902720,0,0
2,16,legal_contract_qa,1,1981,0.7874,1920,1904,30,623902720,0,0
2,13,tpo,1,2008,0.4495,1920,1904,30,623902720,0,0
2,21,paper_assistant,1,2032,0.446,1920,1904,30,623902720,0,0
2,7,paper_assistant,1,2032,0.408,1920,1904,30,623902720,0,0
2,15,financial_qa,1,1983,0.384,1920,1904,30,623902720,0,0
2,14,coursera,1,1984,0.3964,1920,1904,30,623902720,0,0
2,22,quality,1,2032,0.8932,1920,1904,30,623902720,1,20971520
2,24,sci_fi,1,1969,0.7403,1920,1904,30,623902720,0,0
2,17,meeting_summ,1,1934,0.4197,1920,1904,30,623902720,0,0
2,2,legal_contract_qa,1,1976,0.449,1920,1904,30,623902720,1,20971520
2,18,multidoc_qa,1,1952,0.6695,1920,1904,30,623902720,0,0
2,0,coursera,1,1974,0.7762,1920,1904,30,623902720,1,20971520
2,11,scientific_qa,2,1944,0.8256,1920,1904,30,623902720,1,20971520
2,23,review_summ,1,1941,0.7317,1920,1904,30,623902720,0,0
2,19,narrative_qa,1,1939,0.8117,1920,1904,30,623902720,1,20971520
2,8,quality,1,1952,0.5199,1920,1904,30,623902720,1,20971520
2,26,topic_retrieval_longchat,1,1945,0.4558,1920,1904,30,623902720,0,0
