t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,1,1893,312391639040
2.0,0,1,1893,312391639040
3.0,0,3,1893,312391639040
4.0,0,3,1893,312391639040
5.0,0,3,146802533,312213098496
6.1,0,3,356517733,311871778816
7.1,0,4,550504293,311672250368
8.1,0,4,2542798693,309844955136
9.1,0,4,2542798693,309844955136
10.1,0,5,2783971173,309435412480
11.1,0,5,3040872293,309220130816
12.3,0,3,4430235493,307954827264
13.4,0,1,4430235493,307954827264
14.5,0,0,4430235493,307954827264
15.6,0,0,4430235493,307954827264
16.6,0,0,4430235493,307954827264
17.6,0,0,4430235493,307954827264
18.7,0,0,4430235493,307954827264
19.7,0,0,4430235493,307954827264
20.7,0,0,4430235493,307954827264
21.8,0,1,4430235493,307954827264
22.8,0,1,4451207013,307786809344
23.9,0,1,5054138213,307330015232
25.0,0,1,5054138213,307330015232
26.2,0,0,5054138213,307330015232
27.2,0,0,5054138213,307330015232
28.3,0,0,5054138213,307330015232
29.3,0,0,5054138213,307330015232
30.4,0,0,5054138213,307330015232
31.4,0,0,5054138213,307330015232
32.4,0,0,5054138213,307330015232
33.5,0,0,5054138213,307330015232
34.5,0,0,5054138213,307330015232
35.5,0,1,5054138213,307330015232
36.6,0,1,5054138213,307330015232
37.6,0,1,5232396133,306988761088
38.7,0,1,5714741093,306637012992
39.8,0,1,6328158053,306054254592
41.0,0,1,6328158053,306054254592
42.2,0,0,6328158053,306054254592
43.3,0,0,6328158053,306054254592
44.3,0,1,6328158053,306054254592
45.4,0,1,6380586853,305849507840
46.5,0,0,6962546533,305419022336
47.5,0,0,6962546533,305419022336
48.6,0,0,6962546533,305419022336
49.6,0,0,6962546533,305419022336
50.6,0,0,6962546533,305419022336
51.7,0,1,6962546533,305419022336
52.7,0,2,6962546533,305419022336
53.8,0,2,7030703973,305182765056
54.9,0,0,8215594853,304164319232
55.9,0,0,8215594853,304164319232
57.0,0,1,8215594853,304164319232
58.0,0,1,8278509413,303949086720
59.1,0,0,8509196133,303702319104
60.2,0,0,8860469093,303518576640
61.2,0,1,8860469093,303518576640
62.3,0,2,8860469093,303518576640
63.3,0,3,8949598053,303282327552
64.9,0,2,10779363173,301597224960
66.0,0,1,10779363173,301597224960
67.4,0,2,10779363173,301597224960
68.5,0,1,11156850533,301219278848
70.1,0,0,11408508773,300967305216
71.2,0,0,11408508773,300967305216
72.2,0,0,11408508773,300967305216
73.3,0,0,11408508773,300967305216
74.4,0,1,11408508773,300967305216
75.4,0,2,11408508773,300967305216
76.5,0,4,11455694693,300762562560
77.5,0,4,11649681253,300557836288
78.6,0,4,12666799973,299707461632
79.7,0,2,13856933733,298463375360
81.3,0,1,13919848293,298452889600
82.8,0,2,13919848293,298452889600
83.8,0,3,13919848293,298452889600
84.9,0,3,14103349093,298221899776
88.0,0,1,15026095973,297177378816
89.1,0,0,15209596773,297161633792
90.2,0,0,15209596773,297161633792
91.2,0,0,15209596773,297161633792
92.3,0,0,15209596773,297161633792
93.4,0,0,15209596773,297161633792
94.4,0,0,15209596773,297161633792
95.5,0,1,15209596773,297161633792
96.6,0,2,15209596773,297161633792
97.7,0,1,15398340453,296846663680
98.8,0,0,15644755813,296557965312
99.9,0,0,16473130853,295896621056
100.9,0,0,16473130853,295896621056
102.0,0,1,16473130853,295896621056
103.1,0,1,16541288293,295665655808
104.2,0,0,16861103973,295345426432
105.3,0,0,17097033573,295271948288
106.3,0,0,17097033573,295271948288
107.4,0,0,17097033573,295271948288
108.5,0,1,17097033573,295271948288
109.6,0,2,17097033573,295271948288
110.6,0,1,17228105573,295025254400
111.8,0,0,17867736933,294505639936
112.9,0,0,18376296293,293991292928
114.0,0,1,18376296293,293991292928
115.0,0,2,18376296293,293991292928
116.1,0,2,18449696613,293765582848
117.2,0,1,19251857253,293214429184
118.6,0,0,19650316133,292715794432
119.7,0,0,19650316133,292715794432
120.7,0,0,19650316133,292715794432
121.8,0,0,19650316133,292715794432
122.9,0,0,19650316133,292715794432
124.0,0,0,19650316133,292715794432
125.1,0,0,19650316133,292715794432
126.1,0,0,19650316133,292715794432
127.2,0,1,19650316133,292715794432
128.3,0,1,19723716453,292484857856
129.5,0,0,20064503653,292159451136
130.6,0,0,20274218853,292091215872
131.7,0,1,20274218853,292091215872
132.8,0,1,20342376293,291876061184
134.4,0,1,20903364453,291461427200
135.5,0,2,21532510053,290831597568
136.6,0,1,21595424613,290637430784
137.9,0,0,22103983973,290233319424
139.2,0,0,22161655653,290201829376
140.3,0,0,22161655653,290201829376
141.4,0,1,22161655653,290201829376
142.5,0,1,22680700773,289750482944
143.7,0,2,22785558373,289577283584
144.9,0,4,22785558373,289577283584
146.0,0,7,23089645413,289335828480
147.2,0,7,24064821093,288296693760
148.3,0,7,24122492773,288296693760
149.5,0,8,25045239653,287882047488
155.2,0,2,25679628133,286554304512
156.5,0,2,25926043493,286270902272
157.6,0,3,26188187493,286008483840
158.7,0,3,26833061733,285788073984
164.9,0,2,28112324453,284491788288
170.6,0,1,28872542053,283363430400
171.8,0,1,29077014373,283137777664
173.1,0,0,29339158373,282870128640
174.2,0,1,30272391013,282675953664
182.4,0,4,31001151333,281353416704
183.6,0,4,31011637093,281353416704
184.8,0,5,31216109413,280991305728
185.9,0,6,31431067493,280776155136
187.0,0,7,31840012133,280623931392
189.5,0,6,32133613413,280057212928
190.6,0,4,32421971813,279800078336
191.8,0,3,32652658533,279553421312
193.0,0,3,33030145893,279327768576
194.7,0,4,33239861093,278944710656
195.9,0,3,33538705253,278687571968
197.1,0,4,33905706853,278451392512
199.8,0,4,34755053413,277895122944
204.9,0,4,35352741733,276850810880
206.0,0,4,35567699813,276635652096
207.2,0,4,35793143653,276394246144
208.3,0,5,36044801893,276168593408
209.4,0,6,36275488613,276000669696
210.6,0,4,36469475173,275817000960
212.0,0,3,36684433253,275601850368
213.3,0,5,36894148453,275386691584
214.5,0,4,37497079653,275187281920
222.3,0,2,38697699173,273885839360
232.1,0,4,40496007013,272033480704
235.8,0,4,40616593253,271729094656
237.3,0,3,40648050533,271702855680
238.7,0,1,40669022053,271676616704
240.6,0,0,40669022053,271676616704
241.8,0,0,40669022053,271676616704
242.9,0,0,40669022053,271676616704
244.0,0,0,40669022053,271676616704
245.2,0,0,40669022053,271676616704
246.3,0,0,40669022053,271676616704
247.4,0,0,40669022053,271676616704
248.6,0,0,40669022053,271676616704
249.7,0,0,40669022053,271676616704
250.9,0,0,40669022053,271676616704
252.0,0,1,40669022053,271676616704
253.7,0,0,40689993573,271655624704
254.8,0,0,40689993573,271655624704
256.0,0,0,40689993573,271655624704
257.1,0,1,40695236453,271650377728
259.2,0,1,40700479333,271650377728
261.3,0,0,40700479333,271645130752
262.4,0,0,40700479333,271645130752
263.6,0,0,40700479333,271645130752
264.7,0,0,40700479333,271645130752
265.9,0,0,40700479333,271645130752
267.0,0,1,40700479333,271645130752
268.9,0,1,40700479333,271645130752
270.2,0,0,40700479333,271645130752
271.3,0,1,40705722213,271645130752
273.2,0,4,40731936613,271618887680
274.8,0,5,40779122533,271550664704
276.0,0,2,40831551333,271513931776
277.7,0,2,40842037093,271503429632
279.3,0,2,40878737253,271466696704
280.5,0,1,40883980133,271461445632
281.9,0,1,40883980133,271461445632
283.9,0,3,40894465893,271450951680
285.5,0,1,40899708773,271445700608
287.5,0,1,40904951653,271440449536
288.7,0,2,40910194533,271429955584
290.1,0,0,40931166053,271414214656
291.3,0,0,40931166053,271414214656
292.4,0,0,40931166053,271414214656
293.6,0,0,40931166053,271414214656
294.7,0,0,40931166053,271414214656
295.8,0,0,40931166053,271414214656
297.0,0,0,40931166053,271414214656
298.1,0,0,40931166053,271414214656
299.3,0,1,40936408933,271408967680
300.5,0,0,40936408933,271408967680
301.6,0,0,40936408933,271408967680
302.7,0,0,40936408933,271408967680
303.9,0,0,40936408933,271408967680
305.0,0,0,40936408933,271408967680
306.2,0,0,40936408933,271408967680
307.3,0,1,40941651813,271408967680
309.2,0,0,40946894693,271398473728
310.3,0,0,40946894693,271398473728
311.4,0,0,40946894693,271398473728
312.6,0,0,40946894693,271398473728
313.7,0,0,40946894693,271398473728
