rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.951,2.2076,4.1219,16,0,3
r2,1,2,legal_contract_qa,0,1964,3.16,1.1427,7.7542,24,16,5
r5,1,5,narrative_qa,0,1935,7.711,3.2027,6.7258,16,16,5
r6,1,6,natural_question,0,1940,10.916,2.2057,3.6757,16,16,5
r4,1,4,multidoc_qa,0,1952,7.711,3.2033,7.8737,34,16,5
r1,1,1,financial_qa,0,1963,2.057,1.1253,13.9286,66,16,5
r3,1,3,meeting_summ,0,1938,5.396,3.3922,11.385,70,16,5
r7,1,7,paper_assistant,0,1934,21.605,1.0926,4.5039,114,16,1
r8,1,8,quality,0,1988,35.431,1.1639,1.6156,16,16,1
r9,1,9,review_summ,0,1940,39.31,1.1136,4.3484,108,16,1
r10,1,10,sci_fi,0,1961,46.464,1.1339,1.5811,16,16,1
r11,1,11,scientific_qa,0,1934,51.048,1.0977,2.8096,16,16,2
r12,1,12,topic_retrieval_longchat,0,1945,52.148,1.1191,1.7697,16,16,2
r13,1,13,tpo,0,1994,56.516,1.1615,1.6155,16,16,1
r14,1,14,coursera,0,1986,60.596,1.1527,4.1481,16,16,3
r16,1,16,legal_contract_qa,0,1961,62.901,1.1664,2.3997,24,16,3
r15,1,15,financial_qa,0,1969,61.751,1.1483,8.2623,79,16,2
r17,1,17,meeting_summ,0,1939,66.305,2.8624,4.6385,50,16,2
r19,1,19,narrative_qa,0,1939,75.135,1.1204,4.2757,16,16,4
r20,1,20,natural_question,0,1939,76.258,2.169,3.2755,16,16,4
r18,1,18,multidoc_qa,0,1936,74.055,1.0788,5.8906,29,16,4
r22,1,22,quality,0,2032,81.97,3.7006,5.6865,16,16,3
r21,1,21,paper_assistant,0,1934,76.259,2.1673,11.6333,114,16,3
r23,1,23,review_summ,0,1942,84.527,2.2514,5.9771,106,16,3
r24,1,24,sci_fi,0,1968,94.732,1.1195,2.8091,16,16,2
r25,1,25,scientific_qa,0,1933,95.854,1.092,1.9247,22,16,2
r26,1,26,topic_retrieval_longchat,0,1945,103.749,1.1068,1.5606,16,16,1
r27,1,27,tpo,0,1980,108.431,1.1502,2.9039,16,16,2
r28,1,28,coursera,0,1980,109.583,1.1493,1.8124,16,16,2
r30,1,30,legal_contract_qa,0,1961,116.543,2.1985,2.8875,16,16,2
r29,1,29,financial_qa,0,1974,116.542,2.2004,3.8614,48,16,2
r31,1,31,meeting_summ,0,1933,126.698,1.096,2.6802,54,16,1
r32,1,32,multidoc_qa,0,1938,132.539,1.1215,2.7179,16,16,2
r33,1,33,narrative_qa,0,1942,133.867,1.1187,6.0291,16,16,2
r34,1,34,natural_question,0,1940,135.258,4.3197,4.8757,16,16,2
r36,1,36,quality,0,2001,143.526,3.2561,10.5363,16,16,8
r38,1,38,sci_fi,0,1954,143.578,4.3356,10.6072,16,16,8
r40,1,40,topic_retrieval_longchat,0,1945,146.786,4.3531,7.5032,16,16,8
r41,1,41,tpo,0,1980,146.787,4.3519,7.5021,16,16,8
r42,1,42,coursera,0,1964,147.916,4.411,6.4484,16,16,8
r39,1,39,scientific_qa,0,1931,146.784,4.3548,8.6821,35,16,8
r46,1,46,multidoc_qa,0,1935,166.021,4.3093,7.0995,16,16,7
r47,1,47,narrative_qa,0,1932,170.635,1.2487,5.6839,16,16,6
r43,1,43,financial_qa,0,1970,156.349,10.7785,27.0224,38,16,8
r48,1,48,natural_question,0,1941,173.536,5.5654,9.8356,16,16,8
r50,1,50,quality,0,2032,179.102,2.3629,9.326,16,16,8
r37,1,37,review_summ,0,1943,143.528,3.254,49.885,105,16,8
r52,1,52,sci_fi,0,1956,182.345,6.0833,15.0061,16,16,8
r35,1,35,paper_assistant,0,1934,143.524,3.2582,57.7847,114,16,8
r53,1,53,scientific_qa,0,1935,186.23,6.3088,15.0783,16,16,8
r44,1,44,legal_contract_qa,0,1964,166.02,4.3104,43.4281,63,16,8
