round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1099,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.1355,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.1048,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0868,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.0846,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0695,16,0,0,0,0,0
1,6,natural_question,0,1940,1.1007,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0719,16,0,0,0,0,0
1,8,quality,0,1988,1.1385,16,0,0,0,0,0
1,9,review_summ,0,1940,1.1085,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.1119,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0616,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.145,16,0,0,0,0,0
1,13,tpo,0,1994,1.1355,16,0,0,0,0,0
1,14,coursera,0,1986,1.1495,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1237,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1135,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.1176,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0718,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.117,16,0,0,0,0,0
1,20,natural_question,0,1939,1.142,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.063,16,0,0,0,0,0
1,22,quality,0,2032,5.2301,16,0,0,0,0,0
1,23,review_summ,0,1942,1.1093,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1222,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0703,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.0818,32,16,0,0,0,0
1,27,tpo,0,1980,5.8462,16,0,0,0,0,0
2,9,review_summ,1,1945,4.4224,1920,1904,119,623902720,0,0
2,25,scientific_qa,1,1935,0.101,1920,0,0,0,0,0
2,20,natural_question,1,1934,0.0448,1920,0,0,0,0,0
2,1,financial_qa,1,1966,5.9087,1936,1920,120,629145600,0,0
2,10,sci_fi,1,1966,5.2174,1920,1904,119,623902720,0,0
2,6,natural_question,1,1936,4.3523,1920,1904,119,623902720,0,0
2,5,narrative_qa,1,1937,5.1425,1920,1904,119,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,5.238,1920,1888,118,618659840,0,0
2,3,meeting_summ,1,1937,5.5525,1920,1904,119,623902720,0,0
2,27,tpo,1,1990,0.1795,1920,1520,0,0,0,0
2,4,multidoc_qa,1,1953,4.3088,1920,1904,119,623902720,0,0
2,16,legal_contract_qa,1,1981,1.3123,1936,1920,120,629145600,0,0
2,13,tpo,1,2008,0.7294,1920,1904,119,623902720,0,0
2,21,paper_assistant,1,2032,0.6049,1920,1904,64,335544320,0,0
2,7,paper_assistant,1,2032,0.8417,1920,1904,119,623902720,0,0
2,15,financial_qa,1,1983,0.8554,1936,1920,120,629145600,0,0
2,14,coursera,1,1984,0.7032,1920,1904,119,623902720,0,0
2,22,quality,1,2032,0.8251,1920,1904,119,623902720,0,0
2,24,sci_fi,1,1969,0.1594,1920,1904,0,0,0,0
2,17,meeting_summ,1,1934,0.7191,1920,1904,119,623902720,0,0
2,2,legal_contract_qa,1,1976,0.4535,1936,1920,120,629145600,0,0
2,18,multidoc_qa,1,1952,0.7098,1920,1904,119,623902720,0,0
2,0,coursera,1,1974,0.686,1920,1904,119,623902720,0,0
2,11,scientific_qa,2,1944,0.7142,1920,1904,119,623902720,0,0
2,23,review_summ,1,1941,0.6382,1920,1904,119,623902720,0,0
2,19,narrative_qa,1,1939,0.6459,1920,1904,119,623902720,0,0
2,8,quality,1,1952,2.3737,1920,1904,119,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.7761,1920,1904,119,623902720,0,0
