k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.134,0,0,1,0
1,63,repeated,0,1.0501,0,0,5,16
2,45,one_shot,0,1.0786,0,0,1,16
3,55,repeated,0,1.1362,0,0,5,16
4,31,repeated,0,1.0548,0,0,1,16
5,0,far_reuse,0,1.1064,0,0,6,16
6,39,far_reuse,0,1.055,0,0,0,16
7,29,one_shot,0,1.1076,0,0,6,16
8,4,near_reuse,0,1.0775,0,0,0,16
9,43,repeated,0,1.1044,0,0,6,16
10,42,one_shot,0,1.0905,0,0,0,16
11,30,repeated,0,1.0928,0,0,6,16
12,52,far_reuse,0,1.0903,0,0,0,16
13,55,repeated,1,1.0757,0,0,6,272
14,62,far_reuse,0,1.0544,0,0,0,16
15,15,near_reuse,0,1.1085,0,0,6,16
16,33,far_reuse,0,1.0754,0,0,0,16
17,4,near_reuse,1,0.0786,0,0,2,1920
18,48,near_reuse,0,1.0751,0,0,4,16
19,22,repeated,0,1.1525,0,0,0,16
20,21,one_shot,0,1.065,0,0,6,16
21,60,one_shot,0,1.0624,0,0,0,16
22,6,one_shot,0,1.086,0,0,6,16
23,19,near_reuse,0,1.0842,0,0,0,16
24,15,near_reuse,1,0.0803,0,0,2,1936
25,3,one_shot,0,1.0841,0,0,4,16
26,63,repeated,1,1.1577,0,0,0,16
27,8,near_reuse,0,1.1283,0,0,6,16
28,31,repeated,1,1.0537,368,6,0,384
29,48,near_reuse,1,1.0849,0,0,6,16
30,34,repeated,0,1.0853,0,0,0,16
31,24,far_reuse,0,1.0998,0,0,6,16
32,35,far_reuse,0,1.0617,0,0,0,16
33,14,near_reuse,0,1.1279,0,0,6,16
34,9,repeated,0,1.0861,0,0,0,16
35,43,repeated,1,1.1003,0,0,6,16
36,22,repeated,1,2.5472,368,6,0,384
37,30,repeated,1,1.1093,0,0,6,16
38,19,near_reuse,1,1.6624,368,6,0,384
39,2,near_reuse,0,1.094,0,0,6,16
40,26,near_reuse,0,1.0809,0,0,0,16
