round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1063,0,0,0,0,8,167772160
1,1,financial_qa,0,1963,3.702,16,0,0,0,38,796917760
1,2,legal_contract_qa,0,1964,3.3448,16,0,0,0,30,629145600
1,3,meeting_summ,0,1938,3.2874,16,0,0,0,30,629145600
1,4,multidoc_qa,0,1952,2.6118,16,0,0,0,30,629145600
1,5,narrative_qa,0,1935,2.6174,16,0,0,0,30,629145600
1,6,natural_question,0,1940,3.1705,16,0,0,0,30,629145600
1,7,paper_assistant,0,1934,2.6448,16,0,0,0,30,629145600
2,1,financial_qa,1,1966,1.5413,1936,0,0,0,14,293601280
2,3,meeting_summ,1,1937,0.0616,1920,0,0,0,0,0
2,6,natural_question,1,1936,0.1195,1920,0,0,0,0,0
2,0,coursera,1,1974,0.0954,1920,0,0,0,0,0
2,2,legal_contract_qa,1,1976,0.0777,1936,0,0,0,0,0
2,5,narrative_qa,1,1937,0.0648,1920,0,0,0,0,0
2,7,paper_assistant,1,2032,0.1439,1920,0,0,0,1,20971520
2,4,multidoc_qa,1,1953,0.0735,1920,0,0,0,0,0
