rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.952,2.2015,4.1148,16,0,3
r2,1,2,legal_contract_qa,0,1964,3.154,1.1411,8.0927,24,16,5
r5,1,5,narrative_qa,0,1935,8.034,3.2132,5.7619,16,16,6
r6,1,6,natural_question,0,1940,9.112,3.2671,4.761,16,16,6
r4,1,4,multidoc_qa,0,1952,8.032,3.215,6.8952,34,16,6
r1,1,1,financial_qa,0,1963,2.055,1.1209,13.2725,66,16,6
r3,1,3,meeting_summ,0,1938,5.389,3.7209,10.735,70,16,6
r7,1,7,paper_assistant,0,1934,21.605,5.1036,8.5153,114,16,1
r8,1,8,quality,0,1988,35.431,3.6501,5.3863,16,16,2
r9,1,9,review_summ,0,1940,37.986,2.183,5.652,108,16,2
r10,1,10,sci_fi,0,1961,43.956,3.8912,4.3386,16,16,1
r11,1,11,scientific_qa,0,1934,50.989,3.2789,5.0057,16,16,2
r12,1,12,topic_retrieval_longchat,0,1945,53.254,2.1035,2.7701,16,16,2
r13,1,13,tpo,0,1994,56.516,1.8207,2.273,16,16,1
r14,1,14,coursera,0,1986,60.596,2.8795,6.9804,16,16,4
r16,1,16,legal_contract_qa,0,1961,62.381,3.2666,5.7497,24,16,4
r17,1,17,meeting_summ,0,1939,66.323,1.1772,3.6301,50,16,4
r15,1,15,financial_qa,0,1969,62.38,3.2674,8.0659,79,16,4
r19,1,19,narrative_qa,0,1939,77.429,4.1878,7.7061,16,16,6
r20,1,20,natural_question,0,1939,77.43,4.1872,7.7056,16,16,6
r22,1,22,quality,0,2032,81.993,1.2804,3.6862,16,16,6
r18,1,18,multidoc_qa,0,1936,74.054,4.3984,11.9297,29,16,6
r21,1,21,paper_assistant,0,1934,77.43,4.1867,12.5805,114,16,6
r23,1,23,review_summ,0,1942,83.275,1.2443,6.7655,106,16,6
r24,1,24,sci_fi,0,1968,94.732,7.4257,10.3904,16,16,3
r26,1,26,topic_retrieval_longchat,0,1945,102.16,2.1676,3.054,16,16,3
r25,1,25,scientific_qa,0,1933,101.082,2.1393,4.2803,22,16,3
r27,1,27,tpo,0,1980,107.731,4.3009,7.1675,16,16,3
r28,1,28,coursera,0,1980,110.945,2.2071,5.0681,16,16,4
r30,1,30,legal_contract_qa,0,1961,114.841,1.1724,1.8635,16,16,4
