round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,0,coursera,0,1971,1.6027,0,0,0,0,0,0,16,1
1,1,financial_qa,0,1963,3.3209,16,0,0,0,30,629145600,66,1
1,2,legal_contract_qa,0,1964,2.9199,16,0,0,0,30,629145600,24,1
1,3,meeting_summ,0,1938,5.9054,16,0,0,0,30,629145600,70,1
1,4,multidoc_qa,0,1952,3.393,16,0,0,0,30,629145600,34,1
1,5,narrative_qa,0,1935,3.7033,16,0,0,0,30,629145600,16,1
1,6,natural_question,0,1940,4.343,16,0,0,0,30,629145600,16,1
1,7,paper_assistant,0,1934,7.2434,16,0,0,0,30,629145600,114,1
1,8,quality,0,1988,3.9659,16,0,0,0,30,629145600,16,1
1,9,review_summ,0,1940,6.9832,16,0,0,0,31,650117120,108,1
1,10,sci_fi,0,1961,3.4064,16,0,0,0,30,629145600,16,1
1,11,scientific_qa,0,1934,3.9892,16,0,0,0,30,629145600,16,1
1,12,topic_retrieval_longchat,0,1945,4.2921,16,0,0,0,30,629145600,16,1
1,13,tpo,0,1994,4.2865,16,0,0,0,30,629145600,16,1
1,14,coursera,0,1986,4.3206,16,0,0,0,31,650117120,16,1
1,15,financial_qa,0,1969,6.0223,16,0,0,0,31,650117120,79,1
1,16,legal_contract_qa,0,1961,2.5377,16,0,0,0,30,629145600,24,1
1,17,meeting_summ,0,1939,5.2874,16,0,0,0,30,629145600,50,1
1,18,multidoc_qa,0,1936,3.4945,16,0,0,0,30,629145600,29,1
1,19,narrative_qa,0,1939,3.5641,16,0,0,0,30,629145600,16,1
1,20,natural_question,0,1939,4.1445,16,0,0,0,30,629145600,16,1
1,21,paper_assistant,0,1934,6.8164,16,0,0,0,30,629145600,114,1
1,22,quality,0,2032,1.8888,16,0,0,0,30,629145600,16,1
1,23,review_summ,0,1942,5.9845,16,0,0,0,31,650117120,106,1
1,24,sci_fi,0,1968,3.9548,16,0,0,0,30,629145600,16,1
1,25,scientific_qa,0,1933,3.8029,16,0,0,0,30,629145600,22,1
1,26,topic_retrieval_longchat,0,1945,3.9783,16,0,0,0,30,629145600,16,1
1,27,tpo,0,1980,4.1142,16,0,0,0,30,629145600,16,1
1,28,coursera,0,1980,4.2292,16,0,0,0,30,629145600,16,1
1,29,financial_qa,0,1974,5.0664,16,0,0,0,30,629145600,48,1
1,30,legal_contract_qa,0,1961,3.5982,16,0,0,0,30,629145600,16,1
1,31,meeting_summ,0,1933,5.317,16,0,0,0,30,629145600,54,1
1,32,multidoc_qa,0,1938,4.743,16,0,0,0,30,629145600,16,1
1,33,narrative_qa,0,1942,4.0319,16,0,0,0,30,629145600,16,1
1,34,natural_question,0,1940,4.1572,16,0,0,0,30,629145600,16,1
1,35,paper_assistant,0,1934,7.569,16,0,0,0,30,629145600,114,1
1,36,quality,0,2001,3.9415,16,0,0,0,30,629145600,16,1
1,37,review_summ,0,1943,6.3514,16,0,0,0,31,650117120,105,1
1,38,sci_fi,0,1954,3.75,16,0,0,0,30,629145600,16,1
1,39,scientific_qa,0,1931,5.4654,16,0,0,0,30,629145600,35,1
1,40,topic_retrieval_longchat,0,1945,3.3539,16,0,0,0,30,629145600,16,1
1,41,tpo,0,1980,4.4685,16,0,0,0,30,629145600,16,1
1,42,coursera,0,1964,4.4867,16,0,0,0,30,629145600,16,1
1,43,financial_qa,0,1970,5.0309,16,0,0,0,30,629145600,38,1
1,44,legal_contract_qa,0,1964,6.3202,16,0,0,0,30,629145600,63,1
1,45,meeting_summ,0,1942,6.2363,16,0,0,0,30,629145600,71,1
1,46,multidoc_qa,0,1935,3.7287,16,0,0,0,30,629145600,16,1
1,47,narrative_qa,0,1932,4.6343,16,0,0,0,30,629145600,16,1
1,48,natural_question,0,1941,5.0473,16,0,0,0,30,629145600,16,1
1,49,paper_assistant,0,1934,7.4254,16,0,0,0,30,629145600,114,1
1,50,quality,0,2032,2.5758,16,0,0,0,30,629145600,16,1
