rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.529,3.2654,9.0763,16,0,7
r5,1,5,narrative_qa,0,1935,3.796,3.2093,6.0131,16,16,7
r6,1,6,natural_question,0,1940,7.006,1.246,3.0313,16,16,7
r2,1,2,legal_contract_qa,0,1964,1.642,2.1794,8.7595,24,16,7
r4,1,4,multidoc_qa,0,1952,3.795,3.2098,7.2845,34,16,7
r1,1,1,financial_qa,0,1963,1.642,2.1799,13.4308,66,16,3
r3,1,3,meeting_summ,0,1938,3.795,3.2103,11.5376,70,16,3
r7,1,7,paper_assistant,0,1934,11.828,2.4375,6.3629,114,16,3
r8,1,8,quality,0,1988,19.327,3.1957,6.0625,16,16,3
r10,1,10,sci_fi,0,1961,23.984,1.1591,1.9119,16,16,3
r11,1,11,scientific_qa,0,1934,27.814,2.17,6.5262,16,16,5
r12,1,12,topic_retrieval_longchat,0,1945,28.966,2.1185,7.0704,16,16,4
r9,1,9,review_summ,0,1940,21.434,2.1789,16.7395,108,16,6
r13,1,13,tpo,0,1994,31.086,1.2196,9.4476,16,16,4
r14,1,14,coursera,0,1986,33.086,1.2536,18.5554,16,16,9
r19,1,19,narrative_qa,0,1939,44.869,5.4633,11.1152,16,16,9
r20,1,20,natural_question,0,1939,44.869,5.4628,11.1147,16,16,9
r22,1,22,quality,0,2032,44.87,5.4617,11.1136,16,16,9
r16,1,16,legal_contract_qa,0,1961,34.344,3.8301,31.9386,24,16,9
r18,1,18,multidoc_qa,0,1936,40.535,5.4281,31.1305,29,16,9
r24,1,24,sci_fi,0,1968,54.23,11.7671,22.3037,16,16,9
r26,1,26,topic_retrieval_longchat,0,1945,55.545,10.4516,20.9882,16,16,9
r27,1,27,tpo,0,1980,62.76,8.0314,22.2127,16,16,8
r25,1,25,scientific_qa,0,1933,54.231,11.7662,36.3429,22,16,9
r17,1,17,meeting_summ,0,1939,38.176,6.692,92.4369,50,16,6
r33,1,33,narrative_qa,0,1942,74.893,54.1631,57.3083,16,16,6
r34,1,34,natural_question,0,1940,74.894,54.1625,57.3078,16,16,6
r36,1,36,quality,0,2001,83.489,45.5671,48.7124,16,16,6
r28,1,28,coursera,0,1980,62.761,13.3353,75.4545,16,16,3
r15,1,15,financial_qa,0,1969,34.342,3.8318,105.3703,79,16,3
r30,1,30,legal_contract_qa,0,1961,62.762,27.8117,101.9295,16,16,0
r32,1,32,multidoc_qa,0,1938,71.666,23.2553,93.3317,16,16,0
r29,1,29,financial_qa,0,1974,62.761,21.922,104.2705,48,16,0
r38,1,38,sci_fi,0,1954,83.49,57.5474,84.2889,16,16,0
r21,1,21,paper_assistant,0,1934,44.87,5.4622,123.1878,114,16,0
r23,1,23,review_summ,0,1942,45.965,9.4343,123.4853,106,16,1
r40,1,40,topic_retrieval_longchat,0,1945,83.491,70.7046,88.711,16,16,3
r31,1,31,meeting_summ,0,1933,69.586,20.9875,103.0817,54,16,3
r39,1,39,scientific_qa,0,1931,83.491,70.7051,90.6114,35,16,4
r42,1,42,coursera,0,1964,83.492,85.8358,93.0341,16,16,6
r41,1,41,tpo,0,1980,83.492,70.704,96.8616,16,16,6
r50,1,50,quality,0,2032,124.651,74.3211,77.4452,16,16,6
r52,1,52,sci_fi,0,1956,124.654,74.3179,77.442,16,16,6
r53,1,53,scientific_qa,0,1935,124.656,74.3164,77.4405,16,16,6
r43,1,43,financial_qa,0,1970,88.384,83.3881,113.712,38,16,6
r54,1,54,topic_retrieval_longchat,0,1945,124.657,75.4077,82.3828,16,16,3
r37,1,37,review_summ,0,1943,83.49,46.6867,127.1354,105,16,1
r46,1,46,multidoc_qa,0,1935,90.575,85.8101,121.6512,16,16,2
r35,1,35,paper_assistant,0,1934,83.489,45.5677,128.9323,114,16,2
r47,1,47,narrative_qa,0,1932,93.747,82.6382,133.0683,16,16,4
r48,1,48,natural_question,0,1941,94.924,85.4299,132.3186,16,16,4
r55,1,55,tpo,0,2009,124.659,87.2611,116.5024,16,16,1
r44,1,44,legal_contract_qa,0,1964,88.385,83.3875,152.9656,63,16,1
r58,1,58,legal_contract_qa,0,1961,124.663,102.1523,118.112,20,16,1
r61,1,61,narrative_qa,0,1937,124.667,110.0385,118.9737,16,16,1
r62,1,62,natural_question,0,1934,124.668,110.0375,118.9727,16,16,1
r45,1,45,meeting_summ,0,1942,88.385,85.5743,156.502,71,16,2
r60,1,60,multidoc_qa,0,1935,124.666,102.1502,121.2566,30,16,3
r56,1,56,coursera,0,2011,124.66,98.8659,121.7598,16,16,3
r64,2,14,coursera,1,1984,124.67,121.2525,123.175,16,1920,3
r51,1,51,review_summ,0,1942,124.653,74.3195,123.7651,106,16,2
r65,2,8,quality,1,1952,124.671,122.3179,127.0775,16,1920,1
r67,2,48,natural_question,1,1941,124.673,126.8275,131.4042,16,1920,0
r57,1,57,financial_qa,0,1971,124.662,98.8644,131.9923,77,16,2
r49,1,49,paper_assistant,0,1934,124.649,57.0196,134.001,114,16,3
r69,2,26,topic_retrieval_longchat,1,1945,129.058,127.45,129.7394,16,1920,3
r70,2,41,tpo,1,1987,129.06,127.4484,129.7378,16,1920,3
r71,2,63,paper_assistant,1,2032,129.062,127.4467,129.7361,16,1920,3
r59,1,59,meeting_summ,0,1942,124.664,102.1512,134.6421,92,16,2
r68,2,18,multidoc_qa,1,1952,124.674,127.4361,134.7893,33,1920,2
r72,2,56,coursera,1,2007,129.063,128.8531,130.8398,16,1920,1
r66,2,3,meeting_summ,1,1937,124.672,122.5924,135.5635,55,1920,0
r74,2,0,coursera,1,1974,129.066,131.0482,132.277,16,1920,1
r76,2,55,tpo,1,1989,138.071,123.1718,124.8611,16,1920,1
r73,2,17,meeting_summ,1,1934,129.064,130.6807,134.809,39,1920,1
r78,2,11,scientific_qa,2,1944,150.893,111.0787,113.1056,16,1920,1
r63,1,63,paper_assistant,0,1934,124.669,120.2188,140.2282,114,16,1
r80,2,27,tpo,1,1990,150.896,112.3947,114.4512,16,1920,2
r83,2,13,tpo,1,2008,150.901,114.1989,116.4671,16,1920,3
r84,2,50,quality,1,2032,150.902,114.84,117.033,16,1920,2
r85,2,7,paper_assistant,1,2032,150.903,115.5824,117.7362,16,1920,1
r75,2,16,legal_contract_qa,1,1981,129.067,131.4718,140.2611,67,1920,1
r81,2,59,meeting_summ,1,1942,150.898,112.5419,120.751,58,1920,0
r88,2,61,narrative_qa,1,1938,154.2,115.7472,117.7277,16,1920,0
r77,2,51,review_summ,1,1948,139.816,121.7157,132.4173,78,1920,0
r87,2,21,paper_assistant,1,2032,154.198,114.8362,118.8568,16,1920,0
r91,2,25,scientific_qa,1,1935,154.773,116.6274,118.5783,16,1920,0
r89,2,20,natural_question,1,1934,154.201,116.3535,119.1498,16,1920,0
r79,2,31,meeting_summ,1,1932,150.894,111.4145,122.8814,83,1920,0
r82,2,9,review_summ,1,1945,150.899,113.2517,124.2185,82,1920,0
r93,2,32,multidoc_qa,1,1942,164.428,109.5113,111.4445,17,1920,0
r86,2,58,legal_contract_qa,1,1976,150.904,117.4866,125.0714,60,1920,0
r94,2,38,sci_fi,1,1964,164.428,110.1803,112.2457,16,1920,0
r95,2,24,sci_fi,1,1969,164.429,110.5653,112.6034,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,164.429,110.9455,112.8518,16,1920,0
r99,2,6,natural_question,1,1936,171.914,104.9946,106.8512,16,1920,0
r100,2,33,narrative_qa,1,1941,172.204,105.2365,107.1275,16,1920,0
r101,2,10,sci_fi,1,1966,173.961,103.8837,105.8713,16,1920,0
r92,2,43,financial_qa,1,1964,154.774,118.4382,125.5056,59,1920,0
r90,2,15,financial_qa,1,1983,154.202,116.8007,126.3877,65,1920,0
r97,2,2,legal_contract_qa,1,1976,167.284,108.8951,114.2887,45,1920,0
r103,2,46,multidoc_qa,1,1940,176.389,102.6542,105.1835,22,1920,0
r98,2,4,multidoc_qa,1,1953,171.774,104.4047,110.3167,49,1920,1
r104,2,12,topic_retrieval_longchat,1,1945,176.391,104.0206,105.8003,16,1920,1
r105,2,54,topic_retrieval_longchat,1,1945,179.194,101.5276,103.3593,16,1920,1
r106,2,19,narrative_qa,1,1939,194.511,86.6697,88.6021,16,1920,2
r108,2,49,paper_assistant,1,2032,194.514,87.5766,89.659,16,1920,3
r111,2,42,coursera,1,1997,194.519,88.5943,90.7362,16,1920,2
r112,2,28,coursera,1,2002,194.52,88.8951,91.0622,16,1920,1
r114,2,62,natural_question,1,1936,194.522,90.9718,92.9755,16,1920,1
r102,2,37,review_summ,1,1945,176.388,102.2345,111.6147,72,1920,1
r116,2,22,quality,1,2032,194.524,92.5364,94.4684,16,1920,1
r109,2,29,financial_qa,1,1963,194.516,88.0369,95.7191,57,1920,0
r110,2,30,legal_contract_qa,1,1976,194.518,88.1904,95.9696,58,1920,0
