round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,0,coursera,0,1971,1.6271,0,0,0,0,0,0,16,0
1,1,financial_qa,0,1963,3.0732,16,0,0,0,0,0,66,0
1,2,legal_contract_qa,0,1964,1.8017,16,0,0,0,0,0,24,0
1,3,meeting_summ,0,1938,3.1635,16,0,0,0,0,0,70,0
1,4,multidoc_qa,0,1952,2.102,16,0,0,0,0,0,34,0
1,5,narrative_qa,0,1935,1.5158,16,0,0,0,0,0,16,0
1,6,natural_question,0,1940,1.5494,16,0,0,0,0,0,16,0
1,7,paper_assistant,0,1934,4.4933,16,0,0,0,0,0,114,0
1,8,quality,0,1988,1.6027,16,0,0,0,0,0,16,0
1,9,review_summ,0,1940,4.3359,16,0,0,0,0,0,108,0
1,10,sci_fi,0,1961,1.5668,16,0,0,0,0,0,16,0
1,11,scientific_qa,0,1934,1.5075,16,0,0,0,0,0,16,0
1,12,topic_retrieval_longchat,0,1945,5.4589,16,0,0,0,0,0,16,0
1,13,tpo,0,1994,1.5975,16,0,0,0,0,0,16,0
1,14,coursera,0,1986,1.5947,16,0,0,0,0,0,16,0
1,15,financial_qa,0,1969,3.5048,16,0,0,0,0,0,79,0
1,16,legal_contract_qa,0,1961,3.7752,16,0,0,0,0,0,24,0
1,17,meeting_summ,0,1939,2.5652,16,0,0,0,0,0,50,0
1,18,multidoc_qa,0,1936,1.9054,16,0,0,0,0,0,29,0
1,19,narrative_qa,0,1939,5.9365,16,0,0,0,0,0,16,0
1,20,natural_question,0,1939,1.55,16,0,0,0,0,0,16,0
1,21,paper_assistant,0,1934,4.4904,16,0,0,0,0,0,114,0
1,22,quality,0,2032,4.3625,16,0,0,0,0,0,16,0
1,23,review_summ,0,1942,4.2751,16,0,0,0,0,0,106,0
1,24,sci_fi,0,1968,6.7167,16,0,0,0,0,0,16,0
1,25,scientific_qa,0,1933,3.5097,16,0,0,0,0,0,22,0
1,26,topic_retrieval_longchat,0,1945,1.5435,32,16,0,0,0,0,16,0
1,27,tpo,0,1980,3.6388,16,0,0,0,0,0,16,0
1,28,coursera,0,1980,1.5749,16,0,0,0,0,0,16,0
1,29,financial_qa,0,1974,2.5565,16,0,0,0,0,0,48,0
1,30,legal_contract_qa,0,1961,6.5257,16,0,0,0,0,0,16,0
1,31,meeting_summ,0,1933,4.624,16,0,0,0,0,0,54,0
1,32,multidoc_qa,0,1938,6.0769,16,0,0,0,0,0,16,0
1,33,narrative_qa,0,1942,1.5465,16,0,0,0,0,0,16,0
1,34,natural_question,0,1940,1.54,16,0,0,0,0,0,16,0
1,35,paper_assistant,0,1934,4.5021,16,0,0,0,0,0,114,0
1,36,quality,0,2001,2.4548,16,0,0,0,0,0,16,0
1,37,review_summ,0,1943,4.2504,16,0,0,0,0,0,105,0
1,38,sci_fi,0,1954,1.5574,16,0,0,0,0,0,16,0
1,39,scientific_qa,0,1931,2.0881,16,0,0,0,0,0,35,0
1,40,topic_retrieval_longchat,0,1945,2.1636,32,16,1,5242880,0,0,16,0
1,41,tpo,0,1980,6.1572,16,0,0,0,0,0,16,0
1,42,coursera,0,1964,1.5579,16,0,0,0,0,0,16,0
1,43,financial_qa,0,1970,2.2435,16,0,0,0,0,0,38,0
1,44,legal_contract_qa,0,1964,6.761,16,0,0,0,0,0,63,0
1,45,meeting_summ,0,1942,3.2157,16,0,0,0,0,0,71,0
1,46,multidoc_qa,0,1935,5.9491,16,0,0,0,0,0,16,0
1,47,narrative_qa,0,1932,1.512,16,0,0,0,0,0,16,0
