rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.007,4.3429,5.4742,16,0,0
r2,1,2,legal_contract_qa,0,1964,0.009,4.3419,7.9097,24,16,0
r5,1,5,narrative_qa,0,1935,7.92,1.1597,2.3164,16,16,0
r4,1,4,multidoc_qa,0,1952,5.484,1.9727,7.0441,34,16,0
r6,1,6,natural_question,0,1940,10.239,1.6693,3.8363,16,16,0
r1,1,1,financial_qa,0,1963,0.008,4.3424,15.7571,66,16,0
r3,1,3,meeting_summ,0,1938,0.009,4.3414,17.0845,70,16,0
r8,1,8,quality,0,1988,14.077,1.2244,4.4364,16,16,0
r10,1,10,sci_fi,0,1961,17.095,1.1885,3.3437,16,16,0
r11,1,11,scientific_qa,0,1934,18.515,1.16,5.6778,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,20.441,3.5242,7.2929,16,16,0
r13,1,13,tpo,0,1994,24.194,2.7665,6.0784,16,16,0
r14,1,14,coursera,0,1986,27.736,2.3037,6.3387,16,16,0
r16,1,16,legal_contract_qa,0,1961,34.077,2.0045,3.8094,24,16,0
r7,1,7,paper_assistant,0,1934,12.529,1.1632,29.7294,114,16,0
r9,1,9,review_summ,0,1940,15.767,1.1738,28.204,108,16,0
r15,1,15,financial_qa,0,1969,30.274,3.0201,15.8067,79,16,0
r19,1,19,narrative_qa,0,1939,43.973,1.1747,3.3595,16,16,0
r18,1,18,multidoc_qa,0,1936,42.26,1.1637,11.386,29,16,0
r17,1,17,meeting_summ,0,1939,37.888,2.9508,15.8194,50,16,0
r20,1,20,natural_question,0,1939,46.083,1.1745,10.4498,16,16,0
r22,1,22,quality,0,2032,53.648,1.2298,4.4644,16,16,0
r24,1,24,sci_fi,0,1968,56.534,1.1911,5.9225,16,16,0
r25,1,25,scientific_qa,0,1933,58.114,3.7308,9.2195,22,16,0
r26,1,26,topic_retrieval_longchat,0,1945,62.458,4.0314,7.4174,16,16,0
r27,1,27,tpo,0,1980,67.334,2.3895,5.9743,16,16,0
r28,1,28,coursera,0,1980,69.877,2.575,6.6283,16,16,0
r30,1,30,legal_contract_qa,0,1961,76.506,2.9263,4.1002,16,16,0
