round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1163,0,0,0,0,16,335544320
1,1,financial_qa,0,1963,1.3523,16,0,0,0,30,629145600
1,2,legal_contract_qa,0,1964,3.5946,16,0,0,0,30,629145600
1,3,meeting_summ,0,1938,3.3647,16,0,0,0,30,629145600
1,4,multidoc_qa,0,1952,2.9605,16,0,0,0,30,629145600
1,5,narrative_qa,0,1935,2.0722,16,0,0,0,30,629145600
1,6,natural_question,0,1940,2.8319,16,0,0,0,30,629145600
1,7,paper_assistant,0,1934,2.5408,16,0,0,0,30,629145600
2,1,financial_qa,1,1966,1.7819,1936,0,0,0,14,293601280
2,3,meeting_summ,1,1937,0.0711,1920,0,0,0,0,0
2,6,natural_question,1,1936,0.125,1920,0,0,0,0,0
2,0,coursera,1,1974,0.0996,1920,0,0,0,0,0
2,2,legal_contract_qa,1,1976,0.0782,1936,0,0,0,0,0
2,5,narrative_qa,1,1937,0.0646,1920,0,0,0,0,0
2,7,paper_assistant,1,2032,0.1449,1920,0,0,0,1,20971520
2,4,multidoc_qa,1,1953,0.0768,1920,0,0,0,0,0
