t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,1,1893,312296587264
2.0,0,1,1893,312296587264
3.0,0,3,22939493,312273514496
4.0,0,3,22939493,312273514496
5.0,0,3,197265253,312088641536
6.0,0,3,458753893,311828262912
7.0,0,4,1271564133,311021625344
8.0,0,5,2275411813,310020227072
9.0,0,5,2540341093,309745471488
10.0,0,5,2831157097,309454557184
11.0,0,5,3564504933,308737126400
12.1,0,5,4404021093,307889999872
13.1,0,3,4404021093,307889999872
14.1,0,2,4404021093,307889999872
15.1,0,0,4404021093,307889999872
16.1,0,0,4404021093,307889999872
17.1,0,0,4404021093,307889999872
18.1,0,0,4404021093,307889999872
19.2,0,0,4404021093,307889999872
20.2,0,0,4404021093,307889999872
21.2,0,0,4404021093,307889999872
22.2,0,1,4404021093,307889999872
23.2,0,1,4530505573,307759398912
24.3,0,1,4767090533,307525967872
25.3,0,1,5033166693,307260489728
26.4,0,0,5033166693,307260489728
27.4,0,0,5033166693,307260489728
28.4,0,0,5033166693,307260489728
29.4,0,0,5033166693,307260489728
30.4,0,0,5033166693,307260489728
31.4,0,0,5033166693,307260489728
32.4,0,0,5033166693,307260489728
33.5,0,0,5033166693,307260489728
34.5,0,0,5033166693,307260489728
35.5,0,1,5033166693,307260489728
36.5,0,1,5033166693,307260489728
37.5,0,1,5259265893,307026178048
38.6,0,1,5683283813,306610016256
39.6,0,1,5902174053,306396835840
40.6,0,1,6312429413,305980510208
41.7,0,1,6312429413,305980510208
42.8,0,0,6312429413,305980510208
43.8,0,0,6312429413,305980510208
44.8,0,1,6312429413,305980510208
45.8,0,0,6494291813,305797906432
46.9,0,0,6754633573,305537884160
47.9,0,0,6941575013,305350942720
48.9,0,0,6941575013,305350942720
49.9,0,0,6941575013,305350942720
50.9,0,0,6941575013,305350942720
52.0,0,1,6941575013,305350942720
53.0,0,2,7153747813,305138085888
54.0,0,0,7385089893,304906702848
55.0,0,0,8199866213,304091910144
56.0,0,0,8199866213,304091910144
57.1,0,1,8199866213,304091910144
58.1,0,1,8346339173,303955234816
59.1,0,0,8849983333,303441424384
60.2,0,0,8849983333,303441424384
61.2,0,1,8849983333,303441424384
62.2,0,2,9320367973,303020802048
63.2,0,3,9607743333,302685896704
64.3,0,3,9922316133,302382759936
65.4,0,2,10758391653,301531934720
66.4,0,2,10758391653,301531934720
67.5,0,2,11097704293,301413785600
68.7,0,1,11387537253,300902440960
69.8,0,0,11387537253,300902440960
70.8,0,0,11387537253,300902440960
71.8,0,0,11387537253,300902440960
72.9,0,0,11387537253,300902440960
73.9,0,0,11387537253,300902440960
74.9,0,1,11387537253,300902440960
75.9,0,2,11609048933,300675325952
77.0,0,4,12211324773,300113829888
78.0,0,4,12645828453,299643441152
79.0,0,4,12868814693,299422396416
80.1,0,1,13837928293,298574172160
81.3,0,1,13904119653,298384429056
82.3,0,2,13904119653,298384429056
83.4,0,3,13972768613,298309042176
84.4,0,3,14231144293,298061770752
85.5,0,1,14530971493,297761107968
86.6,0,1,14805403493,297484926976
87.8,0,1,15050671973,297236537344
88.9,0,0,15183382373,297104445440
89.9,0,0,15183382373,297104445440
90.9,0,0,15183382373,297104445440
92.0,0,0,15183382373,297104445440
93.0,0,0,15183382373,297104445440
94.0,0,0,15183382373,297104445440
95.1,0,1,15183382373,297104445440
96.1,0,2,15254816613,297029386240
97.1,0,2,15660812133,296712679424
