t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,4,1893,312391692288
2.0,0,4,1893,312391692288
3.0,0,4,1893,312391692288
4.0,0,4,1893,312391692288
5.0,0,4,235931493,312134385664
6.3,0,4,1845495653,310417338368
7.3,0,4,3177187173,309209698304
8.4,0,4,3177187173,309209698304
9.4,0,4,3381659493,308842172416
10.4,0,4,3801089893,308584914944
11.5,0,4,4430235493,307954880512
12.5,0,4,4430235493,307954880512
13.5,0,4,4608493413,307618856960
14.6,0,4,4828694373,307387826176
15.6,0,4,5090838373,307293306880
16.7,0,4,5274339173,306952060928
17.7,0,4,5489297253,306726309888
18.8,0,4,5704255333,306511056896
19.8,0,4,5908727653,306306322432
20.9,0,4,6086985573,306127818752
22.0,0,4,6532630373,305865289728
26.4,0,4,7235176293,304983334912
27.5,0,4,7434405733,304783822848
28.5,0,4,7628392293,304595873792
29.6,0,4,7827621733,304390090752
30.6,0,4,8121223013,304258863104
32.1,0,4,8472495973,303949127680
37.1,0,4,9148827493,303067140096
38.1,0,4,9321842533,302888652800
39.2,0,4,9521071973,302699671552
40.3,0,4,9725544293,302489690112
41.4,0,4,10103031653,302410940416
47.4,0,4,10947135333,301277069312
48.5,0,4,11135879013,301077590016
49.5,0,4,11345594213,300872851456
50.6,0,4,11539580773,300668125184
51.7,0,4,12058625893,300584132608
57.8,0,4,12839815013,299376807936
58.9,0,4,13028558693,299182583808
60.0,0,4,13217302373,298988339200
61.0,0,4,13458474853,298778365952
62.2,0,4,13993248613,298657628160
68.1,0,4,14816380773,297387372544
69.2,0,4,15031338853,297208922112
70.3,0,4,15272511333,296946466816
71.4,0,4,15466497893,296741740544
72.6,0,4,16064186213,296610512896
78.5,0,4,16908289893,295292993536
79.6,0,4,17149462373,295077801984
80.7,0,4,17385391973,294836350976
81.8,0,4,17605592933,294610669568
82.9,0,4,17878222693,294484701184
84.0,0,4,18428725093,294159282176
89.1,0,4,19073599333,293135753216
90.2,0,4,19251857253,292952039424
91.3,0,4,19482543973,292721094656
92.3,0,4,19707987813,292505907200
93.5,0,4,20279461733,292421898240
99.2,0,4,20982007653,291230535680
100.4,0,4,21181237093,291025829888
101.5,0,4,21411923813,290794909696
102.6,0,4,21616396133,290595495936
103.7,0,4,21999126373,290485276672
107.0,0,4,22701672293,289792475136
109.7,0,4,23031973733,289188929536
110.9,0,4,23225960293,288973770752
112.0,0,4,23477618533,288742846464
113.1,0,4,23682090853,288532926464
114.3,0,4,24520951653,288430055424
120.1,0,4,25034753893,287163158528
121.2,0,4,25239226213,286953246720
122.3,0,4,25454184293,286759059456
123.4,0,4,25690113893,286533386240
124.6,0,4,26397902693,286412689408
130.6,0,4,27189577573,285006184448
131.7,0,4,27415021413,284869734400
132.8,0,4,27588036453,284701782016
134.0,0,4,27792508773,284449861632
135.1,0,4,28175239013,284287148032
137.2,0,4,28337768293,283946045440
138.4,0,4,28526511973,283757117440
139.5,0,4,28961671013,283578683392
142.6,0,4,29255272293,283027595264
143.7,0,4,29459744613,282854404096
145.0,0,4,29926360933,282654973952
147.9,0,4,30115104613,282156421120
149.0,0,4,30335305573,281988493312
150.3,0,4,30765221733,281705107456
153.2,0,4,31032608613,281243287552
154.4,0,4,31294752613,281064849408
157.5,0,4,31735154533,280555790336
158.7,0,4,31923898213,280366870528
159.9,0,4,32322357093,280177946624
163.7,0,4,32684115813,279595458560
164.9,0,4,32925288293,279375044608
166.1,0,4,33145489253,279165132800
167.3,0,4,33365690213,278934212608
168.5,0,4,33559676773,278719057920
169.7,0,4,34021050213,278540623872
173.5,0,4,34414266213,277884633088
174.7,0,4,34791753573,277664239616
178.2,0,4,35232155493,277066014720
179.4,0,4,35536242533,276819357696
181.5,0,4,35950430053,276499263488
183.6,0,4,36160145253,276131901440
184.9,0,4,36553361253,275927220224
188.8,0,4,36883662693,275465408512
190.1,0,4,36904634213,275444412416
191.4,0,4,36925605733,275428671488
192.7,0,4,36925605733,275423424512
193.8,0,4,36993763173,275187277824
195.0,0,4,37292607333,275071836160
196.5,0,4,37497079653,274804207616
197.8,0,4,37764466533,274557566976
199.2,0,4,38194382693,274326667264
203.3,0,4,38262540133,274085269504
204.4,0,4,38288754533,274059034624
206.0,0,4,38304483173,274043289600
207.3,0,4,38346426213,274001305600
208.7,0,4,38351669093,273996058624
209.8,0,4,38603327333,273754664960
211.9,0,4,38849742693,273418825728
213.0,0,4,39337330533,273229910016
217.1,0,4,39636174693,272710434816
218.7,0,4,39651903333,272694693888
220.0,0,4,39651903333,272694693888
221.3,0,4,39651903333,272694693888
222.5,0,2,39651903333,272694693888
223.7,0,1,39688603493,272657960960
