round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1071,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.0932,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.0937,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0773,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.0795,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0488,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0773,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0509,16,0,0,0,0,0
1,8,quality,0,1988,1.127,16,0,0,0,0,0
1,9,review_summ,0,1940,1.0853,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.0975,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0857,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.1049,16,0,0,0,0,0
1,13,tpo,0,1994,1.1641,16,0,0,0,0,0
1,14,coursera,0,1986,1.1577,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1417,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1151,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.0985,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0958,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.1006,16,0,0,0,0,0
1,20,natural_question,0,1939,1.1193,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.091,16,0,0,0,0,0
1,22,quality,0,2032,1.1871,16,0,0,0,0,0
1,23,review_summ,0,1942,1.1022,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1267,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0735,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.106,16,0,0,0,0,0
1,27,tpo,0,1980,1.1361,16,0,0,0,0,0
1,28,coursera,0,1980,1.1349,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.1405,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.1264,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0735,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.1073,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.1214,16,0,0,0,0,0
1,34,natural_question,0,1940,1.1185,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.0947,16,0,0,0,0,0
1,36,quality,0,2001,1.1697,16,0,0,0,0,0
1,37,review_summ,0,1943,1.1052,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.127,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0742,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.1028,16,0,0,0,0,0
1,41,tpo,0,1980,1.128,16,0,0,0,0,0
1,42,coursera,0,1964,1.1182,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1486,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.1235,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.1032,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0878,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0927,16,0,0,0,0,0
1,48,natural_question,0,1941,1.1133,16,0,0,0,0,0
1,49,paper_assistant,0,1934,1.074,16,0,0,0,0,0
1,50,quality,0,2032,1.1857,16,0,0,0,0,0
1,51,review_summ,0,1942,1.1021,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.1254,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0902,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.1111,16,0,0,0,0,0
1,55,tpo,0,2009,1.1632,16,0,0,0,0,0
1,56,coursera,0,2011,1.1676,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.15,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.1197,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.1027,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.0723,16,0,0,0,0,0
1,61,narrative_qa,0,1937,1.0848,16,0,0,0,0,0
1,62,natural_question,0,1934,1.0721,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.079,16,0,0,0,0,0
2,14,coursera,1,1984,1.0079,1920,1904,30,623902720,0,0
2,8,quality,1,1952,1.1626,1920,1904,30,623902720,0,0
2,3,meeting_summ,1,1937,1.088,1920,1904,30,623902720,0,0
2,48,natural_question,1,1941,1.1715,1920,1904,30,623902720,0,0
2,18,multidoc_qa,1,1952,1.0293,1920,1904,30,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.9418,1920,1904,30,623902720,0,0
2,41,tpo,1,1987,1.1968,1920,1904,30,623902720,0,0
2,63,paper_assistant,1,2032,0.1462,1920,0,0,0,0,0
2,56,coursera,1,2007,1.2045,1920,1904,30,623902720,0,0
2,17,meeting_summ,1,1934,0.7894,1920,1904,30,623902720,0,0
2,0,coursera,1,1974,0.7764,1920,1904,30,623902720,0,0
2,16,legal_contract_qa,1,1981,0.8624,1920,1904,30,623902720,0,0
2,55,tpo,1,1989,0.9211,1920,1904,30,623902720,0,0
2,51,review_summ,1,1948,0.7779,1920,1904,30,623902720,0,0
2,11,scientific_qa,2,1944,0.5917,1920,1904,30,623902720,0,0
2,31,meeting_summ,1,1932,0.5605,1920,1904,30,623902720,0,0
2,27,tpo,1,1990,0.7129,1920,1904,30,623902720,0,0
2,59,meeting_summ,1,1942,0.624,1920,1904,30,623902720,0,0
2,9,review_summ,1,1945,1.029,1920,1904,30,623902720,0,0
2,13,tpo,1,2008,1.0106,1920,1904,30,623902720,0,0
2,50,quality,1,2032,1.1966,1920,1904,30,623902720,0,0
2,7,paper_assistant,1,2032,1.1999,1920,1904,30,623902720,0,0
2,58,legal_contract_qa,1,1976,0.942,1920,1904,30,623902720,0,0
2,21,paper_assistant,1,2032,1.1898,1920,1904,30,623902720,0,0
2,61,narrative_qa,1,1938,1.0445,1920,1904,30,623902720,0,0
2,20,natural_question,1,1934,0.956,1920,1904,30,623902720,0,0
2,15,financial_qa,1,1983,1.1442,1920,1904,30,623902720,0,0
2,25,scientific_qa,1,1935,0.6152,1920,1904,30,623902720,0,0
2,43,financial_qa,1,1964,0.7223,1920,1904,30,623902720,0,0
2,32,multidoc_qa,1,1942,0.8227,1920,1904,30,623902720,0,0
2,38,sci_fi,1,1964,0.7107,1920,1904,30,623902720,0,0
2,24,sci_fi,1,1969,0.6641,1920,1904,30,623902720,0,0
2,40,topic_retrieval_longchat,1,1945,0.5329,1920,1904,30,623902720,0,0
2,2,legal_contract_qa,1,1976,0.6786,1920,1904,30,623902720,0,0
2,4,multidoc_qa,1,1953,0.6722,1920,1904,30,623902720,0,0
2,6,natural_question,1,1936,0.6429,1920,1904,30,623902720,0,0
2,33,narrative_qa,1,1941,1.0262,1920,1904,30,623902720,0,0
2,10,sci_fi,1,1966,1.0252,1920,1904,30,623902720,0,0
2,37,review_summ,1,1945,0.8629,1920,1904,30,623902720,0,0
2,46,multidoc_qa,1,1940,1.1974,1920,1904,30,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,0.9352,1920,1888,30,618659840,0,0
2,54,topic_retrieval_longchat,1,1945,1.0324,1920,1888,30,618659840,0,0
2,19,narrative_qa,1,1939,1.1489,1920,1904,30,623902720,0,0
2,45,meeting_summ,1,1934,1.0133,1920,1904,30,623902720,0,0
2,49,paper_assistant,1,2032,0.9662,1920,1904,30,623902720,0,0
2,29,financial_qa,1,1963,0.764,1920,1904,30,623902720,0,0
2,30,legal_contract_qa,1,1976,0.902,1920,1904,30,623902720,0,0
2,42,coursera,1,1997,0.7321,1920,1904,30,623902720,0,0
2,28,coursera,1,2002,0.8431,1920,1904,30,623902720,0,0
2,44,legal_contract_qa,1,1976,0.9144,1920,1904,30,623902720,0,0
2,62,natural_question,1,1936,0.6763,1920,1904,30,623902720,0,0
2,57,financial_qa,1,1960,0.6975,1920,1904,30,623902720,0,0
2,22,quality,1,2032,0.7709,1920,1904,30,623902720,0,0
2,34,natural_question,1,1937,0.7117,1920,1904,30,623902720,0,0
2,53,scientific_qa,1,1935,0.8148,1920,1904,30,623902720,0,0
2,5,narrative_qa,1,1937,1.0426,1920,1904,30,623902720,0,0
2,36,quality,1,1997,0.976,1920,1904,30,623902720,0,0
2,1,financial_qa,1,1966,1.0298,1920,1904,30,623902720,0,0
2,52,sci_fi,1,1962,0.8369,1920,1904,30,623902720,0,0
2,23,review_summ,1,1941,1.0588,1920,1904,30,623902720,0,0
2,47,narrative_qa,1,1940,1.1397,1920,1904,30,623902720,0,0
2,60,multidoc_qa,1,1934,1.0926,1920,1904,30,623902720,0,0
2,39,scientific_qa,1,1934,1.1004,1920,1904,30,623902720,0,0
2,35,paper_assistant,1,2032,0.949,1920,1904,30,623902720,0,0
