rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.953,3.2954,4.1958,16,0,3
r2,1,2,legal_contract_qa,0,1964,2.091,2.2198,5.8937,24,16,4
r5,1,5,narrative_qa,0,1935,6.869,2.215,7.5098,16,16,5
r6,1,6,natural_question,0,1940,9.086,3.9763,5.4476,16,16,5
r4,1,4,multidoc_qa,0,1952,6.81,1.1752,8.6544,34,16,5
r1,1,1,financial_qa,0,1963,2.091,2.2204,13.8226,66,16,5
r3,1,3,meeting_summ,0,1938,5.381,1.4272,11.2671,70,16,5
r7,1,7,paper_assistant,0,1934,21.605,1.0976,4.5092,114,16,1
r8,1,8,quality,0,1988,35.431,1.1669,1.6186,16,16,1
r9,1,9,review_summ,0,1940,38.819,1.0819,4.3163,108,16,1
r10,1,10,sci_fi,0,1961,43.956,1.0976,1.5446,16,16,1
r11,1,11,scientific_qa,0,1934,50.989,1.0843,2.7955,16,16,2
r12,1,12,topic_retrieval_longchat,0,1945,52.075,1.1179,1.7685,16,16,2
r13,1,13,tpo,0,1994,56.52,1.1624,1.6152,16,16,1
r14,1,14,coursera,0,1986,60.596,1.1556,4.1486,16,16,3
r16,1,16,legal_contract_qa,0,1961,62.905,1.1631,2.3965,24,16,3
r15,1,15,financial_qa,0,1969,61.754,1.1491,8.7868,79,16,2
r17,1,17,meeting_summ,0,1939,66.311,3.3828,5.1603,50,16,2
r19,1,19,narrative_qa,0,1939,75.139,1.1166,4.2706,16,16,4
r20,1,20,natural_question,0,1939,76.258,2.1676,3.2744,16,16,4
r18,1,18,multidoc_qa,0,1936,74.055,1.0826,5.8896,29,16,4
r22,1,22,quality,0,2032,81.98,3.5342,5.5186,16,16,3
r21,1,21,paper_assistant,0,1934,76.259,2.1659,11.4749,114,16,3
r23,1,23,review_summ,0,1942,84.382,2.2382,5.9715,106,16,3
r24,1,24,sci_fi,0,1968,94.733,1.1215,2.8113,16,16,2
r25,1,25,scientific_qa,0,1933,95.856,1.0925,1.9256,22,16,2
r26,1,26,topic_retrieval_longchat,0,1945,101.62,1.12,1.5649,16,16,1
r27,1,27,tpo,0,1980,107.731,1.1396,2.8918,16,16,2
r28,1,28,coursera,0,1980,108.872,1.1477,1.8105,16,16,2
r30,1,30,legal_contract_qa,0,1961,114.778,1.1332,1.8255,16,16,2
r29,1,29,financial_qa,0,1974,113.638,1.1382,3.8771,48,16,2
r31,1,31,meeting_summ,0,1933,126.698,1.0953,2.6762,54,16,1
r32,1,32,multidoc_qa,0,1938,131.327,1.1181,1.5615,16,16,1
r33,1,33,narrative_qa,0,1942,134.989,1.1106,2.8223,16,16,2
r34,1,34,natural_question,0,1940,136.101,1.1182,1.7694,16,16,2
r36,1,36,quality,0,2001,142.556,1.1762,9.2941,16,16,8
r38,1,38,sci_fi,0,1954,143.736,2.1894,8.362,16,16,8
r40,1,40,topic_retrieval_longchat,0,1945,145.929,3.3063,6.3745,16,16,8
r41,1,41,tpo,0,1980,145.93,3.3048,6.3731,16,16,8
r42,1,42,coursera,0,1964,149.237,1.3098,3.2192,16,16,8
r39,1,39,scientific_qa,0,1931,145.927,3.3079,7.5719,35,16,8
r35,1,35,paper_assistant,0,1934,141.135,1.0965,21.7541,114,16,3
r37,1,37,review_summ,0,1943,143.734,2.191,25.3179,105,16,5
r46,1,46,multidoc_qa,0,1935,165.045,3.703,4.9312,16,16,5
r43,1,43,financial_qa,0,1970,156.323,6.5662,19.0086,38,16,5
r47,1,47,narrative_qa,0,1932,170.657,3.0575,5.3714,16,16,5
r48,1,48,natural_question,0,1941,173.716,1.21,2.4357,16,16,5
r44,1,44,legal_contract_qa,0,1964,161.783,3.2604,26.8402,63,16,8
r50,1,50,quality,0,2032,180.733,2.2669,11.667,16,16,8
r52,1,52,sci_fi,0,1956,183.002,2.2988,12.8114,16,16,8
r53,1,53,scientific_qa,0,1935,184.139,2.3111,12.1082,16,16,7
r45,1,45,meeting_summ,0,1942,161.783,3.2598,38.433,71,16,7
r54,1,54,topic_retrieval_longchat,0,1945,186.452,1.3015,18.0129,16,16,7
r55,1,55,tpo,0,2009,186.454,5.6573,37.4762,16,16,5
r56,1,56,coursera,0,2011,192.114,3.7,37.7885,16,16,6
r62,1,62,natural_question,0,1934,204.467,25.1592,30.1608,16,16,5
r58,1,58,legal_contract_qa,0,1961,196.248,8.2172,42.0222,20,16,4
r65,2,8,quality,1,1952,223.853,14.6442,25.3916,16,1920,1
r61,1,61,narrative_qa,0,1937,204.467,6.4121,44.7783,16,16,1
r60,1,60,multidoc_qa,0,1935,204.466,6.4126,45.5783,30,16,1
r49,1,49,paper_assistant,0,1934,176.199,5.6068,77.027,114,16,1
r57,1,57,financial_qa,0,1971,194.586,5.6308,63.507,77,16,0
r64,2,14,coursera,1,1984,210.881,27.6167,47.3375,16,1920,0
r59,1,59,meeting_summ,0,1942,200.217,8.4788,58.1057,92,16,0
r51,1,51,review_summ,0,1942,181.808,2.3291,76.5153,106,16,0
r67,2,48,natural_question,1,1941,223.854,32.6197,34.5561,16,1920,0
r69,2,26,topic_retrieval_longchat,1,1945,233.42,23.0537,24.99,16,1920,0
r68,2,18,multidoc_qa,1,1952,229.627,26.847,30.2382,33,1920,3
r71,2,63,paper_assistant,1,2032,233.422,25.6476,27.5946,16,1920,3
r70,2,41,tpo,1,1987,233.421,26.1355,28.2108,16,1920,4
r72,2,56,coursera,1,2007,233.422,26.1343,28.2097,16,1920,4
r74,2,0,coursera,1,1974,237.814,22.3397,24.5033,16,1920,2
r66,2,3,meeting_summ,1,1937,223.854,32.6203,39.124,55,1920,1
r76,2,55,tpo,1,1989,251.595,9.7472,11.6491,16,1920,1
r73,2,17,meeting_summ,1,1934,233.423,26.553,31.2117,39,1920,1
r78,2,11,scientific_qa,2,1944,259.227,4.2827,5.7212,16,1920,1
r63,1,63,paper_assistant,0,1934,208.697,20.9294,57.0043,114,16,1
r75,2,16,legal_contract_qa,1,1981,237.814,22.9114,28.8383,67,1920,1
r77,2,51,review_summ,1,1948,256.368,6.6725,11.5638,78,1920,1
r79,2,31,meeting_summ,1,1932,266.033,0.6876,3.5882,83,1920,1
r80,2,27,tpo,1,1990,271.129,0.7996,1.4709,16,1920,1
r83,2,13,tpo,1,2008,272.312,1.4774,2.7413,16,1920,3
r84,2,50,quality,1,2032,272.523,1.5052,2.6553,16,1920,3
r81,2,59,meeting_summ,1,1942,271.93,0.7682,4.4151,58,1920,4
r85,2,7,paper_assistant,1,2032,274.5,0.8836,1.8457,16,1920,4
r82,2,9,review_summ,1,1945,272.31,0.8136,5.761,82,1920,4
r87,2,21,paper_assistant,1,2032,277.833,0.5167,1.2271,16,1920,5
r86,2,58,legal_contract_qa,1,1976,276.072,0.5925,3.265,60,1920,5
r88,2,61,narrative_qa,1,1938,279.808,0.5506,0.9933,16,1920,0
r89,2,20,natural_question,1,1934,281.377,0.5071,0.9455,16,1920,0
r90,2,15,financial_qa,1,1983,282.067,0.4352,2.7949,65,1920,0
r91,2,25,scientific_qa,1,1935,283.532,0.7817,1.6055,16,1920,0
r92,2,43,financial_qa,1,1964,283.72,0.8941,2.8736,59,1920,0
r93,2,32,multidoc_qa,1,1942,286.501,0.4482,0.9152,17,1920,0
r94,2,38,sci_fi,1,1964,287.89,0.9865,1.675,16,1920,0
r95,2,24,sci_fi,1,1969,288.378,1.0044,1.5176,16,1920,0
