rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.007,2.2153,2.919,16,0,2
r2,1,2,legal_contract_qa,0,1964,2.927,4.1407,5.2063,24,16,2
r1,1,1,financial_qa,0,1963,0.008,2.2148,12.3484,66,16,2
r4,1,4,multidoc_qa,0,1952,12.358,3.1961,4.7184,34,16,2
r3,1,3,meeting_summ,0,1938,8.135,3.1469,12.2909,70,16,2
r5,1,5,narrative_qa,0,1935,17.078,2.9311,7.3829,16,16,2
r6,1,6,natural_question,0,1940,20.428,3.8526,8.3364,16,16,2
r8,1,8,quality,0,1988,28.767,4.0135,4.7078,16,16,2
r7,1,7,paper_assistant,0,1934,24.463,3.8939,16.739,114,16,2
r10,1,10,sci_fi,0,1961,41.203,3.5116,4.2169,16,16,2
r9,1,9,review_summ,0,1940,33.476,3.7596,15.3449,108,16,2
r11,1,11,scientific_qa,0,1934,45.422,3.2614,7.5627,16,16,2
r12,1,12,topic_retrieval_longchat,0,1945,48.823,3.7072,8.184,16,16,2
r13,1,13,tpo,0,1994,52.985,3.8849,8.0272,16,16,2
r14,1,14,coursera,0,1986,57.009,3.5369,7.4568,16,16,2
r16,1,16,legal_contract_qa,0,1961,64.468,3.4825,4.5451,24,16,2
r15,1,15,financial_qa,0,1969,61.014,3.3142,13.4688,79,16,2
r17,1,17,meeting_summ,0,1939,69.015,3.2176,6.452,50,16,1
r19,1,19,narrative_qa,0,1939,75.468,3.9737,4.6548,16,16,2
r18,1,18,multidoc_qa,0,1936,74.485,3.8974,9.0679,29,16,2
r20,1,20,natural_question,0,1939,80.123,2.9744,6.4198,16,16,2
r22,1,22,quality,0,2032,86.544,1.4612,2.1666,16,16,2
r21,1,21,paper_assistant,0,1934,83.555,2.8543,11.4863,114,16,2
r23,1,23,review_summ,0,1942,88.712,2.0852,9.9065,106,16,2
r24,1,24,sci_fi,0,1968,95.043,3.0002,6.9915,16,16,2
r26,1,26,topic_retrieval_longchat,0,1945,102.036,2.6837,3.366,16,16,2
r25,1,25,scientific_qa,0,1933,98.62,3.3676,10.3425,22,16,2
r27,1,27,tpo,0,1980,105.403,3.5153,8.0898,16,16,2
r28,1,28,coursera,0,1980,108.964,3.9735,8.8034,16,16,2
r30,1,30,legal_contract_qa,0,1961,117.768,4.3468,5.0381,16,16,2
r29,1,29,financial_qa,0,1974,113.495,4.227,13.5167,48,16,2
r32,1,32,multidoc_qa,0,1938,127.013,3.1075,3.794,16,16,2
r31,1,31,meeting_summ,0,1933,122.807,2.9504,12.3584,54,16,2
r33,1,33,narrative_qa,0,1942,130.808,4.0364,8.6241,16,16,2
r34,1,34,natural_question,0,1940,135.167,3.9935,8.7242,16,16,2
r36,1,36,quality,0,2001,143.893,4.2883,4.986,16,16,2
r35,1,35,paper_assistant,0,1934,139.433,4.1411,17.3478,114,16,2
r37,1,37,review_summ,0,1943,148.881,3.8408,12.2578,105,16,2
r38,1,38,sci_fi,0,1954,156.782,3.6496,4.3569,16,16,2
r40,1,40,topic_retrieval_longchat,0,1945,161.142,4.3044,4.9834,16,16,2
r41,1,41,tpo,0,1980,166.127,3.7777,4.4697,16,16,2
r39,1,39,scientific_qa,0,1931,161.141,4.306,13.5285,35,16,2
r42,1,42,coursera,0,1964,170.598,4.0711,8.1405,16,16,2
r43,1,43,financial_qa,0,1970,174.671,3.4694,8.7201,38,16,2
r44,1,44,legal_contract_qa,0,1964,178.741,3.6295,10.3257,63,16,2
r46,1,46,multidoc_qa,0,1935,189.067,4.1922,4.8835,16,16,2
r45,1,45,meeting_summ,0,1942,183.392,3.9037,15.5372,71,16,2
r47,1,47,narrative_qa,0,1932,193.951,4.3766,9.2629,16,16,2
r48,1,48,natural_question,0,1941,198.93,4.2839,9.1689,16,16,2
r50,1,50,quality,0,2032,208.101,4.2835,4.9896,16,16,2
r49,1,49,paper_assistant,0,1934,203.216,4.2931,18.2705,114,16,2
