rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.528,3.2596,9.0678,16,0,0
r5,1,5,narrative_qa,0,1935,3.789,3.2065,6.0102,16,16,0
r6,1,6,natural_question,0,1940,6.997,1.2458,3.0313,16,16,0
r2,1,2,legal_contract_qa,0,1964,1.637,2.1795,8.7551,24,16,0
r4,1,4,multidoc_qa,0,1952,3.789,3.207,7.2817,34,16,0
r1,1,1,financial_qa,0,1963,1.637,2.1801,12.1115,66,16,0
r3,1,3,meeting_summ,0,1938,3.788,3.2076,10.2171,70,16,0
r7,1,7,paper_assistant,0,1934,11.819,1.1216,5.0464,114,16,0
r8,1,8,quality,0,1988,19.327,1.153,2.8762,16,16,0
r10,1,10,sci_fi,0,1961,23.98,1.1331,1.8342,16,16,0
r9,1,9,review_summ,0,1940,20.482,1.1197,5.8863,108,16,0
r11,1,11,scientific_qa,0,1934,27.813,1.0565,2.7623,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,28.872,1.1133,1.7634,16,16,0
r13,1,13,tpo,0,1994,30.828,1.1238,1.5766,16,16,0
r14,1,14,coursera,0,1986,33.053,1.1247,5.3401,16,16,0
r16,1,16,legal_contract_qa,0,1961,34.182,2.1883,4.8275,24,16,0
r17,1,17,meeting_summ,0,1939,36.372,1.173,3.9433,50,16,0
r19,1,19,narrative_qa,0,1939,41.514,3.2273,7.1662,16,16,0
r20,1,20,natural_question,0,1939,41.516,3.2257,7.1646,16,16,0
r22,1,22,quality,0,2032,44.744,1.3119,4.1418,16,16,0
r15,1,15,financial_qa,0,1969,34.18,2.19,14.9386,79,16,0
r18,1,18,multidoc_qa,0,1936,40.409,1.1035,9.076,29,16,0
r24,1,24,sci_fi,0,1968,51.715,1.1646,3.3304,16,16,0
r25,1,25,scientific_qa,0,1933,52.882,1.1493,2.6653,22,16,0
r23,1,23,review_summ,0,1942,46.058,1.2611,11.1584,106,16,0
r21,1,21,paper_assistant,0,1934,41.518,3.2241,15.8867,114,16,0
r26,1,26,topic_retrieval_longchat,0,1945,55.486,1.1663,1.9785,16,16,0
r27,1,27,tpo,0,1980,58.763,1.1121,2.8588,16,16,0
r28,1,28,coursera,0,1980,59.877,1.1429,1.8051,16,16,0
r30,1,30,legal_contract_qa,0,1961,63.098,1.1299,1.8215,16,16,0
r29,1,29,financial_qa,0,1974,61.985,1.1104,3.8454,48,16,0
r31,1,31,meeting_summ,0,1933,69.109,1.0826,3.7505,54,16,0
r32,1,32,multidoc_qa,0,1938,71.653,1.1157,3.8589,16,16,0
r33,1,33,narrative_qa,0,1942,73.017,1.1093,2.9058,16,16,0
r34,1,34,natural_question,0,1940,74.128,1.1428,1.8541,16,16,0
r36,1,36,quality,0,2001,78.041,2.2029,10.6003,16,16,0
r38,1,38,sci_fi,0,1954,80.246,4.4682,9.7439,16,16,0
r40,1,40,topic_retrieval_longchat,0,1945,80.249,4.465,9.7406,16,16,0
r41,1,41,tpo,0,1980,80.251,4.4637,9.7393,16,16,0
r42,1,42,coursera,0,1964,80.252,5.5645,9.8376,16,16,0
r46,1,46,multidoc_qa,0,1935,89.992,2.2592,6.3158,16,16,0
r39,1,39,scientific_qa,0,1931,80.248,4.4666,17.3793,35,16,0
r43,1,43,financial_qa,0,1970,85.818,1.3657,14.8283,38,16,0
r47,1,47,narrative_qa,0,1932,93.113,1.2832,7.6784,16,16,0
r48,1,48,natural_question,0,1941,94.685,1.3334,7.8022,16,16,0
r50,1,50,quality,0,2032,97.629,1.4029,7.4867,16,16,0
r52,1,52,sci_fi,0,1956,100.359,3.4436,7.8137,16,16,0
r53,1,53,scientific_qa,0,1935,100.361,7.0938,9.4366,16,16,0
r44,1,44,legal_contract_qa,0,1964,85.96,4.0297,25.3514,63,16,0
r54,1,54,topic_retrieval_longchat,0,1945,102.053,5.4015,9.3847,16,16,0
r45,1,45,meeting_summ,0,1942,87.186,5.0651,27.7297,71,16,0
r55,1,55,tpo,0,2009,102.055,9.1114,14.4844,16,16,0
r56,1,56,coursera,0,2011,104.679,7.9874,13.3189,16,16,0
r37,1,37,review_summ,0,1943,78.043,2.2012,42.1327,105,16,0
r58,1,58,legal_contract_qa,0,1961,107.456,8.7873,14.6131,20,16,0
r35,1,35,paper_assistant,0,1934,76.984,1.0552,45.2113,114,16,0
r61,1,61,narrative_qa,0,1937,111.168,10.3165,15.7135,16,16,0
r60,1,60,multidoc_qa,0,1935,109.651,9.6428,18.1424,30,16,0
r62,1,62,natural_question,0,1934,111.17,12.1806,16.6241,16,16,0
r64,2,14,coursera,1,1984,114.026,11.591,16.9808,16,16,0
r51,1,51,review_summ,0,1942,99.034,1.3228,34.3126,106,16,0
r65,2,8,quality,1,1952,116.246,13.897,17.101,16,16,0
r49,1,49,paper_assistant,0,1934,96.164,1.4634,39.9344,114,16,0
r67,2,48,natural_question,1,1941,119.588,12.7297,18.1361,16,16,0
r57,1,57,financial_qa,0,1971,105.118,8.76,34.4691,77,16,0
r69,2,26,topic_retrieval_longchat,1,1945,125.853,9.8077,15.3617,16,16,0
r70,2,41,tpo,1,1987,125.974,11.605,17.073,16,16,0
r71,2,63,paper_assistant,1,2032,126.151,11.4282,16.8963,16,1920,0
r72,2,56,coursera,1,2007,126.153,13.0063,18.3793,16,16,0
r68,2,18,multidoc_qa,1,1952,125.617,10.0433,21.3111,33,16,0
r74,2,0,coursera,1,1974,130.143,12.4764,16.785,16,16,0
r66,2,3,meeting_summ,1,1937,116.392,13.7506,33.2865,55,16,0
r59,1,59,meeting_summ,0,1942,108.623,9.2283,42.3511,92,16,0
r76,2,55,tpo,1,1989,137.581,8.3336,13.5161,16,16,0
r78,2,11,scientific_qa,2,1944,142.621,6.6217,11.9413,16,16,0
r73,2,17,meeting_summ,1,1934,127.207,13.7132,27.6332,39,16,0
r80,2,27,tpo,1,1990,149.244,3.0938,7.4031,16,16,0
r83,2,13,tpo,1,2008,149.249,6.9586,10.2594,16,16,0
r84,2,50,quality,1,2032,149.25,8.7803,12.1008,16,16,0
r63,1,63,paper_assistant,0,1934,112.668,12.9486,50.7787,114,16,0
r85,2,7,paper_assistant,1,2032,149.806,11.1189,15.4817,16,16,0
r75,2,16,legal_contract_qa,1,1981,130.144,14.2427,36.6018,67,16,0
r87,2,21,paper_assistant,1,2032,152.34,12.5203,16.7311,16,16,0
r81,2,59,meeting_summ,1,1942,149.246,3.0921,19.9507,58,1920,0
r88,2,61,narrative_qa,1,1938,153.534,13.0653,18.3213,16,16,0
r89,2,20,natural_question,1,1934,153.536,14.5051,19.7901,16,16,0
r77,2,51,review_summ,1,1948,140.922,8.3205,34.3063,78,16,0
r91,2,25,scientific_qa,1,1935,154.689,16.8752,22.1559,16,16,0
r79,2,31,meeting_summ,1,1932,145.916,5.0586,32.8704,83,16,0
r93,2,32,multidoc_qa,1,1942,156.355,18.3036,23.7424,17,16,0
r82,2,9,review_summ,1,1945,149.248,4.2845,30.9729,82,16,0
r94,2,38,sci_fi,1,1964,158.033,18.5211,24.8744,16,16,0
r95,2,24,sci_fi,1,1969,158.034,20.1808,28.5242,16,16,0
r86,2,58,legal_contract_qa,1,1976,150.976,11.7514,35.9049,60,16,0
r96,2,40,topic_retrieval_longchat,1,1945,162.73,17.3674,26.9385,16,16,0
r101,2,10,sci_fi,1,1966,174.659,11.8998,17.2165,16,16,0
r99,2,6,natural_question,1,1936,171.858,13.4447,20.1433,16,16,0
r100,2,33,narrative_qa,1,1941,173.183,12.1188,21.2562,16,16,0
r92,2,43,financial_qa,1,1964,154.842,18.3398,45.3451,59,16,0
r90,2,15,financial_qa,1,1983,153.974,16.421,46.3391,65,16,0
r106,2,19,narrative_qa,1,1939,185.303,11.3581,16.7558,16,16,0
r103,2,46,multidoc_qa,1,1940,174.935,16.0758,27.2495,22,16,0
r105,2,54,topic_retrieval_longchat,1,1945,178.216,16.2237,26.0621,16,32,0
r97,2,2,legal_contract_qa,1,1976,168.043,13.3757,36.3583,45,16,0
r98,2,4,multidoc_qa,1,1953,171.566,11.0489,35.7013,49,16,0
r108,2,49,paper_assistant,1,2032,185.304,16.4627,23.6227,16,16,0
r104,2,12,topic_retrieval_longchat,1,1945,175.23,19.2097,33.8223,16,16,0
r111,2,42,coursera,1,1997,189.23,17.6172,22.9228,16,16,0
r112,2,28,coursera,1,2002,189.231,19.4037,24.6855,16,16,0
r114,2,62,natural_question,1,1936,191.015,20.4058,24.7246,16,16,0
r102,2,37,review_summ,1,1945,174.659,14.5664,43.729,72,16,0
r116,2,22,quality,1,2032,191.158,24.1407,27.3556,16,16,0
r117,2,34,natural_question,1,1937,192.003,25.0789,29.2859,16,16,0
r109,2,29,financial_qa,1,1963,185.304,18.9736,38.6636,57,16,0
r118,2,53,scientific_qa,1,1935,192.154,27.5158,31.8143,16,16,0
r107,2,45,meeting_summ,1,1934,185.303,11.3576,38.7695,67,16,0
r119,2,5,narrative_qa,1,1937,194.441,26.4095,29.6321,16,16,0
r110,2,30,legal_contract_qa,1,1976,189.228,16.3712,39.2608,58,16,0
r120,2,36,quality,1,1997,196.663,25.9794,34.283,16,16,0
r113,2,44,legal_contract_qa,1,1976,191.013,19.259,40.954,58,16,0
r122,2,52,sci_fi,1,1962,196.667,29.6171,36.9715,16,16,0
r124,2,47,narrative_qa,1,1940,199.309,29.1793,34.4536,16,16,0
r127,2,35,paper_assistant,1,2032,199.897,33.4498,35.1206,16,16,0
r126,2,39,scientific_qa,1,1934,199.895,30.908,35.5359,30,16,0
r125,2,60,multidoc_qa,1,1934,199.311,31.4921,36.9906,41,16,0
r115,2,57,financial_qa,1,1960,191.016,22.4605,45.6639,88,16,0
r121,2,1,financial_qa,1,1966,196.665,29.6188,41.536,82,16,0
r123,2,23,review_summ,1,1941,196.668,31.8205,42.335,107,16,0
