round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1044,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.1177,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.1222,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.1129,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.0768,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0538,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0784,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0535,16,0,0,0,0,0
1,8,quality,0,1988,1.1239,16,0,0,0,0,0
1,9,review_summ,0,1940,1.079,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.1285,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.093,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.1118,16,0,0,0,0,0
1,13,tpo,0,1994,1.1463,16,0,0,0,0,0
1,14,coursera,0,1986,1.1644,16,0,0,0,0,0
1,15,financial_qa,0,1969,1.1499,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1141,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.1117,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.0904,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.0995,16,0,0,0,0,0
1,20,natural_question,0,1939,1.1077,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0963,16,0,0,0,0,0
1,22,quality,0,2032,1.19,16,0,0,0,0,0
1,23,review_summ,0,1942,1.1157,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1152,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.086,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.1183,16,0,0,0,0,0
1,27,tpo,0,1980,1.1504,16,0,0,0,0,0
1,28,coursera,0,1980,1.1459,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.1466,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.1144,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.087,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.1055,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.1117,16,0,0,0,0,0
1,34,natural_question,0,1940,1.0996,16,0,0,0,0,0
1,35,paper_assistant,0,1934,1.0894,16,0,0,0,0,0
1,36,quality,0,2001,1.1783,16,0,0,0,0,0
1,37,review_summ,0,1943,1.1181,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.1245,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0946,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,1.1045,16,0,0,0,0,0
1,41,tpo,0,1980,1.1361,16,0,0,0,0,0
1,42,coursera,0,1964,1.1111,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1292,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.1216,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.1116,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0761,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0777,16,0,0,0,0,0
1,48,natural_question,0,1941,1.1146,16,0,0,0,0,0
1,49,paper_assistant,0,1934,1.0958,16,0,0,0,0,0
1,50,quality,0,2032,1.1925,16,0,0,0,0,0
1,51,review_summ,0,1942,1.1044,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.1218,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0756,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.118,16,0,0,0,0,0
1,55,tpo,0,2009,1.1797,16,0,0,0,0,0
1,56,coursera,0,2011,1.1732,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.1412,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.1293,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.1095,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.0805,16,0,0,0,0,0
1,61,narrative_qa,0,1937,1.1146,16,0,0,0,0,0
1,62,natural_question,0,1934,1.09,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.0876,16,0,0,0,0,0
2,14,coursera,1,1984,1.0509,1920,1904,30,623902720,0,0
2,8,quality,1,1952,0.8499,1920,1904,30,623902720,0,0
2,3,meeting_summ,1,1937,0.8924,1920,1904,30,623902720,0,0
2,48,natural_question,1,1941,0.8338,1920,1904,30,623902720,0,0
2,18,multidoc_qa,1,1952,0.9685,1920,1904,30,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,0.9848,1920,1904,30,623902720,0,0
2,41,tpo,1,1987,1.0984,1920,1904,30,623902720,0,0
2,63,paper_assistant,1,2032,0.1475,1920,0,0,0,0,0
2,56,coursera,1,2007,1.2867,1920,1904,30,623902720,0,0
2,17,meeting_summ,1,1934,0.6991,1920,1904,30,623902720,0,0
2,0,coursera,1,1974,0.7952,1920,1904,30,623902720,0,0
2,16,legal_contract_qa,1,1981,0.7543,1920,1904,30,623902720,0,0
2,55,tpo,1,1989,0.7585,1920,1904,30,623902720,0,0
2,51,review_summ,1,1948,0.7651,1920,1904,30,623902720,0,0
2,11,scientific_qa,2,1944,0.6576,1920,1904,30,623902720,0,0
2,31,meeting_summ,1,1932,0.6028,1920,1904,30,623902720,0,0
2,27,tpo,1,1990,0.6976,1920,1904,30,623902720,0,0
2,59,meeting_summ,1,1942,0.6045,1920,1904,30,623902720,0,0
2,9,review_summ,1,1945,0.7625,1920,1904,30,623902720,0,0
2,13,tpo,1,2008,1.0047,1920,1904,30,623902720,0,0
2,50,quality,1,2032,1.0148,1920,1904,30,623902720,0,0
2,7,paper_assistant,1,2032,0.9226,1920,1904,30,623902720,0,0
2,58,legal_contract_qa,1,1976,0.9187,1920,1904,30,623902720,0,0
2,21,paper_assistant,1,2032,0.8563,1920,1904,30,623902720,0,0
2,61,narrative_qa,1,1938,1.0896,1920,1904,30,623902720,0,0
2,20,natural_question,1,1934,0.9618,1920,1904,30,623902720,0,0
2,15,financial_qa,1,1983,0.988,1920,1904,30,623902720,0,0
2,25,scientific_qa,1,1935,0.6325,1920,1904,30,623902720,0,0
2,43,financial_qa,1,1964,0.6767,1920,1904,30,623902720,0,0
2,32,multidoc_qa,1,1942,0.6916,1920,1904,30,623902720,0,0
2,38,sci_fi,1,1964,0.7093,1920,1904,30,623902720,0,0
2,24,sci_fi,1,1969,0.6669,1920,1904,30,623902720,0,0
2,40,topic_retrieval_longchat,1,1945,0.5665,1920,1904,30,623902720,0,0
2,2,legal_contract_qa,1,1976,0.6355,1920,1904,30,623902720,0,0
2,4,multidoc_qa,1,1953,0.5387,1920,1904,30,623902720,0,0
2,6,natural_question,1,1936,0.5825,1920,1904,30,623902720,0,0
2,33,narrative_qa,1,1941,0.7055,1920,1904,30,623902720,0,0
2,10,sci_fi,1,1966,0.9497,1920,1904,30,623902720,0,0
2,37,review_summ,1,1945,0.7963,1920,1904,30,623902720,0,0
2,46,multidoc_qa,1,1940,0.8958,1920,1904,30,623902720,0,0
2,12,topic_retrieval_longchat,1,1945,0.9913,1920,1888,30,618659840,0,0
2,54,topic_retrieval_longchat,1,1945,1.0825,1920,1888,30,618659840,0,0
2,19,narrative_qa,1,1939,1.0694,1920,1904,30,623902720,0,0
2,45,meeting_summ,1,1934,1.1423,1920,1904,30,623902720,0,0
2,49,paper_assistant,1,2032,1.0308,1920,1904,30,623902720,0,0
2,29,financial_qa,1,1963,0.8486,1920,1904,30,623902720,0,0
2,30,legal_contract_qa,1,1976,0.682,1920,1904,30,623902720,0,0
2,42,coursera,1,1997,0.6747,1920,1904,30,623902720,0,0
2,28,coursera,1,2002,0.718,1920,1904,30,623902720,0,0
2,44,legal_contract_qa,1,1976,0.7175,1920,1904,30,623902720,0,0
