rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.008,1.1769,1.6074,16,0,1
r1,1,1,financial_qa,0,1963,1.617,2.6043,4.569,66,16,1
r2,1,2,legal_contract_qa,0,1964,6.188,1.3677,2.0559,24,16,1
r3,1,3,meeting_summ,0,1938,8.246,3.4106,5.4791,70,16,1
r4,1,4,multidoc_qa,0,1952,13.727,2.8685,3.8551,34,16,1
r5,1,5,narrative_qa,0,1935,17.584,3.3156,3.759,16,16,1
r6,1,6,natural_question,0,1940,21.345,3.7879,4.2319,16,16,1
r7,1,7,paper_assistant,0,1934,25.578,3.6548,7.0666,114,16,1
r8,1,8,quality,0,1988,32.647,1.7026,2.154,16,16,1
r9,1,9,review_summ,0,1940,34.803,3.4246,6.6593,108,16,1
r10,1,10,sci_fi,0,1961,41.464,1.3748,1.8225,16,16,1
r11,1,11,scientific_qa,0,1934,43.288,3.5609,4.0037,16,16,1
r12,1,12,topic_retrieval_longchat,0,1945,47.294,3.3089,3.7536,16,16,1
r13,1,13,tpo,0,1994,51.049,3.7547,4.2075,16,16,1
r14,1,14,coursera,0,1986,55.259,3.1356,3.5868,16,16,1
r15,1,15,financial_qa,0,1969,58.847,3.6008,5.9712,79,16,1
r16,1,16,legal_contract_qa,0,1961,64.82,1.7142,2.4019,24,16,1
r17,1,17,meeting_summ,0,1939,67.224,3.1324,4.5961,50,16,1
r18,1,18,multidoc_qa,0,1936,71.822,2.3318,3.1629,29,16,1
r19,1,19,narrative_qa,0,1939,74.987,2.605,3.0485,16,16,1
r20,1,20,natural_question,0,1939,78.037,2.5854,3.0288,16,16,1
r21,1,21,paper_assistant,0,1934,81.068,2.6609,6.0766,114,16,1
r22,1,22,quality,0,2032,87.145,3.5475,4.0075,16,16,1
r23,1,23,review_summ,0,1942,91.155,3.4845,6.6597,106,16,1
r24,1,24,sci_fi,0,1968,97.816,3.5134,3.9617,16,16,1
r25,1,25,scientific_qa,0,1933,101.78,3.0273,3.6484,22,16,1
r26,1,26,topic_retrieval_longchat,0,1945,105.43,3.4241,3.8686,16,16,1
r27,1,27,tpo,0,1980,109.301,1.3823,1.8325,16,16,1
r28,1,28,coursera,0,1980,111.135,3.6355,4.093,16,16,1
r29,1,29,financial_qa,0,1974,115.23,3.2315,4.6527,48,16,1
r30,1,30,legal_contract_qa,0,1961,119.885,3.3131,3.7604,16,16,1
r31,1,31,meeting_summ,0,1933,123.647,4.2851,5.8661,54,16,1
r32,1,32,multidoc_qa,0,1938,129.515,2.679,3.1222,16,16,1
r33,1,33,narrative_qa,0,1942,132.639,3.199,3.6433,16,16,1
r34,1,34,natural_question,0,1940,136.283,3.8083,4.252,16,16,1
r35,1,35,paper_assistant,0,1934,140.536,3.9764,7.3885,114,16,1
r36,1,36,quality,0,2001,147.927,4.2774,4.7314,16,16,1
r37,1,37,review_summ,0,1943,152.66,3.377,6.5328,105,16,1
r38,1,38,sci_fi,0,1954,159.194,3.4537,3.8999,16,16,1
r39,1,39,scientific_qa,0,1931,163.096,3.3714,4.3984,35,16,1
r40,1,40,topic_retrieval_longchat,0,1945,167.496,3.9725,4.4173,16,16,1
r41,1,41,tpo,0,1980,171.915,4.2248,4.688,16,16,1
r42,1,42,coursera,0,1964,176.605,3.8349,4.2827,16,16,1
r43,1,43,financial_qa,0,1970,180.89,3.8962,5.0106,38,16,1
r44,1,44,legal_contract_qa,0,1964,185.902,3.465,5.3413,63,16,1
r45,1,45,meeting_summ,0,1942,191.245,2.2755,4.378,71,16,1
r46,1,46,multidoc_qa,0,1935,195.625,3.6302,4.0726,16,16,1
r47,1,47,narrative_qa,0,1932,199.699,4.3544,4.7969,16,16,1
r48,1,48,natural_question,0,1941,204.498,4.2654,4.7096,16,16,1
r49,1,49,paper_assistant,0,1934,209.209,3.7123,7.1248,114,16,1
r50,1,50,quality,0,2032,216.336,3.6974,4.1574,16,16,1
r51,1,51,review_summ,0,1942,220.494,3.1685,6.352,106,16,1
r52,1,52,sci_fi,0,1956,226.848,3.2221,3.6685,16,16,1
r53,1,53,scientific_qa,0,1935,230.519,3.2713,3.7355,16,16,1
r54,1,54,topic_retrieval_longchat,0,1945,234.255,3.9664,4.4108,16,16,1
r55,1,55,tpo,0,2009,238.667,4.2194,4.6856,16,16,1
r56,1,56,coursera,0,2011,243.354,4.2559,4.7118,16,16,1
r57,1,57,financial_qa,0,1971,248.068,4.233,6.5828,77,16,1
r58,1,58,legal_contract_qa,0,1961,254.653,3.294,3.8617,20,16,1
r59,1,59,meeting_summ,0,1942,258.516,3.1233,5.8679,92,16,1
r60,1,60,multidoc_qa,0,1935,264.386,3.5419,4.4029,30,16,1
r61,1,61,narrative_qa,0,1937,268.791,2.9518,3.4065,16,16,1
r62,1,62,natural_question,0,1934,272.198,3.2923,3.7354,16,16,1
r63,1,63,paper_assistant,0,1934,275.935,4.1999,7.6126,114,16,1
r64,2,14,coursera,1,1984,283.55,3.0653,3.5219,16,1920,1
r65,2,8,quality,1,1952,287.074,0.7157,1.1614,16,1920,1
r66,2,3,meeting_summ,1,1937,288.236,0.8006,2.4143,55,1920,1
r67,2,48,natural_question,1,1941,290.653,0.7906,1.2365,16,1920,1
r68,2,18,multidoc_qa,1,1952,291.891,0.7038,1.6569,33,1920,1
r69,2,26,topic_retrieval_longchat,1,1945,293.55,0.759,1.1873,16,1920,1
r70,2,41,tpo,1,1987,294.739,0.7156,1.1673,16,1920,2
r71,2,63,paper_assistant,1,2032,295.908,0.1431,0.6031,16,1920,3
r72,2,56,coursera,1,2007,296.513,0.94,1.3952,16,1920,3
r73,2,17,meeting_summ,1,1934,297.911,0.4256,1.5437,39,1920,3
r74,2,0,coursera,1,1974,299.456,0.4403,0.8912,16,1920,3
r75,2,16,legal_contract_qa,1,1981,300.349,0.4193,2.4298,67,1920,3
r76,2,55,tpo,1,1989,302.781,0.4662,0.918,16,1920,4
r77,2,51,review_summ,1,1948,303.7,0.4245,2.7469,78,1920,4
r78,2,11,scientific_qa,2,1944,306.448,0.5095,0.9542,16,1920,3
r79,2,31,meeting_summ,1,1932,307.404,0.5276,2.9704,83,1920,2
r80,2,27,tpo,1,1990,310.376,0.5349,0.9871,16,1920,2
r81,2,59,meeting_summ,1,1942,311.365,0.3376,2.0446,58,1920,2
r82,2,9,review_summ,1,1945,313.411,0.6231,3.0638,82,1920,2
r83,2,13,tpo,1,2008,316.477,0.8762,1.3318,16,1920,3
r84,2,50,quality,1,2032,317.81,0.8941,1.3553,16,1920,3
r85,2,7,paper_assistant,1,2032,319.168,0.8593,1.3195,16,1920,4
r86,2,58,legal_contract_qa,1,1976,320.488,0.787,2.5777,60,1920,4
r87,2,21,paper_assistant,1,2032,323.068,0.7373,1.1973,16,1920,5
r88,2,61,narrative_qa,1,1938,324.267,0.7499,1.1905,16,1920,4
r89,2,20,natural_question,1,1934,325.46,0.7135,1.2052,16,1920,4
r90,2,15,financial_qa,1,1983,326.666,0.7589,2.7086,65,1920,4
r91,2,25,scientific_qa,1,1935,329.376,0.4085,0.8517,16,1920,3
r92,2,43,financial_qa,1,1964,330.23,0.4394,2.1929,59,1920,2
r93,2,32,multidoc_qa,1,1942,332.425,0.5385,1.0127,17,1920,1
r94,2,38,sci_fi,1,1964,333.439,0.3625,0.8105,16,1920,1
r95,2,24,sci_fi,1,1969,334.252,0.462,0.9121,16,1920,1
r96,2,40,topic_retrieval_longchat,1,1945,335.166,0.5039,0.9484,16,1920,0
r97,2,2,legal_contract_qa,1,1976,336.115,0.4193,1.7506,45,1920,0
r98,2,4,multidoc_qa,1,1953,337.867,0.4235,1.8639,49,1920,0
r99,2,6,natural_question,1,1936,339.733,0.3684,0.8082,16,1920,0
r100,2,33,narrative_qa,1,1941,340.543,0.7847,1.2292,16,1920,0
r101,2,10,sci_fi,1,1966,341.774,0.752,1.2002,16,1920,0
r102,2,37,review_summ,1,1945,342.976,0.7042,2.8393,72,1920,0
r103,2,46,multidoc_qa,1,1940,345.817,0.7259,1.3509,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,347.17,0.8192,1.2711,16,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,348.443,0.7943,1.2408,16,1920,0
r106,2,19,narrative_qa,1,1939,349.685,0.6571,1.1012,16,1920,0
r107,2,45,meeting_summ,1,1934,350.787,0.8548,2.8283,67,1920,0
r108,2,49,paper_assistant,1,2032,353.618,0.9396,1.3998,16,1920,1
r109,2,29,financial_qa,1,1963,355.019,0.473,2.1641,57,1920,1
r110,2,30,legal_contract_qa,1,1976,357.185,0.4218,2.1509,58,1920,1
r111,2,42,coursera,1,1997,359.338,0.4911,0.9458,16,1920,2
r112,2,28,coursera,1,2002,360.286,0.5129,0.9673,16,1920,3
r113,2,44,legal_contract_qa,1,1976,361.255,0.4468,2.1761,58,1920,3
r114,2,62,natural_question,1,1936,363.433,0.4758,0.9136,16,1920,3
r115,2,57,financial_qa,1,1960,364.349,0.456,3.0958,88,1920,3
r116,2,22,quality,1,2032,367.446,0.5638,1.0245,16,1920,3
r117,2,34,natural_question,1,1937,368.473,0.4404,0.8841,16,1920,3
r118,2,53,scientific_qa,1,1935,369.359,0.6644,1.108,16,1920,3
r119,2,5,narrative_qa,1,1937,370.468,0.7986,1.2539,16,1920,2
r120,2,36,quality,1,1997,371.723,0.8076,1.2609,16,1920,2
r121,2,1,financial_qa,1,1966,372.985,0.7195,3.1813,82,1920,2
r122,2,52,sci_fi,1,1962,376.168,0.8238,1.2742,16,1920,2
r123,2,23,review_summ,1,1941,377.444,0.6443,3.9226,107,1920,2
r124,2,47,narrative_qa,1,1940,381.369,0.6837,1.1268,16,1920,2
r125,2,60,multidoc_qa,1,1934,382.496,0.7407,1.931,41,1920,1
r126,2,39,scientific_qa,1,1934,384.429,0.8101,1.6493,30,1920,1
r127,2,35,paper_assistant,1,2032,386.08,0.5016,0.962,16,1920,2
