rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.007,4.3702,5.4675,16,0,0
r2,1,2,legal_contract_qa,0,1964,0.008,4.3692,7.7016,24,16,0
r5,1,5,narrative_qa,0,1935,7.712,1.162,2.3153,16,16,0
r4,1,4,multidoc_qa,0,1952,5.477,1.775,6.4174,34,16,0
r6,1,6,natural_question,0,1940,10.029,1.2514,3.4134,16,16,0
r1,1,1,financial_qa,0,1963,0.008,4.3697,15.118,66,16,0
r3,1,3,meeting_summ,0,1938,0.009,4.3687,16.4447,70,16,0
r8,1,8,quality,0,1988,13.444,1.219,4.4244,16,16,0
r10,1,10,sci_fi,0,1961,16.455,1.1844,3.3351,16,16,0
r11,1,11,scientific_qa,0,1934,17.871,1.1552,6.9411,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,19.792,4.792,8.7915,16,16,0
r13,1,13,tpo,0,1994,24.814,2.9963,6.3245,16,16,0
r14,1,14,coursera,0,1986,28.585,2.3206,6.3776,16,16,0
r16,1,16,legal_contract_qa,0,1961,34.965,2.1958,4.0013,24,16,0
r7,1,7,paper_assistant,0,1934,11.896,1.1599,31.8366,114,16,0
r9,1,9,review_summ,0,1940,15.128,1.1731,30.3117,108,16,0
r15,1,15,financial_qa,0,1969,31.139,3.0429,16.4082,79,16,0
r19,1,19,narrative_qa,0,1939,45.441,1.1725,3.3525,16,16,0
r18,1,18,multidoc_qa,0,1936,43.735,1.1583,11.1731,29,16,0
r17,1,17,meeting_summ,0,1939,38.968,3.3495,16.0012,50,16,0
r20,1,20,natural_question,0,1939,47.549,1.1698,10.2422,16,16,0
r22,1,22,quality,0,2032,54.91,1.2303,4.4569,16,16,0
r24,1,24,sci_fi,0,1968,57.793,1.1863,5.8776,16,16,0
r25,1,25,scientific_qa,0,1933,59.369,3.6902,9.206,22,16,0
r26,1,26,topic_retrieval_longchat,0,1945,63.672,4.0583,7.5783,16,16,0
r27,1,27,tpo,0,1980,68.576,2.5222,6.1618,16,16,0
r28,1,28,coursera,0,1980,71.253,2.6282,5.9751,16,16,0
r30,1,30,legal_contract_qa,0,1961,77.229,2.493,3.6667,16,16,0
