rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.951,1.2286,4.2802,16,0,0
r2,1,2,legal_contract_qa,0,1964,2.089,2.371,4.7115,24,16,0
r5,1,5,narrative_qa,0,1935,6.848,2.2348,4.7191,16,16,0
r6,1,6,natural_question,0,1940,9.085,1.2732,2.7128,16,16,0
r4,1,4,multidoc_qa,0,1952,6.803,1.1873,5.8585,34,16,0
r1,1,1,financial_qa,0,1963,2.089,2.3716,10.8522,66,16,0
r3,1,3,meeting_summ,0,1938,5.371,1.1869,8.2639,70,16,0
r7,1,7,paper_assistant,0,1934,21.605,1.0968,4.525,114,16,0
r8,1,8,quality,0,1988,35.431,1.1595,1.6119,16,16,0
r9,1,9,review_summ,0,1940,37.199,1.0931,4.3135,108,16,0
r10,1,10,sci_fi,0,1961,43.956,1.1492,1.5952,16,16,0
r11,1,11,scientific_qa,0,1934,50.989,1.0978,2.7848,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,52.089,1.1509,1.7741,16,16,0
r13,1,13,tpo,0,1994,56.516,1.1584,1.6139,16,16,0
r14,1,14,coursera,0,1986,60.596,1.168,4.0991,16,16,0
r16,1,16,legal_contract_qa,0,1961,62.948,1.1975,2.3927,24,16,0
r15,1,15,financial_qa,0,1969,61.766,1.1794,6.485,79,16,0
r17,1,17,meeting_summ,0,1939,66.311,1.145,2.8978,50,16,0
r19,1,19,narrative_qa,0,1939,75.152,1.1527,4.2493,16,16,0
r20,1,20,natural_question,0,1939,76.307,2.1918,3.2764,16,16,0
r18,1,18,multidoc_qa,0,1936,74.055,1.0959,5.848,29,16,0
r22,1,22,quality,0,2032,81.981,1.226,3.1756,16,16,0
r21,1,21,paper_assistant,0,1934,76.309,2.1901,9.0365,114,16,0
r23,1,23,review_summ,0,1942,83.209,1.1955,4.8383,106,16,0
r24,1,24,sci_fi,0,1968,94.732,1.1413,2.817,16,16,0
r25,1,25,scientific_qa,0,1933,95.876,1.1309,1.9408,22,16,0
r26,1,26,topic_retrieval_longchat,0,1945,101.62,1.1222,1.5677,16,32,0
r27,1,27,tpo,0,1980,107.731,1.1525,2.8816,16,16,0
r28,1,28,coursera,0,1980,108.885,1.1802,1.8173,16,16,0
r30,1,30,legal_contract_qa,0,1961,114.786,1.1662,1.8454,16,16,0
r29,1,29,financial_qa,0,1974,113.638,1.1462,3.8717,48,16,0
r31,1,31,meeting_summ,0,1933,126.698,1.0987,2.6948,54,16,0
r32,1,32,multidoc_qa,0,1938,131.327,1.106,1.5528,16,16,0
r33,1,33,narrative_qa,0,1942,133.846,1.0944,2.6591,16,16,0
r34,1,34,natural_question,0,1940,135.252,1.1189,1.6087,16,16,0
r36,1,36,quality,0,2001,142.568,1.1751,9.0466,16,16,0
r38,1,38,sci_fi,0,1954,143.747,2.2202,8.2396,16,16,0
r41,1,41,tpo,0,1980,145.973,2.3374,6.3219,16,16,0
r40,1,40,topic_retrieval_longchat,0,1945,145.971,3.5836,6.5267,16,32,0
r42,1,42,coursera,0,1964,148.312,2.4357,4.2625,16,16,0
r39,1,39,scientific_qa,0,1931,145.969,2.3409,7.5876,35,16,0
r35,1,35,paper_assistant,0,1934,141.135,1.0893,15.2463,114,16,0
r37,1,37,review_summ,0,1943,143.745,2.222,12.8517,105,16,0
r43,1,43,financial_qa,0,1970,156.335,2.303,4.6852,38,16,0
r44,1,44,legal_contract_qa,0,1964,157.49,2.9727,7.5641,63,16,0
r46,1,46,multidoc_qa,0,1935,163.687,1.1817,1.9169,16,16,0
r45,1,45,meeting_summ,0,1942,160.465,2.4285,6.1984,71,16,0
r47,1,47,narrative_qa,0,1932,170.627,1.0983,1.5457,16,16,0
r48,1,48,natural_question,0,1941,173.456,1.1,1.5496,16,16,0
r50,1,50,quality,0,2032,178.581,1.2089,1.9163,16,16,0
r49,1,49,paper_assistant,0,1934,176.157,1.0892,9.5829,114,16,0
r52,1,52,sci_fi,0,1956,182.687,1.2084,3.2982,16,16,0
r53,1,53,scientific_qa,0,1935,183.897,1.2245,2.2246,16,16,0
r55,1,55,tpo,0,2009,186.123,1.2058,3.1166,16,16,0
r54,1,54,topic_retrieval_longchat,0,1945,185.507,3.0517,3.9176,16,32,0
r51,1,51,review_summ,0,1942,181.534,1.1509,9.783,106,16,0
r56,1,56,coursera,0,2011,191.719,1.1638,2.9084,16,16,0
r57,1,57,financial_qa,0,1971,192.885,1.1819,3.699,77,16,0
r58,1,58,legal_contract_qa,0,1961,195.882,2.9601,3.5306,20,16,0
r61,1,61,narrative_qa,0,1937,201.873,3.6339,7.1105,16,16,0
r62,1,62,natural_question,0,1934,203.245,3.3672,5.8145,16,16,0
r60,1,60,multidoc_qa,0,1935,200.903,4.6038,8.9514,30,16,0
r59,1,59,meeting_summ,0,1942,199.05,4.1925,13.6051,92,16,0
r63,1,63,paper_assistant,0,1934,206.614,1.2637,6.9078,114,16,0
r64,2,14,coursera,1,1984,208.783,5.1171,5.5706,16,1920,0
r65,2,8,quality,1,1952,212.809,5.0624,5.5165,16,1920,0
r66,2,3,meeting_summ,1,1937,213.251,6.6173,8.2396,55,1920,0
r67,2,48,natural_question,1,1941,219.191,3.7934,4.2393,16,1920,0
r71,2,63,paper_assistant,1,2032,231.074,0.1562,0.6164,16,1920,0
r68,2,18,multidoc_qa,1,1952,228.522,5.2366,6.2331,33,1920,0
r69,2,26,topic_retrieval_longchat,1,1945,230.471,4.3522,4.7928,16,1920,0
r70,2,41,tpo,1,1987,230.945,4.5346,4.9864,16,1920,0
r72,2,56,coursera,1,2007,231.232,4.8829,5.3381,16,1920,0
r74,2,0,coursera,1,1974,235.573,1.8605,2.724,16,1920,0
r73,2,17,meeting_summ,1,1934,233.018,3.734,5.4176,39,1920,0
r75,2,16,legal_contract_qa,1,1981,235.901,2.0262,4.2754,67,1936,0
r76,2,55,tpo,1,1989,251.59,0.6898,1.1421,16,1920,0
r77,2,51,review_summ,1,1948,256.234,0.6203,2.9323,78,1920,0
r78,2,11,scientific_qa,2,1944,259.178,0.6285,1.0708,16,1920,0
r79,2,31,meeting_summ,1,1932,266.016,0.6088,3.0685,83,1920,0
r80,2,27,tpo,1,1990,271.129,0.7049,1.1843,16,1920,0
r83,2,13,tpo,1,2008,272.317,1.8083,2.9969,16,1920,0
r84,2,50,quality,1,2032,272.492,2.1182,3.3139,16,1920,0
r81,2,59,meeting_summ,1,1942,271.917,0.7885,4.0102,58,1920,0
r85,2,7,paper_assistant,1,2032,274.612,1.1938,1.9264,16,1920,0
r82,2,9,review_summ,1,1945,272.315,1.0505,5.6275,82,1920,0
r86,2,58,legal_contract_qa,1,1976,276.021,0.8506,3.4262,60,1936,0
r87,2,21,paper_assistant,1,2032,277.85,0.8905,1.5976,16,1920,0
r88,2,61,narrative_qa,1,1938,279.792,0.6325,1.0733,16,1920,0
r89,2,20,natural_question,1,1934,281.377,0.6548,1.1209,16,1920,0
r90,2,15,financial_qa,1,1983,282.089,0.6646,3.0301,65,1936,0
r91,2,25,scientific_qa,1,1935,283.514,0.7825,1.6054,16,1920,0
r92,2,43,financial_qa,1,1964,283.689,1.1817,3.0643,59,1936,0
r93,2,32,multidoc_qa,1,1942,286.485,0.6258,1.0998,17,1920,0
r94,2,38,sci_fi,1,1964,287.891,0.6454,1.1422,16,1920,0
r95,2,24,sci_fi,1,1969,288.377,0.7553,1.2041,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,298.312,0.6135,1.0607,16,1920,0
r97,2,2,legal_contract_qa,1,1976,306.666,0.6501,1.9835,45,1936,0
r99,2,6,natural_question,1,1936,315.03,0.7772,1.5345,16,1920,0
r98,2,4,multidoc_qa,1,1953,314.27,0.6653,2.572,49,1920,0
r100,2,33,narrative_qa,1,1941,315.691,0.8128,1.3876,16,1920,0
r101,2,10,sci_fi,1,1966,318.449,0.6591,1.1156,16,1920,0
r103,2,46,multidoc_qa,1,1940,320.571,0.7098,1.7826,22,1920,0
