rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.95,2.2089,4.1215,16,0,3
r2,1,2,legal_contract_qa,0,1964,3.16,1.1401,7.8451,24,16,5
r5,1,5,narrative_qa,0,1935,7.805,3.2,8.4748,16,16,5
r6,1,6,natural_question,0,1940,11.007,3.9574,5.4274,16,16,5
r4,1,4,multidoc_qa,0,1952,7.805,3.2005,9.6225,34,16,5
r1,1,1,financial_qa,0,1963,2.057,1.1248,15.7707,66,16,5
r3,1,3,meeting_summ,0,1938,5.395,3.4876,13.2287,70,16,5
r7,1,7,paper_assistant,0,1934,21.605,2.3969,5.8083,114,16,1
r8,1,8,quality,0,1988,35.431,3.4804,5.2191,16,16,2
r9,1,9,review_summ,0,1940,37.821,2.1816,5.6503,108,16,2
r10,1,10,sci_fi,0,1961,43.956,2.7733,3.2205,16,16,1
r11,1,11,scientific_qa,0,1934,50.989,3.4121,5.1411,16,16,2
r12,1,12,topic_retrieval_longchat,0,1945,53.37,2.1236,2.7901,16,16,2
r13,1,13,tpo,0,1994,56.516,2.4842,2.9367,16,16,1
r14,1,14,coursera,0,1986,60.596,1.8501,4.8522,16,16,3
r16,1,16,legal_contract_qa,0,1961,62.45,2.2003,3.462,24,16,3
r15,1,15,financial_qa,0,1969,62.448,2.202,9.558,79,16,2
r17,1,17,meeting_summ,0,1939,66.307,3.822,5.9703,50,16,2
r19,1,19,narrative_qa,0,1939,76.683,4.1945,5.3301,16,16,4
r20,1,20,natural_question,0,1939,76.684,4.1939,5.3296,16,16,4
r18,1,18,multidoc_qa,0,1936,74.054,3.6621,13.0693,29,16,4
r22,1,22,quality,0,2032,82.015,3.2892,5.4212,16,16,4
r21,1,21,paper_assistant,0,1934,76.684,4.1934,14.5435,114,16,4
r23,1,23,review_summ,0,1942,84.156,2.2691,7.3801,106,16,4
r24,1,24,sci_fi,0,1968,94.732,2.7261,4.4321,16,16,2
r25,1,25,scientific_qa,0,1933,96.41,2.1134,2.9629,22,16,2
r26,1,26,topic_retrieval_longchat,0,1945,101.62,2.5847,3.0292,16,16,1
r27,1,27,tpo,0,1980,107.731,4.1764,5.9454,16,16,2
r28,1,28,coursera,0,1980,110.819,2.2078,4.6338,16,16,1
r30,1,30,legal_contract_qa,0,1961,115.454,3.9901,4.682,16,16,2
r29,1,29,financial_qa,0,1974,113.678,4.7,7.4003,48,16,2
r32,1,32,multidoc_qa,0,1938,131.34,1.1202,1.8061,16,16,2
r31,1,31,meeting_summ,0,1933,126.698,3.8414,6.7261,54,16,2
r33,1,33,narrative_qa,0,1942,133.846,3.769,5.4983,16,16,2
r34,1,34,natural_question,0,1940,136.557,2.1507,2.817,16,16,2
r36,1,36,quality,0,2001,147.747,5.4227,11.7116,16,16,10
r38,1,38,sci_fi,0,1954,147.748,5.4215,11.7105,16,16,10
r40,1,40,topic_retrieval_longchat,0,1945,147.749,8.601,14.8537,16,16,8
r41,1,41,tpo,0,1980,147.75,8.6005,14.8532,16,16,8
r42,1,42,coursera,0,1964,147.75,8.6,14.8527,16,16,8
r39,1,39,scientific_qa,0,1931,147.749,5.421,28.3743,35,16,9
r46,1,46,multidoc_qa,0,1935,167.206,4.6728,8.917,16,16,9
r47,1,47,narrative_qa,0,1932,170.751,2.2944,5.495,16,16,9
r43,1,43,financial_qa,0,1970,156.352,1.3582,28.6524,38,16,8
r48,1,48,natural_question,0,1941,173.48,1.3354,11.525,16,16,8
r54,1,54,topic_retrieval_longchat,0,1945,190.144,22.5906,25.769,16,16,9
r55,1,55,tpo,0,2009,190.145,22.5899,25.7684,16,16,9
