t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,1,1893,312364871680
2.0,0,3,1893,312364871680
3.0,0,3,1893,312364871680
4.0,0,6,20973413,312175828992
5.0,0,6,304088933,311981539328
6.4,0,6,728762213,311483764736
7.4,0,7,1913653093,310448279552
8.5,0,7,2149582693,310043971584
9.5,0,7,2479884133,309755179008
10.5,0,3,4430235493,307928059904
11.6,0,2,4430235493,307928059904
12.8,0,3,4430235493,307928059904
13.8,0,3,4598007653,307602534400
14.9,0,1,4902094693,307329503232
16.0,0,1,5054138213,307303247872
17.1,0,0,5054138213,307303247872
18.2,0,0,5054138213,307303247872
19.2,0,0,5054138213,307303247872
20.2,0,1,5054138213,307303247872
21.3,0,2,5054138213,307303247872
22.3,0,1,5290067813,306898989056
23.4,0,1,6328158053,306027487232
24.6,0,2,6328158053,306027487232
25.7,0,2,6936332133,305413255168
26.8,0,0,6962546533,305392254976
27.9,0,1,6962546533,305392254976
28.9,0,2,6962546533,305392254976
30.0,0,2,7009732453,305392254976
31.2,0,1,7806650213,304473518080
32.2,0,1,8399095653,303901310976
33.4,0,1,8739882853,303491805184
34.4,0,3,8923383653,303260803072
35.5,0,3,9426700133,302924820480
36.9,0,4,9578743653,302604607488
38.0,0,4,10176431973,302294835200
42.0,0,5,10994321253,301197758464
43.1,0,5,11287922533,300903780352
44.2,0,5,11539580773,300646551552
45.2,0,6,11775510373,300410343424
46.3,0,7,12037654373,300147863552
47.4,0,7,12236883813,299958898688
48.4,0,6,12708743013,299743678464
52.4,0,3,13301188453,298882772992
53.5,0,4,13510903653,298672799744
54.6,0,4,13752076133,298441854976
55.7,0,3,14035191653,298158391296
56.8,0,3,14297335653,297890660352
57.9,0,0,14512293733,297670234112
59.0,0,1,14763951973,297434017792
60.0,0,2,15272511333,297239789568
63.1,0,3,15670970213,296510189568
64.2,0,3,15933114213,296258256896
65.3,0,3,16153315173,296032563200
66.4,0,1,16536045413,295770112000
68.2,0,0,16813918053,295360634880
69.3,0,1,17023633253,295161196544
70.3,0,1,17589864293,294919712768
73.3,0,2,17951623013,294237437952
74.3,0,3,18203281253,294001254400
75.4,0,3,18454939493,293738807296
76.6,0,0,18869127013,293513089024
78.6,0,4,19141756773,293082677248
79.7,0,4,19382929253,292793982976
80.8,0,4,19618858853,292557807616
81.9,0,8,19870517093,292332113920
83.1,0,8,20132661093,292038197248
84.2,0,8,20352862053,291849285632
85.3,0,8,20761806693,291560620032
88.9,0,11,21427652453,290757586944
90.1,0,9,21647853413,290526679040
91.2,0,9,21915240293,290285264896
92.3,0,8,22140684133,290049093632
93.3,0,8,22413313893,289765691392
94.5,0,8,22617786213,289555750912
95.6,0,9,23304603493,289335283712
98.5,0,7,23545775973,288637292544
99.6,0,7,23718791013,288448368640
100.7,0,10,24017635173,288175448064
101.9,0,10,24232593253,287965523968
103.0,0,11,24557651813,287771348992
104.4,0,11,24783095653,287414480896
105.6,0,12,24977082213,287194058752
106.7,0,11,25480398693,286968377344
109.3,0,12,25999443813,286175891456
110.4,0,12,26235373413,285944979456
111.6,0,14,26497517413,285693075456
112.7,0,13,26806847333,285467389952
114.9,0,14,27152877413,285031821312
116.0,0,13,27357349733,284811399168
117.1,0,13,27771537253,284638203904
120.5,0,13,28238153573,283934928896
121.7,0,14,28468840293,283719741440
122.9,0,13,28704769893,283546566656
124.0,0,13,29066528613,283373391872
126.9,0,17,29921118053,282775113728
131.6,0,18,30434920293,281893437440
134.8,0,16,30959208293,281363378176
136.2,0,16,31153194853,281106227200
137.3,0,14,31331452773,280833347584
138.5,0,14,32007784293,280628641792
144.4,0,13,32553043813,279710322688
145.5,0,10,32841402213,279537135616
147.3,0,10,33030145893,279232765952
148.5,0,10,33208403813,279043829760
149.6,0,13,33402390373,278865408000
150.8,0,14,33800849253,278707982336
154.5,0,16,34141636453,278099218432
155.6,0,18,34340865893,277915529216
156.7,0,18,34592524133,277731844096
158.7,0,19,34812725093,277427494912
159.9,0,18,35017197413,277222834176
161.0,0,18,35515271013,277065392128
164.8,0,17,35829843813,276425203712
165.9,0,16,35997615973,276252012544
167.1,0,16,36327917413,276105068544
171.0,0,14,36810262373,275475369984
172.6,0,15,37182506853,275312640000
175.2,0,17,37381736293,274861391872
176.4,0,17,37596694373,274677727232
177.6,0,16,37911267173,274478313472
182.3,0,17,38550898533,273701634048
183.4,0,16,38718670693,273549438976
184.5,0,19,38776342373,273549438976
185.9,0,18,38797313893,273523195904
187.2,0,17,38802556773,273517948928
188.4,0,17,38802556773,273517948928
189.7,0,13,38823528293,273496956928
190.9,0,14,38839256933,273481216000
192.1,0,14,38881199973,273439236096
193.3,0,12,38917900133,273407741952
194.5,0,11,38954600293,273371009024
195.8,0,13,38954600293,273365762048
196.9,0,14,39017514853,273260818432
198.1,0,13,39201015653,273061412864
199.3,0,12,39615203173,272919744512
202.4,0,7,39667631973,272652115968
203.7,0,6,39678117733,272641622016
205.0,0,5,39714817893,272604889088
206.2,0,4,39714817893,272604889088
207.5,0,2,39714817893,272604889088
