rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.53,1.2294,9.052,16,0,0
r5,1,5,narrative_qa,0,1935,3.914,3.3391,6.0724,16,16,0
r6,1,6,natural_question,0,1940,7.255,1.3526,3.0347,16,16,0
r2,1,2,legal_contract_qa,0,1964,1.669,2.3777,8.8523,24,16,0
r4,1,4,multidoc_qa,0,1952,3.913,3.3396,7.343,34,16,0
r1,1,1,financial_qa,0,1963,1.668,2.3783,12.234,66,16,0
r3,1,3,meeting_summ,0,1938,3.913,3.3403,10.268,70,16,0
r7,1,7,paper_assistant,0,1934,11.813,1.1636,5.1465,114,16,0
r8,1,8,quality,0,1988,19.327,1.1764,2.873,16,16,0
r10,1,10,sci_fi,0,1961,24.001,1.1563,1.8536,16,16,0
r9,1,9,review_summ,0,1940,20.505,1.15,5.8695,108,16,0
r11,1,11,scientific_qa,0,1934,27.813,1.0685,2.7574,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,28.884,1.1473,1.7775,16,16,0
r13,1,13,tpo,0,1994,30.828,1.1406,1.5958,16,16,0
r14,1,14,coursera,0,1986,33.054,1.1366,5.2886,16,16,0
r16,1,16,legal_contract_qa,0,1961,34.194,2.2178,4.8253,24,16,0
r17,1,17,meeting_summ,0,1939,36.414,1.2362,3.9572,50,16,0
r15,1,15,financial_qa,0,1969,34.192,2.2195,14.2196,79,16,0
r19,1,19,narrative_qa,0,1939,40.556,2.4158,8.2672,16,16,0
r20,1,20,natural_question,0,1939,41.819,3.2916,7.1054,16,16,0
r22,1,22,quality,0,2032,45.113,1.4209,4.045,16,16,0
r18,1,18,multidoc_qa,0,1936,40.403,1.4147,9.1815,29,16,0
r24,1,24,sci_fi,0,1968,51.673,1.2104,3.3604,16,16,0
r25,1,25,scientific_qa,0,1933,52.885,1.2131,2.7112,22,16,0
r23,1,23,review_summ,0,1942,45.313,2.4817,12.0992,106,16,0
r21,1,21,paper_assistant,0,1934,41.821,3.2899,15.7323,114,16,0
r26,1,26,topic_retrieval_longchat,0,1945,55.472,1.313,2.1411,16,32,0
r27,1,27,tpo,0,1980,58.763,1.1287,1.5796,16,16,0
r28,1,28,coursera,0,1980,59.894,3.142,6.0986,16,16,0
r30,1,30,legal_contract_qa,0,1961,63.04,2.2174,3.0918,16,16,0
r29,1,29,financial_qa,0,1974,63.038,2.2191,4.0656,48,16,0
r31,1,31,meeting_summ,0,1933,69.109,1.0995,2.6858,54,16,0
r32,1,32,multidoc_qa,0,1938,71.646,1.4615,4.3462,16,16,0
r33,1,33,narrative_qa,0,1942,73.109,1.1451,3.0196,16,16,0
r34,1,34,natural_question,0,1940,74.256,1.1914,1.9618,16,16,0
r36,1,36,quality,0,2001,78.534,3.3078,10.4623,16,16,0
r38,1,38,sci_fi,0,1954,78.537,3.3045,10.459,16,16,0
r41,1,41,tpo,0,1980,81.847,3.3907,9.6324,16,16,0
r42,1,42,coursera,0,1964,81.848,3.3892,9.6309,16,16,0
