rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.007,4.5284,5.653,16,0,0
r2,1,2,legal_contract_qa,0,1964,0.008,4.5272,7.2681,24,16,0
r5,1,5,narrative_qa,0,1935,7.278,1.2169,2.3735,16,16,0
r4,1,4,multidoc_qa,0,1952,5.662,1.229,5.7662,34,16,0
r6,1,6,natural_question,0,1940,9.653,1.233,3.3832,16,16,0
r1,1,1,financial_qa,0,1963,0.008,4.5277,14.548,66,16,0
r3,1,3,meeting_summ,0,1938,0.009,4.5267,15.8507,70,16,0
r8,1,8,quality,0,1988,13.038,1.2787,3.3156,16,16,0
r10,1,10,sci_fi,0,1961,15.862,2.8986,4.0468,16,16,0
r11,1,11,scientific_qa,0,1934,16.355,2.4049,3.5531,16,16,0
r12,1,12,topic_retrieval_longchat,0,1945,19.91,2.2679,3.4317,16,16,0
r13,1,13,tpo,0,1994,19.912,2.2662,3.43,16,16,0
r7,1,7,paper_assistant,0,1934,11.431,1.2198,14.3036,114,16,0
r9,1,9,review_summ,0,1940,14.558,1.2265,11.3961,108,16,0
r14,1,14,coursera,0,1986,23.344,5.8122,9.0664,16,16,0
r16,1,16,legal_contract_qa,0,1961,25.735,5.5893,8.3667,24,16,0
r19,1,19,narrative_qa,0,1939,34.104,1.241,2.4062,16,16,0
r18,1,18,multidoc_qa,0,1936,32.412,1.2247,4.3467,29,16,0
r17,1,17,meeting_summ,0,1939,25.956,5.3685,10.9921,50,16,0
r15,1,15,financial_qa,0,1969,23.346,5.8105,14.4713,79,16,0
r20,1,20,natural_question,0,1939,36.512,5.7163,10.0353,16,16,0
r22,1,22,quality,0,2032,36.949,8.5848,9.7237,16,16,0
r24,1,24,sci_fi,0,1968,46.549,1.2432,3.4066,16,16,0
r25,1,25,scientific_qa,0,1933,46.675,2.278,3.7748,22,16,0
r26,1,26,topic_retrieval_longchat,0,1945,49.958,2.9967,5.2462,16,32,0
r27,1,27,tpo,0,1980,50.452,3.6492,4.815,16,16,0
r23,1,23,review_summ,0,1942,37.819,7.7153,18.3554,106,16,0
r21,1,21,paper_assistant,0,1934,36.761,6.5399,19.6301,114,16,0
r28,1,28,coursera,0,1980,55.206,8.7048,9.1621,16,16,0
r29,1,29,financial_qa,0,1974,55.269,14.7206,16.1423,48,16,0
r30,1,30,legal_contract_qa,0,1961,56.175,18.1768,22.3602,16,16,0
r32,1,32,multidoc_qa,0,1938,64.37,13.1763,14.2875,16,16,0
r33,1,33,narrative_qa,0,1942,71.412,6.1342,7.2455,16,16,0
r31,1,31,meeting_summ,0,1933,56.393,21.1533,23.4017,54,16,0
r34,1,34,natural_question,0,1940,78.537,11.9717,12.4213,16,16,0
r36,1,36,quality,0,2001,78.661,18.4606,21.6895,16,16,0
r38,1,38,sci_fi,0,1954,90.96,8.3138,9.4515,16,16,0
r37,1,37,review_summ,0,1943,79.796,19.4785,25.8504,105,16,0
r35,1,35,paper_assistant,0,1934,78.659,18.4623,27.3609,114,16,0
r39,1,39,scientific_qa,0,1931,100.353,5.1055,6.3531,35,16,0
r41,1,41,tpo,0,1980,105.648,2.35,6.5649,16,16,0
r42,1,42,coursera,0,1964,106.021,4.1353,6.2534,16,16,0
r40,1,40,topic_retrieval_longchat,0,1945,100.414,11.0278,12.0458,16,32,0
r43,1,43,financial_qa,0,1970,106.708,3.4487,6.2973,38,16,0
r46,1,46,multidoc_qa,0,1935,112.461,8.9605,10.1096,16,16,0
r47,1,47,narrative_qa,0,1932,113.007,8.4151,9.5642,16,16,0
r48,1,48,natural_question,0,1941,122.573,2.3166,3.475,16,16,0
r44,1,44,legal_contract_qa,0,1964,112.215,6.0547,15.4584,63,16,0
r45,1,45,meeting_summ,0,1942,112.276,9.1456,16.9666,71,16,0
r50,1,50,quality,0,2032,126.05,3.1315,6.356,16,16,0
r52,1,52,sci_fi,0,1956,129.245,2.2976,3.4098,16,16,0
r53,1,53,scientific_qa,0,1935,132.408,2.089,4.2481,16,16,0
r54,1,54,topic_retrieval_longchat,0,1945,132.655,3.1423,4.2531,16,32,0
r49,1,49,paper_assistant,0,1934,122.575,2.3149,14.7623,114,16,0
r51,1,51,review_summ,0,1942,127.675,2.672,10.9835,106,16,0
r55,1,55,tpo,0,2009,136.657,3.1902,7.5494,16,16,0
r56,1,56,coursera,0,2011,136.91,6.275,7.4212,16,16,0
r58,1,58,legal_contract_qa,0,1961,138.659,4.5261,8.0187,20,16,0
r61,1,61,narrative_qa,0,1937,146.679,1.2399,2.3995,16,16,0
r60,1,60,multidoc_qa,0,1935,144.332,2.2693,6.5195,30,16,0
r62,1,62,natural_question,0,1934,149.081,1.2275,3.3907,16,16,0
r57,1,57,financial_qa,0,1971,137.339,5.8467,16.4526,77,16,0
r65,2,8,quality,1,1952,153.792,1.1975,2.1319,16,16,0
r59,1,59,meeting_summ,0,1942,144.209,1.2289,13.5397,92,16,0
r67,2,48,natural_question,1,1941,157.749,1.1975,3.3877,16,16,0
r64,2,14,coursera,1,1984,152.474,7.8053,8.9128,16,16,0
r69,2,26,topic_retrieval_longchat,1,1945,161.388,1.3375,2.2765,16,16,0
r66,2,3,meeting_summ,1,1937,155.926,1.1965,7.7861,55,16,0
r63,1,63,paper_assistant,0,1934,150.854,1.2281,14.7483,114,16,0
r70,2,41,tpo,1,1987,163.666,1.2115,2.1837,16,16,0
r71,2,63,paper_assistant,1,2032,163.714,1.321,2.2719,16,1920,0
r72,2,56,coursera,1,2007,165.604,0.3819,2.1219,16,1920,0
r74,2,0,coursera,1,1974,165.988,1.1759,2.9188,16,16,0
r76,2,55,tpo,1,1989,168.909,0.3358,2.0755,16,1920,0
r73,2,17,meeting_summ,1,1934,165.851,5.1335,8.5162,39,16,0
r75,2,16,legal_contract_qa,1,1981,167.727,1.1796,8.0268,67,16,0
r78,2,11,scientific_qa,2,1944,174.369,1.1977,3.1185,16,16,0
r80,2,27,tpo,1,1990,177.489,2.3094,3.4813,16,16,0
r77,2,51,review_summ,1,1948,170.986,1.1913,10.4085,78,16,0
r68,2,18,multidoc_qa,1,1952,161.139,17.4985,20.8708,33,16,0
r79,2,31,meeting_summ,1,1932,175.756,1.1758,8.0745,83,16,0
r81,2,59,meeting_summ,1,1942,180.972,0.4227,3.1009,58,1920,0
r84,2,50,quality,1,2032,183.831,8.5453,9.4899,16,16,0
r85,2,7,paper_assistant,1,2032,184.074,8.3024,9.247,16,16,0
r87,2,21,paper_assistant,1,2032,193.322,1.2224,3.218,16,16,0
r83,2,13,tpo,1,2008,182.011,13.8372,15.8063,16,16,0
r89,2,20,natural_question,1,1934,197.819,1.1742,2.1099,16,16,0
r82,2,9,review_summ,1,1945,181.397,8.0633,18.7815,82,16,0
r91,2,25,scientific_qa,1,1935,200.179,1.1179,3.0436,16,16,0
r88,2,61,narrative_qa,1,1938,196.542,5.9974,6.8703,16,16,0
r86,2,58,legal_contract_qa,1,1976,193.322,4.4953,10.5207,60,16,0
r93,2,32,multidoc_qa,1,1942,203.415,3.0277,4.2233,17,1920,0
r94,2,38,sci_fi,1,1964,203.844,3.0858,4.1715,16,1920,0
r90,2,15,financial_qa,1,1983,199.931,5.0592,8.37,65,1936,0
r92,2,43,financial_qa,1,1964,203.225,2.51,5.8704,59,1936,0
r95,2,24,sci_fi,1,1969,207.64,1.0227,1.7876,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,208.018,1.0776,1.8203,16,1920,0
r99,2,6,natural_question,1,1936,209.429,1.1925,2.3261,16,1920,0
r100,2,33,narrative_qa,1,1941,209.839,1.1384,2.2278,16,1920,0
r97,2,2,legal_contract_qa,1,1976,208.302,1.2819,3.9068,45,1936,0
r98,2,4,multidoc_qa,1,1953,209.097,0.8917,3.5876,49,1920,0
r101,2,10,sci_fi,1,1966,211.757,0.8831,1.4822,16,1920,0
r103,2,46,multidoc_qa,1,1940,212.209,1.5108,2.6857,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,212.686,1.7313,2.7021,16,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,213.24,1.6548,2.5021,16,1920,0
r106,2,19,narrative_qa,1,1939,214.897,0.9114,1.7145,16,1920,0
r102,2,37,review_summ,1,1945,212.069,1.0342,4.6363,72,1920,0
r108,2,49,paper_assistant,1,2032,215.744,1.1476,1.8568,16,1920,0
r111,2,42,coursera,1,1997,217.602,1.2585,2.4364,16,1920,0
r107,2,45,meeting_summ,1,1934,215.389,0.9109,4.8985,67,1920,0
r109,2,29,financial_qa,1,1963,216.612,1.3209,5.1347,57,1936,0
r112,2,28,coursera,1,2002,220.04,0.9796,2.0204,16,1920,0
r110,2,30,legal_contract_qa,1,1976,216.706,1.6276,5.4963,58,1936,0
r114,2,62,natural_question,1,1936,221.749,0.8198,1.6292,16,1920,0
r116,2,22,quality,1,2032,222.203,1.5345,2.6364,16,1920,0
r113,2,44,legal_contract_qa,1,1976,220.289,1.2212,4.6133,58,1936,0
r117,2,34,natural_question,1,1937,223.379,0.9095,1.8494,16,1920,0
r118,2,53,scientific_qa,1,1935,224.841,0.8714,1.8303,16,1920,0
r119,2,5,narrative_qa,1,1937,224.903,1.2388,2.2676,16,1920,0
r120,2,36,quality,1,1997,225.229,1.4425,2.3307,16,1920,0
r115,2,57,financial_qa,1,1960,222.063,1.1252,6.139,88,1936,0
r122,2,52,sci_fi,1,1962,227.173,1.0288,1.8821,16,1920,0
r124,2,47,narrative_qa,1,1940,228.203,0.9857,1.9869,16,1920,0
r121,2,1,financial_qa,1,1966,226.673,0.8863,6.2232,82,1936,0
r125,2,60,multidoc_qa,1,1934,229.056,0.9033,3.8406,41,1920,0
r126,2,39,scientific_qa,1,1934,230.192,0.8994,2.985,30,1920,0
r127,2,35,paper_assistant,1,2032,232.898,0.8922,1.6067,16,1920,0
r123,2,23,review_summ,1,1941,227.561,1.0598,7.2217,107,1920,0
