round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b
1,0,coursera,0,1971,1.1083,0,0,0,0,0,0
1,1,financial_qa,0,1963,1.1333,16,0,0,0,0,0
1,2,legal_contract_qa,0,1964,1.1105,16,0,0,0,0,0
1,3,meeting_summ,0,1938,1.0953,16,0,0,0,0,0
1,4,multidoc_qa,0,1952,1.1157,16,0,0,0,0,0
1,5,narrative_qa,0,1935,1.0805,16,0,0,0,0,0
1,6,natural_question,0,1940,1.0918,16,0,0,0,0,0
1,7,paper_assistant,0,1934,1.0714,16,0,0,0,0,0
1,8,quality,0,1988,1.157,16,0,0,0,0,0
1,9,review_summ,0,1940,1.0955,16,0,0,0,0,0
1,10,sci_fi,0,1961,1.1103,16,0,0,0,0,0
1,11,scientific_qa,0,1934,1.0716,16,0,0,0,0,0
1,12,topic_retrieval_longchat,0,1945,1.1052,16,0,0,0,0,0
1,13,tpo,0,1994,1.146,16,0,0,0,0,0
1,14,coursera,0,1986,1.1546,16,0,0,0,0,0
1,15,financial_qa,0,1969,2.4494,16,0,0,0,0,0
1,16,legal_contract_qa,0,1961,1.1076,16,0,0,0,0,0
1,17,meeting_summ,0,1939,1.1029,16,0,0,0,0,0
1,18,multidoc_qa,0,1936,1.081,16,0,0,0,0,0
1,19,narrative_qa,0,1939,1.1118,16,0,0,0,0,0
1,20,natural_question,0,1939,1.1465,16,0,0,0,0,0
1,21,paper_assistant,0,1934,1.0745,16,0,0,0,0,0
1,22,quality,0,2032,4.7551,16,0,0,0,0,0
1,23,review_summ,0,1942,1.1085,16,0,0,0,0,0
1,24,sci_fi,0,1968,1.1243,16,0,0,0,0,0
1,25,scientific_qa,0,1933,1.0844,16,0,0,0,0,0
1,26,topic_retrieval_longchat,0,1945,1.097,32,16,0,0,0,0
1,27,tpo,0,1980,1.1408,16,0,0,0,0,0
1,28,coursera,0,1980,3.2403,16,0,0,0,0,0
1,29,financial_qa,0,1974,1.132,16,0,0,0,0,0
1,30,legal_contract_qa,0,1961,1.1204,16,0,0,0,0,0
1,31,meeting_summ,0,1933,1.0837,16,0,0,0,0,0
1,32,multidoc_qa,0,1938,1.1069,16,0,0,0,0,0
1,33,narrative_qa,0,1942,1.1033,16,0,0,0,0,0
1,34,natural_question,0,1940,1.114,16,0,0,0,0,0
1,35,paper_assistant,0,1934,2.2718,16,0,0,0,0,0
1,36,quality,0,2001,1.1667,16,0,0,0,0,0
1,37,review_summ,0,1943,1.7548,16,0,0,0,0,0
1,38,sci_fi,0,1954,1.1064,16,0,0,0,0,0
1,39,scientific_qa,0,1931,1.0754,16,0,0,0,0,0
1,40,topic_retrieval_longchat,0,1945,2.6696,32,16,1,5242880,0,0
1,41,tpo,0,1980,2.121,16,0,0,0,0,0
1,42,coursera,0,1964,1.1134,16,0,0,0,0,0
1,43,financial_qa,0,1970,1.1201,16,0,0,0,0,0
1,44,legal_contract_qa,0,1964,1.3606,16,0,0,0,0,0
1,45,meeting_summ,0,1942,1.1119,16,0,0,0,0,0
1,46,multidoc_qa,0,1935,1.0633,16,0,0,0,0,0
1,47,narrative_qa,0,1932,1.0788,16,0,0,0,0,0
1,48,natural_question,0,1941,1.5534,16,0,0,0,0,0
1,49,paper_assistant,0,1934,2.3489,16,0,0,0,0,0
1,50,quality,0,2032,1.1753,16,0,0,0,0,0
1,51,review_summ,0,1942,2.6773,16,0,0,0,0,0
1,52,sci_fi,0,1956,1.1212,16,0,0,0,0,0
1,53,scientific_qa,0,1935,1.0889,16,0,0,0,0,0
1,54,topic_retrieval_longchat,0,1945,1.9671,32,16,1,5242880,0,0
1,55,tpo,0,2009,3.5011,16,0,0,0,0,0
1,56,coursera,0,2011,6.9044,16,0,0,0,0,0
1,57,financial_qa,0,1971,1.1353,16,0,0,0,0,0
1,58,legal_contract_qa,0,1961,1.1216,16,0,0,0,0,0
1,59,meeting_summ,0,1942,1.1074,16,0,0,0,0,0
1,60,multidoc_qa,0,1935,1.0744,16,0,0,0,0,0
1,61,narrative_qa,0,1937,2.1644,16,0,0,0,0,0
1,62,natural_question,0,1934,1.0733,16,0,0,0,0,0
1,63,paper_assistant,0,1934,1.0798,16,0,0,0,0,0
2,14,coursera,1,1984,4.8828,1920,1904,119,623902720,0,0
2,8,quality,1,1952,3.1571,1920,1904,119,623902720,0,0
2,3,meeting_summ,1,1937,5.2381,1920,1904,119,623902720,0,0
2,48,natural_question,1,1941,1.4409,16,0,0,0,0,0
2,18,multidoc_qa,1,1952,3.6885,1920,1904,119,623902720,0,0
2,26,topic_retrieval_longchat,1,1945,5.0654,1920,1904,119,623902720,0,0
