rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.008,4.3574,5.4894,16,0,4
r2,1,2,legal_contract_qa,0,1964,0.009,4.3563,10.0361,24,16,4
r5,1,5,narrative_qa,0,1935,10.047,3.504,4.661,16,16,4
r4,1,4,multidoc_qa,0,1952,5.499,4.0839,12.7448,34,16,4
r6,1,6,natural_question,0,1940,14.71,2.9144,7.8586,16,16,4
r1,1,1,financial_qa,0,1963,0.008,4.3568,26.498,66,16,4
r3,1,3,meeting_summ,0,1938,0.009,4.3558,30.7316,70,16,4
r8,1,8,quality,0,1988,22.57,3.4671,12.3268,16,16,4
r10,1,10,sci_fi,0,1961,30.743,3.9245,8.9366,16,16,4
r11,1,11,scientific_qa,0,1934,34.899,4.0163,8.4399,16,16,4
r12,1,12,topic_retrieval_longchat,0,1945,39.681,3.4297,8.0159,16,16,4
r13,1,13,tpo,0,1994,43.341,3.5827,8.0667,16,16,4
r14,1,14,coursera,0,1986,47.699,3.4754,8.2262,16,16,4
r16,1,16,legal_contract_qa,0,1961,55.928,3.4371,5.2416,24,16,4
r7,1,7,paper_assistant,0,1934,18.246,3.9365,46.8828,114,16,4
r9,1,9,review_summ,0,1940,26.508,4.0794,42.3391,108,16,4
r15,1,15,financial_qa,0,1969,51.41,3.7351,22.1459,79,16,4
r19,1,19,narrative_qa,0,1939,68.849,3.7729,8.0678,16,16,4
r18,1,18,multidoc_qa,0,1936,65.131,3.1689,13.3641,29,16,4
r17,1,17,meeting_summ,0,1939,61.171,2.5373,18.9425,50,16,3
r20,1,20,natural_question,0,1939,73.558,3.2844,9.5947,16,16,4
r22,1,22,quality,0,2032,78.497,3.0518,7.1941,16,16,4
r24,1,24,sci_fi,0,1968,83.154,2.1495,6.9929,16,16,4
r25,1,25,scientific_qa,0,1933,85.692,3.8443,8.9294,22,16,4
r26,1,26,topic_retrieval_longchat,0,1945,90.149,3.6279,8.0281,16,16,4
r27,1,27,tpo,0,1980,94.623,3.4017,8.3737,16,16,4
r28,1,28,coursera,0,1980,98.179,3.9607,8.6682,16,16,4
r30,1,30,legal_contract_qa,0,1961,106.849,4.04,5.2139,16,16,4
r29,1,29,financial_qa,0,1974,102.999,3.6935,15.4037,48,16,4
r23,1,23,review_summ,0,1942,80.115,2.4967,41.9489,106,16,4
r21,1,21,paper_assistant,0,1934,76.919,1.4242,49.4189,114,16,4
r32,1,32,multidoc_qa,0,1938,118.405,3.6589,12.8864,16,16,4
r33,1,33,narrative_qa,0,1942,122.065,4.1965,13.4959,16,16,4
r34,1,34,natural_question,0,1940,126.34,4.1882,13.5436,16,16,4
r31,1,31,meeting_summ,0,1933,112.065,4.2897,32.3427,54,16,4
r36,1,36,quality,0,2001,135.563,4.2443,13.6084,16,16,4
r38,1,38,sci_fi,0,1954,144.409,4.2239,9.5169,16,16,4
r40,1,40,topic_retrieval_longchat,0,1945,153.928,3.9427,5.0922,16,16,4
r39,1,39,scientific_qa,0,1931,149.174,4.2953,14.1038,35,16,4
r41,1,41,tpo,0,1980,159.023,3.5578,8.6102,16,16,4
r42,1,42,coursera,0,1964,163.279,4.0439,8.6692,16,16,4
r43,1,43,financial_qa,0,1970,167.635,3.6111,9.289,38,16,4
r37,1,37,review_summ,0,1943,139.885,4.2918,41.8377,105,16,4
r35,1,35,paper_assistant,0,1934,131.293,4.2685,54.6338,114,16,4
r46,1,46,multidoc_qa,0,1935,181.725,4.0472,8.4213,16,16,4
r47,1,47,narrative_qa,0,1932,185.929,3.3707,7.6999,16,16,4
r44,1,44,legal_contract_qa,0,1964,171.95,2.929,24.6189,63,16,4
r48,1,48,natural_question,0,1941,190.148,3.3269,9.8461,16,16,4
r50,1,50,quality,0,2032,196.571,2.8802,7.4421,16,16,4
r52,1,52,sci_fi,0,1956,204.015,3.888,5.0447,16,16,4
r45,1,45,meeting_summ,0,1942,176.926,4.0878,36.5834,71,16,4
r53,1,53,scientific_qa,0,1935,209.062,4.4475,9.336,16,16,4
r54,1,54,topic_retrieval_longchat,0,1945,213.511,3.8875,8.12,16,16,4
r55,1,55,tpo,0,2009,218.4,3.2315,8.3547,16,16,4
r56,1,56,coursera,0,2011,221.633,4.1014,9.2958,16,16,4
r58,1,58,legal_contract_qa,0,1961,230.931,4.5098,5.9999,20,16,4
r49,1,49,paper_assistant,0,1934,193.631,2.7855,49.1277,114,16,4
r51,1,51,review_summ,0,1942,199.996,3.5503,47.4036,106,16,4
r61,1,61,narrative_qa,0,1937,247.402,4.1218,5.2846,16,16,4
r60,1,60,multidoc_qa,0,1935,242.76,4.4074,13.836,30,16,4
r57,1,57,financial_qa,0,1971,226.756,4.1735,34.5447,77,16,4
r62,1,62,natural_question,0,1934,252.689,3.3623,11.8748,16,16,3
r64,2,14,coursera,1,1984,261.302,7.0396,8.0574,16,1920,3
r65,2,8,quality,1,1952,264.565,4.3289,5.4171,16,1920,3
r59,1,59,meeting_summ,0,1942,236.933,4.4047,33.4255,92,16,3
r67,2,48,natural_question,1,1941,269.985,3.9659,5.0745,16,1920,2
r68,2,18,multidoc_qa,1,1952,270.359,4.0079,6.4747,33,1920,2
r69,2,26,topic_retrieval_longchat,1,1945,275.061,0.7655,1.8987,16,1920,2
r66,2,3,meeting_summ,1,1937,269.362,0.545,8.0442,55,1920,2
r71,2,63,paper_assistant,1,2032,276.961,0.3848,1.5895,16,1920,4
r70,2,41,tpo,1,1987,276.835,0.7552,1.9197,16,1920,4
r72,2,56,coursera,1,2007,277.408,0.5901,1.7627,16,1920,4
r63,1,63,paper_assistant,0,1934,256.597,4.5501,22.773,114,16,4
r74,2,0,coursera,1,1974,278.757,2.5055,3.6384,16,1920,4
r76,2,55,tpo,1,1989,279.37,2.637,3.7076,16,1920,4
r73,2,17,meeting_summ,1,1934,278.551,0.7443,5.125,39,1920,2
r78,2,11,scientific_qa,2,1944,283.08,1.1038,2.2762,16,1920,1
r75,2,16,legal_contract_qa,1,1981,279.172,2.3739,7.408,67,1920,2
r80,2,27,tpo,1,1990,285.357,0.9095,1.9069,16,1920,2
r77,2,51,review_summ,1,1948,282.397,0.6047,6.4273,78,1920,1
r83,2,13,tpo,1,2008,288.826,0.6514,1.825,16,1920,2
r79,2,31,meeting_summ,1,1932,283.678,1.0587,7.0973,83,1920,2
r81,2,59,meeting_summ,1,1942,286.581,0.7706,4.826,58,1920,2
r84,2,50,quality,1,2032,290.653,1.0116,2.1136,16,1920,3
r85,2,7,paper_assistant,1,2032,290.777,1.0992,2.1942,16,1920,3
r82,2,9,review_summ,1,1945,287.266,0.6278,6.7125,82,1920,3
r87,2,21,paper_assistant,1,2032,292.769,0.7581,1.7757,16,1920,3
r88,2,61,narrative_qa,1,1938,292.972,1.0066,1.9147,16,1920,3
r89,2,20,natural_question,1,1934,293.981,0.7197,1.9684,16,1920,2
r91,2,25,scientific_qa,1,1935,294.889,0.6742,1.8355,16,1920,1
r86,2,58,legal_contract_qa,1,1976,291.408,1.0434,5.5674,60,1920,1
r93,2,32,multidoc_qa,1,1942,296.726,0.8027,2.0855,17,1920,0
r94,2,38,sci_fi,1,1964,296.977,1.1014,2.2353,16,1920,0
r90,2,15,financial_qa,1,1983,294.547,0.7443,5.1181,65,1920,0
r92,2,43,financial_qa,1,1964,295.951,0.6191,4.4679,59,1920,0
r95,2,24,sci_fi,1,1969,298.812,0.8523,1.8804,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,299.213,0.7021,1.6854,16,1920,0
r99,2,6,natural_question,1,1936,300.695,0.9797,2.1341,16,1920,0
r100,2,33,narrative_qa,1,1941,300.9,0.7747,1.9292,16,1920,0
r97,2,2,legal_contract_qa,1,1976,299.667,0.6765,3.4472,45,1920,0
r98,2,4,multidoc_qa,1,1953,300.421,0.8219,3.7091,49,1920,0
r101,2,10,sci_fi,1,1966,302.831,0.6986,1.5578,16,1920,0
r103,2,46,multidoc_qa,1,1940,303.115,1.3968,2.7571,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,304.132,0.8077,1.8669,16,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,304.389,1.025,2.1074,16,1920,0
r106,2,19,narrative_qa,1,1939,305.874,0.8193,1.7501,16,1920,0
r102,2,37,review_summ,1,1945,302.832,1.2203,5.7516,72,1920,1
r108,2,49,paper_assistant,1,2032,306.497,1.3342,2.401,16,1920,1
r111,2,42,coursera,1,1997,308.9,1.0254,2.1974,16,1920,2
r107,2,45,meeting_summ,1,1934,306.0,1.2771,5.9323,67,1920,3
r109,2,29,financial_qa,1,1963,307.626,0.5681,4.4936,57,1920,3
r112,2,28,coursera,1,2002,311.099,0.8328,1.6834,16,1920,3
r110,2,30,legal_contract_qa,1,1976,308.586,0.9393,5.0125,58,1920,2
r114,2,62,natural_question,1,1936,312.121,0.8636,1.9838,16,1920,1
r116,2,22,quality,1,2032,313.6,0.7964,1.8921,16,1920,2
r117,2,34,natural_question,1,1937,314.105,0.8393,1.9142,16,1920,2
r113,2,44,legal_contract_qa,1,1976,311.933,0.789,4.9333,58,1920,1
r118,2,53,scientific_qa,1,1935,315.494,0.5252,1.5835,16,1920,1
r119,2,5,narrative_qa,1,1937,316.021,0.9322,1.8811,16,1920,2
r120,2,36,quality,1,1997,316.867,0.7705,1.9024,16,1920,1
r115,2,57,financial_qa,1,1960,312.784,0.738,6.8662,88,1920,1
r122,2,52,sci_fi,1,1962,317.903,0.8661,1.873,16,1920,1
r124,2,47,narrative_qa,1,1940,319.652,0.6836,1.7669,16,1920,1
r121,2,1,financial_qa,1,1966,317.08,0.6693,6.2043,82,1920,1
r125,2,60,multidoc_qa,1,1934,319.778,1.0197,3.9677,41,1920,0
r126,2,39,scientific_qa,1,1934,321.421,0.8423,3.0338,30,1920,1
r127,2,35,paper_assistant,1,2032,323.286,0.6668,1.5032,16,1920,1
r123,2,23,review_summ,1,1941,318.771,0.8023,6.8818,107,1920,1
