k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.1284,0,0,0,0
1,63,repeated,0,1.049,0,0,0,16
2,45,one_shot,0,1.0743,0,0,0,16
3,55,repeated,0,1.1326,0,0,0,16
4,31,repeated,0,1.0531,0,0,0,16
5,0,far_reuse,0,1.1045,0,0,0,16
6,39,far_reuse,0,1.0535,0,0,0,16
7,29,one_shot,0,1.1028,0,0,0,16
8,4,near_reuse,0,1.0757,0,0,0,16
9,43,repeated,0,1.1044,0,0,0,16
10,42,one_shot,0,1.0889,0,0,0,16
11,30,repeated,0,1.0906,0,0,0,16
12,52,far_reuse,0,1.0895,0,0,0,16
13,55,repeated,1,1.074,0,0,0,272
14,62,far_reuse,0,1.0633,0,0,14,16
15,15,near_reuse,0,1.105,0,0,0,16
16,33,far_reuse,0,1.0766,0,0,0,16
17,4,near_reuse,1,0.0787,0,0,0,1920
18,48,near_reuse,0,1.0856,0,0,12,16
19,22,repeated,0,1.1498,0,0,2,16
20,21,one_shot,0,1.0549,0,0,0,16
21,60,one_shot,0,1.055,0,0,0,16
22,6,one_shot,0,1.0753,0,0,0,16
23,19,near_reuse,0,1.0777,0,0,0,16
24,15,near_reuse,1,0.0791,0,0,0,1936
25,3,one_shot,0,1.0832,0,0,14,16
26,63,repeated,1,1.1493,0,0,0,16
27,8,near_reuse,0,1.1295,0,0,12,16
28,31,repeated,1,1.0552,0,0,2,16
29,48,near_reuse,1,1.0812,0,0,11,16
30,34,repeated,0,1.0767,0,0,3,16
31,24,far_reuse,0,1.0905,0,0,0,16
32,35,far_reuse,0,1.0546,0,0,0,16
33,14,near_reuse,0,1.1204,0,0,0,16
34,9,repeated,0,1.0765,0,0,0,16
35,43,repeated,1,1.0967,0,0,0,16
36,22,repeated,1,1.163,0,0,13,16
37,30,repeated,1,1.114,0,0,1,16
38,19,near_reuse,1,1.0874,0,0,11,16
39,2,near_reuse,0,1.0971,0,0,3,16
