rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r0,1,0,coursera,0,1971,0.528,3.2597,9.074,16,0,7
r5,1,5,narrative_qa,0,1935,3.789,3.2175,6.0166,16,16,7
r6,1,6,natural_question,0,1940,7.007,1.2416,3.0263,16,16,7
r2,1,2,legal_contract_qa,0,1964,1.638,2.1759,8.7599,24,16,7
r4,1,4,multidoc_qa,0,1952,3.788,3.218,7.288,34,16,7
r1,1,1,financial_qa,0,1963,1.638,2.1765,16.4387,66,16,3
r3,1,3,meeting_summ,0,1938,3.788,3.2185,14.5487,70,16,3
r8,1,8,quality,0,1988,19.334,1.9678,3.9179,16,16,3
r10,1,10,sci_fi,0,1961,24.0,3.9113,8.499,16,16,6
r11,1,11,scientific_qa,0,1934,27.914,1.1652,4.791,16,16,6
r12,1,12,topic_retrieval_longchat,0,1945,29.081,1.2093,3.7812,16,16,6
r7,1,7,paper_assistant,0,1934,11.825,5.4446,29.22,114,16,7
r13,1,13,tpo,0,1994,30.902,1.289,13.6625,16,16,6
r14,1,14,coursera,0,1986,33.114,4.666,19.7182,16,16,9
r19,1,19,narrative_qa,0,1939,41.048,7.9919,26.3165,16,16,6
r16,1,16,legal_contract_qa,0,1961,36.638,4.407,37.5286,24,16,8
r20,1,20,natural_question,0,1939,44.565,6.6691,33.6208,16,16,7
r18,1,18,multidoc_qa,0,1936,41.047,7.9933,37.5421,29,16,7
r24,1,24,sci_fi,0,1968,51.815,21.7007,31.5594,16,16,7
r25,1,25,scientific_qa,0,1933,51.96,21.5552,35.6705,22,16,6
r26,1,26,topic_retrieval_longchat,0,1945,56.183,27.0481,36.8639,16,16,6
r17,1,17,meeting_summ,0,1939,36.638,4.4064,60.9525,50,16,6
r9,1,9,review_summ,0,1940,21.304,1.1458,79.954,108,16,5
r22,1,22,quality,0,2032,49.041,18.2491,52.2173,16,16,5
r27,1,27,tpo,0,1980,67.291,24.8846,63.372,16,16,9
r33,1,33,narrative_qa,0,1942,73.52,56.0491,74.2081,16,16,3
r15,1,15,financial_qa,0,1969,36.637,4.4076,115.2504,79,16,2
r28,1,28,coursera,0,1980,67.291,30.2994,88.0767,16,16,1
r34,1,34,natural_question,0,1940,73.877,55.6923,82.4944,16,16,1
r30,1,30,legal_contract_qa,0,1961,67.292,41.5879,89.5003,16,16,1
r36,1,36,quality,0,2001,77.766,51.8032,79.1512,16,16,1
r32,1,32,multidoc_qa,0,1938,73.519,35.361,85.8555,16,16,3
r41,1,41,tpo,0,1980,82.082,90.8675,93.0484,16,16,3
r42,1,42,coursera,0,1964,82.083,90.867,93.0479,16,16,3
r29,1,29,financial_qa,0,1974,67.292,38.3657,114.4857,48,16,1
r23,1,23,review_summ,0,1942,49.041,24.4742,134.3162,106,16,2
r21,1,21,paper_assistant,0,1934,44.566,6.6685,152.2577,114,16,2
r31,1,31,meeting_summ,0,1933,73.518,35.362,124.0263,54,16,2
r38,1,38,sci_fi,0,1954,78.312,79.7701,119.233,16,16,2
r40,1,40,topic_retrieval_longchat,0,1945,82.081,78.626,117.0409,16,16,3
r46,1,46,multidoc_qa,0,1935,90.977,105.5589,109.766,16,16,4
r47,1,47,narrative_qa,0,1932,96.399,102.3875,108.1488,16,16,4
r39,1,39,scientific_qa,0,1931,82.081,77.1516,122.9006,35,16,4
r48,1,48,natural_question,0,1941,96.4,104.0557,110.1486,16,16,3
r43,1,43,financial_qa,0,1970,87.006,96.0436,126.2451,38,16,4
r50,1,50,quality,0,2032,97.593,112.9287,117.1113,16,16,5
r52,1,52,sci_fi,0,1956,101.26,113.3003,119.013,16,16,5
r53,1,53,scientific_qa,0,1935,101.26,117.2731,122.0575,16,16,5
r35,1,35,paper_assistant,0,1934,77.766,51.8038,147.9981,114,16,4
r37,1,37,review_summ,0,1943,78.042,52.621,150.1547,105,16,6
r45,1,45,meeting_summ,0,1942,87.197,109.3392,142.9177,71,16,7
r44,1,44,legal_contract_qa,0,1964,87.007,107.2881,147.3242,63,16,7
r54,1,54,topic_retrieval_longchat,0,1945,101.261,121.9143,133.1961,16,16,7
r55,1,55,tpo,0,2009,105.659,121.301,132.9217,16,16,8
r56,1,56,coursera,0,2011,105.659,122.5375,136.0129,16,16,7
r58,1,58,legal_contract_qa,0,1961,108.882,125.1561,139.9028,20,16,9
r61,1,61,narrative_qa,0,1937,125.115,121.0748,124.9736,16,16,8
r62,1,62,natural_question,0,1934,125.115,121.0741,124.9729,16,16,8
r65,2,8,quality,1,1952,125.117,146.4591,147.6095,16,1920,1
r49,1,49,paper_assistant,0,1934,96.4,107.1345,176.8376,114,16,1
r66,2,3,meeting_summ,1,1937,125.118,146.4586,153.2519,55,1920,0
r51,1,51,review_summ,0,1942,101.259,110.3948,178.4218,106,16,0
r57,1,57,financial_qa,0,1971,105.66,123.87,174.4573,77,16,0
r60,1,60,multidoc_qa,0,1935,125.114,113.3225,155.7035,30,16,0
r59,1,59,meeting_summ,0,1942,108.884,128.4425,174.4963,92,16,0
r64,2,14,coursera,1,1984,125.117,129.9513,160.5067,16,1920,3
r67,2,48,natural_question,1,1941,125.118,158.713,160.7575,16,1920,3
r69,2,26,topic_retrieval_longchat,1,1945,129.571,154.26,156.3044,16,1920,3
r70,2,41,tpo,1,1987,129.573,154.2586,156.3031,16,1920,3
r71,2,63,paper_assistant,1,2032,129.574,154.2573,156.3018,16,1920,3
r72,2,56,coursera,1,2007,129.575,154.2561,156.3006,16,1920,3
r68,2,18,multidoc_qa,1,1952,125.119,158.7125,162.4177,33,1920,0
r63,1,63,paper_assistant,0,1934,125.116,122.211,162.6509,114,16,0
r74,2,0,coursera,1,1974,129.578,157.5705,158.9901,16,1920,1
r76,2,55,tpo,1,1989,147.408,140.5142,142.0924,16,1920,2
r73,2,17,meeting_summ,1,1934,129.576,156.991,160.7543,39,1920,1
r78,2,11,scientific_qa,2,1944,147.41,141.3455,143.3943,16,1920,2
r80,2,27,tpo,1,1990,151.167,138.0915,140.2493,16,1920,3
r83,2,13,tpo,1,2008,151.169,139.6348,141.8905,16,1920,3
r84,2,50,quality,1,2032,151.17,140.2459,142.5032,16,1920,2
r85,2,7,paper_assistant,1,2032,151.171,141.4493,143.7328,16,1920,2
r75,2,16,legal_contract_qa,1,1981,129.579,157.9577,166.8732,67,1920,1
r87,2,21,paper_assistant,1,2032,151.632,143.2719,145.3245,16,1920,1
r88,2,61,narrative_qa,1,1938,155.37,140.6449,142.5875,16,1920,0
r81,2,59,meeting_summ,1,1942,151.167,138.7939,146.8941,58,1920,0
r77,2,51,review_summ,1,1948,147.409,140.8544,151.3985,78,1920,0
r89,2,20,natural_question,1,1934,155.371,142.0945,143.9249,16,1920,0
r91,2,25,scientific_qa,1,1935,155.375,143.1834,145.0301,16,1920,0
r79,2,31,meeting_summ,1,1932,147.41,141.8479,153.0993,83,1920,0
r82,2,9,review_summ,1,1945,151.168,139.4166,150.5915,82,1920,0
r93,2,32,multidoc_qa,1,1942,156.373,143.2836,145.3864,17,1920,0
r86,2,58,legal_contract_qa,1,1976,151.172,143.1135,150.7963,60,1920,0
r94,2,38,sci_fi,1,1964,158.084,142.6291,144.398,16,1920,0
r95,2,24,sci_fi,1,1969,158.085,142.6275,144.3964,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,170.659,130.956,132.4528,16,1920,0
r99,2,6,natural_question,1,1936,172.953,130.8143,132.6695,16,1920,0
r90,2,15,financial_qa,1,1983,155.373,142.8476,150.3749,65,1920,0
r100,2,33,narrative_qa,1,1941,172.955,130.898,132.9685,16,1920,0
r92,2,43,financial_qa,1,1964,155.377,143.7967,150.6494,59,1920,0
r101,2,10,sci_fi,1,1966,173.821,130.709,132.7158,16,1920,0
r97,2,2,legal_contract_qa,1,1976,170.66,132.0826,137.1743,45,1920,0
r103,2,46,multidoc_qa,1,1940,174.986,130.4927,132.9705,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,181.702,125.0698,126.9543,16,1920,1
r105,2,54,topic_retrieval_longchat,1,1945,181.702,125.0691,126.9537,16,1920,1
r98,2,4,multidoc_qa,1,1953,172.952,130.1606,136.0073,49,1920,1
r106,2,19,narrative_qa,1,1939,183.36,124.1137,126.016,16,1920,1
r108,2,49,paper_assistant,1,2032,186.389,121.8935,123.6768,16,1920,2
r111,2,42,coursera,1,1997,194.297,115.6652,117.6314,16,1920,2
r112,2,28,coursera,1,2002,194.297,116.2907,118.2846,16,1920,1
r114,2,62,natural_question,1,1936,194.298,117.9952,120.2136,16,1920,1
r102,2,37,review_summ,1,1945,174.549,130.5069,140.3418,72,1920,1
r116,2,22,quality,1,2032,194.299,119.4828,121.434,16,1920,1
r109,2,29,financial_qa,1,1963,186.39,122.4206,129.894,57,1920,0
r107,2,45,meeting_summ,1,1934,186.389,121.4454,130.2082,67,1920,0
r110,2,30,legal_contract_qa,1,1976,194.296,114.976,122.546,58,1920,0
r117,2,34,natural_question,1,1937,194.3,121.0584,122.9958,16,1920,0
r118,2,53,scientific_qa,1,1935,194.3,121.6569,123.3323,16,1920,1
r119,2,5,narrative_qa,1,1937,194.301,122.4277,124.0352,16,1920,1
r113,2,44,legal_contract_qa,1,1976,194.298,116.8832,124.1181,58,1920,1
r120,2,36,quality,1,1997,196.538,120.8538,122.225,16,1920,1
r122,2,52,sci_fi,1,1962,196.541,121.9874,123.3434,16,1920,1
r124,2,47,narrative_qa,1,1940,198.788,120.6621,122.4326,16,1920,1
r115,2,57,financial_qa,1,1960,194.299,117.9947,128.0647,88,1920,1
r127,2,35,paper_assistant,1,2032,200.459,120.3898,122.0072,16,1920,1
r126,2,39,scientific_qa,1,1934,200.457,120.0291,122.9408,30,1920,1
r125,2,60,multidoc_qa,1,1934,199.124,120.7605,124.5858,41,1920,1
r121,2,1,financial_qa,1,1966,196.54,121.3859,128.1165,82,1920,1
r123,2,23,review_summ,1,1941,196.543,122.3299,129.1871,107,1920,1
