Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
28476539,68859655222,68831178683,68725366463,105812220,:phase:reverse_retrieve,3245681,3245681,0,47,21,,:21,:phase:reverse_retrieve
61799986,1678524486,1616724500,5221778,1611502722,:step:reverse_retrieve #0 running=24,3245681,3245681,1,176,46,21,:21:46,--:step:reverse_retrieve #0 running=24
69057283,69097453,40170,0,40170,:weight_h2d L1 10MiB,3245681,3245681,2,0,50,46,:21:46:50,----:weight_h2d L1 10MiB
69110026,69128926,18900,0,18900,:weight_h2d L1 0MiB,3245681,3245681,2,0,51,46,:21:46:51,----:weight_h2d L1 0MiB
69140742,69158037,17295,0,17295,:weight_h2d L1 8MiB,3245681,3245681,2,0,52,46,:21:46:52,----:weight_h2d L1 8MiB
69170189,69194690,24501,0,24501,:weight_h2d L1 86MiB,3245681,3245681,2,0,53,46,:21:46:53,----:weight_h2d L1 86MiB
69202976,69216587,13611,0,13611,:weight_h2d L1 43MiB,3245681,3245681,2,0,54,46,:21:46:54,----:weight_h2d L1 43MiB
69231338,69244803,13465,0,13465,:weight_h2d L1 0MiB,3245681,3245681,2,0,55,46,:21:46:55,----:weight_h2d L1 0MiB
69252607,69265826,13219,0,13219,:weight_h2d L1 0MiB,3245681,3245681,2,0,56,46,:21:46:56,----:weight_h2d L1 0MiB
70290767,70315524,24757,0,24757,:weight_h2d L2 10MiB,3245681,3245681,2,0,59,46,:21:46:59,----:weight_h2d L2 10MiB
70324750,70338086,13336,0,13336,:weight_h2d L2 0MiB,3245681,3245681,2,0,60,46,:21:46:60,----:weight_h2d L2 0MiB
70345276,70356831,11555,0,11555,:weight_h2d L2 8MiB,3245681,3245681,2,0,61,46,:21:46:61,----:weight_h2d L2 8MiB
70365540,70376330,10790,0,10790,:weight_h2d L2 86MiB,3245681,3245681,2,0,62,46,:21:46:62,----:weight_h2d L2 86MiB
70383794,70394380,10586,0,10586,:weight_h2d L2 43MiB,3245681,3245681,2,0,63,46,:21:46:63,----:weight_h2d L2 43MiB
70401481,70412266,10785,0,10785,:weight_h2d L2 0MiB,3245681,3245681,2,0,64,46,:21:46:64,----:weight_h2d L2 0MiB
70419495,70430779,11284,0,11284,:weight_h2d L2 0MiB,3245681,3245681,2,0,65,46,:21:46:65,----:weight_h2d L2 0MiB
71341327,71365669,24342,0,24342,:weight_h2d L3 10MiB,3245681,3245681,2,0,68,46,:21:46:68,----:weight_h2d L3 10MiB
71374781,71387403,12622,0,12622,:weight_h2d L3 0MiB,3245681,3245681,2,0,69,46,:21:46:69,----:weight_h2d L3 0MiB
71395070,71408054,12984,0,12984,:weight_h2d L3 8MiB,3245681,3245681,2,0,70,46,:21:46:70,----:weight_h2d L3 8MiB
71416424,71427420,10996,0,10996,:weight_h2d L3 86MiB,3245681,3245681,2,0,71,46,:21:46:71,----:weight_h2d L3 86MiB
71433982,71445112,11130,0,11130,:weight_h2d L3 43MiB,3245681,3245681,2,0,72,46,:21:46:72,----:weight_h2d L3 43MiB
71452728,71463733,11005,0,11005,:weight_h2d L3 0MiB,3245681,3245681,2,0,73,46,:21:46:73,----:weight_h2d L3 0MiB
71470709,71482017,11308,0,11308,:weight_h2d L3 0MiB,3245681,3245681,2,0,74,46,:21:46:74,----:weight_h2d L3 0MiB
72456877,72482816,25939,0,25939,:weight_h2d L4 10MiB,3245681,3245681,2,0,77,46,:21:46:77,----:weight_h2d L4 10MiB
72492190,72506076,13886,0,13886,:weight_h2d L4 0MiB,3245681,3245681,2,0,78,46,:21:46:78,----:weight_h2d L4 0MiB
72514406,72527187,12781,0,12781,:weight_h2d L4 8MiB,3245681,3245681,2,0,79,46,:21:46:79,----:weight_h2d L4 8MiB
72535264,72547287,12023,0,12023,:weight_h2d L4 86MiB,3245681,3245681,2,0,80,46,:21:46:80,----:weight_h2d L4 86MiB
72555499,72567817,12318,0,12318,:weight_h2d L4 43MiB,3245681,3245681,2,0,81,46,:21:46:81,----:weight_h2d L4 43MiB
72575168,72586550,11382,0,11382,:weight_h2d L4 0MiB,3245681,3245681,2,0,82,46,:21:46:82,----:weight_h2d L4 0MiB
72593315,72605555,12240,0,12240,:weight_h2d L4 0MiB,3245681,3245681,2,0,83,46,:21:46:83,----:weight_h2d L4 0MiB
73551174,73575436,24262,0,24262,:weight_h2d L5 10MiB,3245681,3245681,2,0,86,46,:21:46:86,----:weight_h2d L5 10MiB
73584198,73597265,13067,0,13067,:weight_h2d L5 0MiB,3245681,3245681,2,0,87,46,:21:46:87,----:weight_h2d L5 0MiB
73604919,73616432,11513,0,11513,:weight_h2d L5 8MiB,3245681,3245681,2,0,88,46,:21:46:88,----:weight_h2d L5 8MiB
73624644,73636221,11577,0,11577,:weight_h2d L5 86MiB,3245681,3245681,2,0,89,46,:21:46:89,----:weight_h2d L5 86MiB
73642897,73653992,11095,0,11095,:weight_h2d L5 43MiB,3245681,3245681,2,0,90,46,:21:46:90,----:weight_h2d L5 43MiB
73661901,73673763,11862,0,11862,:weight_h2d L5 0MiB,3245681,3245681,2,0,91,46,:21:46:91,----:weight_h2d L5 0MiB
73680564,73691131,10567,0,10567,:weight_h2d L5 0MiB,3245681,3245681,2,0,92,46,:21:46:92,----:weight_h2d L5 0MiB
74590476,74614474,23998,0,23998,:weight_h2d L6 10MiB,3245681,3245681,2,0,95,46,:21:46:95,----:weight_h2d L6 10MiB
74623148,74635635,12487,0,12487,:weight_h2d L6 0MiB,3245681,3245681,2,0,96,46,:21:46:96,----:weight_h2d L6 0MiB
74642870,74654119,11249,0,11249,:weight_h2d L6 8MiB,3245681,3245681,2,0,97,46,:21:46:97,----:weight_h2d L6 8MiB
74661309,74672443,11134,0,11134,:weight_h2d L6 86MiB,3245681,3245681,2,0,98,46,:21:46:98,----:weight_h2d L6 86MiB
74679736,74690658,10922,0,10922,:weight_h2d L6 43MiB,3245681,3245681,2,0,99,46,:21:46:99,----:weight_h2d L6 43MiB
74697265,74708532,11267,0,11267,:weight_h2d L6 0MiB,3245681,3245681,2,0,100,46,:21:46:100,----:weight_h2d L6 0MiB
74714851,74725448,10597,0,10597,:weight_h2d L6 0MiB,3245681,3245681,2,0,101,46,:21:46:101,----:weight_h2d L6 0MiB
75623685,75647443,23758,0,23758,:weight_h2d L7 10MiB,3245681,3245681,2,0,104,46,:21:46:104,----:weight_h2d L7 10MiB
75656475,75669887,13412,0,13412,:weight_h2d L7 0MiB,3245681,3245681,2,0,105,46,:21:46:105,----:weight_h2d L7 0MiB
75677438,75689093,11655,0,11655,:weight_h2d L7 8MiB,3245681,3245681,2,0,106,46,:21:46:106,----:weight_h2d L7 8MiB
75697540,75709197,11657,0,11657,:weight_h2d L7 86MiB,3245681,3245681,2,0,107,46,:21:46:107,----:weight_h2d L7 86MiB
75715833,75726668,10835,0,10835,:weight_h2d L7 43MiB,3245681,3245681,2,0,108,46,:21:46:108,----:weight_h2d L7 43MiB
75733448,75744321,10873,0,10873,:weight_h2d L7 0MiB,3245681,3245681,2,0,109,46,:21:46:109,----:weight_h2d L7 0MiB
75751132,75762236,11104,0,11104,:weight_h2d L7 0MiB,3245681,3245681,2,0,110,46,:21:46:110,----:weight_h2d L7 0MiB
76742599,76768042,25443,0,25443,:weight_h2d L8 10MiB,3245681,3245681,2,0,113,46,:21:46:113,----:weight_h2d L8 10MiB
76776636,76790923,14287,0,14287,:weight_h2d L8 0MiB,3245681,3245681,2,0,114,46,:21:46:114,----:weight_h2d L8 0MiB
76799194,76812033,12839,0,12839,:weight_h2d L8 8MiB,3245681,3245681,2,0,115,46,:21:46:115,----:weight_h2d L8 8MiB
76820804,76833068,12264,0,12264,:weight_h2d L8 86MiB,3245681,3245681,2,0,116,46,:21:46:116,----:weight_h2d L8 86MiB
76840168,76851806,11638,0,11638,:weight_h2d L8 43MiB,3245681,3245681,2,0,117,46,:21:46:117,----:weight_h2d L8 43MiB
76859731,76871878,12147,0,12147,:weight_h2d L8 0MiB,3245681,3245681,2,0,118,46,:21:46:118,----:weight_h2d L8 0MiB
76878915,76890353,11438,0,11438,:weight_h2d L8 0MiB,3245681,3245681,2,0,119,46,:21:46:119,----:weight_h2d L8 0MiB
77803941,77828348,24407,0,24407,:weight_h2d L9 10MiB,3245681,3245681,2,0,122,46,:21:46:122,----:weight_h2d L9 10MiB
77837137,77849714,12577,0,12577,:weight_h2d L9 0MiB,3245681,3245681,2,0,123,46,:21:46:123,----:weight_h2d L9 0MiB
77857319,77868361,11042,0,11042,:weight_h2d L9 8MiB,3245681,3245681,2,0,124,46,:21:46:124,----:weight_h2d L9 8MiB
77875633,77886974,11341,0,11341,:weight_h2d L9 86MiB,3245681,3245681,2,0,125,46,:21:46:125,----:weight_h2d L9 86MiB
77894048,77904881,10833,0,10833,:weight_h2d L9 43MiB,3245681,3245681,2,0,126,46,:21:46:126,----:weight_h2d L9 43MiB
77917212,77928615,11403,0,11403,:weight_h2d L9 0MiB,3245681,3245681,2,0,127,46,:21:46:127,----:weight_h2d L9 0MiB
77935965,77946801,10836,0,10836,:weight_h2d L9 0MiB,3245681,3245681,2,0,128,46,:21:46:128,----:weight_h2d L9 0MiB
78845174,78869943,24769,0,24769,:weight_h2d L10 10MiB,3245681,3245681,2,0,131,46,:21:46:131,----:weight_h2d L10 10MiB
78879026,78891792,12766,0,12766,:weight_h2d L10 0MiB,3245681,3245681,2,0,132,46,:21:46:132,----:weight_h2d L10 0MiB
78899163,78910949,11786,0,11786,:weight_h2d L10 8MiB,3245681,3245681,2,0,133,46,:21:46:133,----:weight_h2d L10 8MiB
78919398,78931045,11647,0,11647,:weight_h2d L10 86MiB,3245681,3245681,2,0,134,46,:21:46:134,----:weight_h2d L10 86MiB
78937994,78948768,10774,0,10774,:weight_h2d L10 43MiB,3245681,3245681,2,0,135,46,:21:46:135,----:weight_h2d L10 43MiB
78956337,78967243,10906,0,10906,:weight_h2d L10 0MiB,3245681,3245681,2,0,136,46,:21:46:136,----:weight_h2d L10 0MiB
78973979,78985004,11025,0,11025,:weight_h2d L10 0MiB,3245681,3245681,2,0,137,46,:21:46:137,----:weight_h2d L10 0MiB
79909885,79938460,28575,0,28575,:weight_h2d L11 10MiB,3245681,3245681,2,0,140,46,:21:46:140,----:weight_h2d L11 10MiB
79949299,79963077,13778,0,13778,:weight_h2d L11 0MiB,3245681,3245681,2,0,141,46,:21:46:141,----:weight_h2d L11 0MiB
79971315,79986103,14788,0,14788,:weight_h2d L11 8MiB,3245681,3245681,2,0,142,46,:21:46:142,----:weight_h2d L11 8MiB
79995799,80009036,13237,0,13237,:weight_h2d L11 86MiB,3245681,3245681,2,0,143,46,:21:46:143,----:weight_h2d L11 86MiB
80016570,80029152,12582,0,12582,:weight_h2d L11 43MiB,3245681,3245681,2,0,144,46,:21:46:144,----:weight_h2d L11 43MiB
80036785,80048839,12054,0,12054,:weight_h2d L11 0MiB,3245681,3245681,2,0,145,46,:21:46:145,----:weight_h2d L11 0MiB
80056198,80068087,11889,0,11889,:weight_h2d L11 0MiB,3245681,3245681,2,0,146,46,:21:46:146,----:weight_h2d L11 0MiB
81029238,81065458,36220,0,36220,:weight_h2d L12 10MiB,3245681,3245681,2,0,149,46,:21:46:149,----:weight_h2d L12 10MiB
81074072,81087188,13116,0,13116,:weight_h2d L12 0MiB,3245681,3245681,2,0,150,46,:21:46:150,----:weight_h2d L12 0MiB
81094961,81106549,11588,0,11588,:weight_h2d L12 8MiB,3245681,3245681,2,0,151,46,:21:46:151,----:weight_h2d L12 8MiB
81114933,81126233,11300,0,11300,:weight_h2d L12 86MiB,3245681,3245681,2,0,152,46,:21:46:152,----:weight_h2d L12 86MiB
81143443,81153868,10425,0,10425,:weight_h2d L12 43MiB,3245681,3245681,2,0,153,46,:21:46:153,----:weight_h2d L12 43MiB
81161896,81172186,10290,0,10290,:weight_h2d L12 0MiB,3245681,3245681,2,0,154,46,:21:46:154,----:weight_h2d L12 0MiB
81178638,81188774,10136,0,10136,:weight_h2d L12 0MiB,3245681,3245681,2,0,155,46,:21:46:155,----:weight_h2d L12 0MiB
82073808,82097543,23735,0,23735,:weight_h2d L13 10MiB,3245681,3245681,2,0,158,46,:21:46:158,----:weight_h2d L13 10MiB
82105820,82118266,12446,0,12446,:weight_h2d L13 0MiB,3245681,3245681,2,0,159,46,:21:46:159,----:weight_h2d L13 0MiB
82125226,82136794,11568,0,11568,:weight_h2d L13 8MiB,3245681,3245681,2,0,160,46,:21:46:160,----:weight_h2d L13 8MiB
82144424,82155064,10640,0,10640,:weight_h2d L13 86MiB,3245681,3245681,2,0,161,46,:21:46:161,----:weight_h2d L13 86MiB
82161416,82172115,10699,0,10699,:weight_h2d L13 43MiB,3245681,3245681,2,0,162,46,:21:46:162,----:weight_h2d L13 43MiB
82179115,82190207,11092,0,11092,:weight_h2d L13 0MiB,3245681,3245681,2,0,163,46,:21:46:163,----:weight_h2d L13 0MiB
82197347,82207782,10435,0,10435,:weight_h2d L13 0MiB,3245681,3245681,2,0,164,46,:21:46:164,----:weight_h2d L13 0MiB
83081927,83105033,23106,0,23106,:weight_h2d L14 10MiB,3245681,3245681,2,0,167,46,:21:46:167,----:weight_h2d L14 10MiB
83113180,83125232,12052,0,12052,:weight_h2d L14 0MiB,3245681,3245681,2,0,168,46,:21:46:168,----:weight_h2d L14 0MiB
83133003,83143735,10732,0,10732,:weight_h2d L14 8MiB,3245681,3245681,2,0,169,46,:21:46:169,----:weight_h2d L14 8MiB
83150897,83161941,11044,0,11044,:weight_h2d L14 86MiB,3245681,3245681,2,0,170,46,:21:46:170,----:weight_h2d L14 86MiB
83168922,83179622,10700,0,10700,:weight_h2d L14 43MiB,3245681,3245681,2,0,171,46,:21:46:171,----:weight_h2d L14 43MiB
83186074,83196521,10447,0,10447,:weight_h2d L14 0MiB,3245681,3245681,2,0,172,46,:21:46:172,----:weight_h2d L14 0MiB
83203467,83214158,10691,0,10691,:weight_h2d L14 0MiB,3245681,3245681,2,0,173,46,:21:46:173,----:weight_h2d L14 0MiB
84127906,84154007,26101,0,26101,:weight_h2d L15 10MiB,3245681,3245681,2,0,176,46,:21:46:176,----:weight_h2d L15 10MiB
84163363,84177132,13769,0,13769,:weight_h2d L15 0MiB,3245681,3245681,2,0,177,46,:21:46:177,----:weight_h2d L15 0MiB
84185134,84197639,12505,0,12505,:weight_h2d L15 8MiB,3245681,3245681,2,0,178,46,:21:46:178,----:weight_h2d L15 8MiB
84205964,84218063,12099,0,12099,:weight_h2d L15 86MiB,3245681,3245681,2,0,179,46,:21:46:179,----:weight_h2d L15 86MiB
84225521,84237875,12354,0,12354,:weight_h2d L15 43MiB,3245681,3245681,2,0,180,46,:21:46:180,----:weight_h2d L15 43MiB
84245745,84258074,12329,0,12329,:weight_h2d L15 0MiB,3245681,3245681,2,0,181,46,:21:46:181,----:weight_h2d L15 0MiB
84265202,84276697,11495,0,11495,:weight_h2d L15 0MiB,3245681,3245681,2,0,182,46,:21:46:182,----:weight_h2d L15 0MiB
85238110,85261691,23581,0,23581,:weight_h2d L16 10MiB,3245681,3245681,2,0,185,46,:21:46:185,----:weight_h2d L16 10MiB
85270333,85282888,12555,0,12555,:weight_h2d L16 0MiB,3245681,3245681,2,0,186,46,:21:46:186,----:weight_h2d L16 0MiB
85291722,85303303,11581,0,11581,:weight_h2d L16 8MiB,3245681,3245681,2,0,187,46,:21:46:187,----:weight_h2d L16 8MiB
85310751,85321524,10773,0,10773,:weight_h2d L16 86MiB,3245681,3245681,2,0,188,46,:21:46:188,----:weight_h2d L16 86MiB
85327918,85338222,10304,0,10304,:weight_h2d L16 43MiB,3245681,3245681,2,0,189,46,:21:46:189,----:weight_h2d L16 43MiB
85345254,85356018,10764,0,10764,:weight_h2d L16 0MiB,3245681,3245681,2,0,190,46,:21:46:190,----:weight_h2d L16 0MiB
85362492,85372817,10325,0,10325,:weight_h2d L16 0MiB,3245681,3245681,2,0,191,46,:21:46:191,----:weight_h2d L16 0MiB
86263392,86287128,23736,0,23736,:weight_h2d L17 0MiB,3245681,3245681,2,0,194,46,:21:46:194,----:weight_h2d L17 0MiB
86298410,86310848,12438,0,12438,:weight_h2d L17 0MiB,3245681,3245681,2,0,195,46,:21:46:195,----:weight_h2d L17 0MiB
86318091,86329427,11336,0,11336,:weight_h2d L17 0MiB,3245681,3245681,2,0,196,46,:21:46:196,----:weight_h2d L17 0MiB
304667083,358898871,54231788,54154682,77106,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 10MiB,3245681,3254019,0,1,198,,:198,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 10MiB
304721677,358876359,54154682,20436009,33718673,:cuFileRead,3245681,3254019,1,1,201,198,:198:201,--:cuFileRead
304791770,325227779,20436009,0,20436009,:cuFileHandleNVFS,3245681,3254019,2,0,204,201,:198:201:204,----:cuFileHandleNVFS
304831269,337175832,32344563,32275418,69145,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 8MiB,3245681,3254018,0,1,205,,:205,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 8MiB
304870737,358741785,53871048,0,53871048,:cuFileHandleNVFS,3245681,3251275,0,0,208,,:208,:cuFileHandleNVFS
304875239,337150657,32275418,32195969,79449,:cuFileRead,3245681,3254018,1,1,211,205,:205:211,--:cuFileRead
304940165,365920413,60980248,60923868,56380,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 86MiB,3245681,3254020,0,1,212,,:212,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 86MiB
304947432,337143401,32195969,0,32195969,:cuFileHandleNVFS,3245681,3254018,2,0,215,211,:205:211:215,----:cuFileHandleNVFS
304974611,365898479,60923868,56396217,4527651,:cuFileRead,3245681,3254020,1,1,218,212,:212:218,--:cuFileRead
305032909,362641503,57608594,0,57608594,:cuFileHandleNVFS,3245681,3251276,0,0,221,,:221,:cuFileHandleNVFS
305035764,361431981,56396217,0,56396217,:cuFileHandleNVFS,3245681,3254020,2,0,224,218,:212:218:224,----:cuFileHandleNVFS
305094151,375140126,70045975,69982959,63016,:weight_ssd_read layer017/mlp.down_proj.weight.bin 43MiB,3245681,3254021,0,1,225,,:225,:weight_ssd_read layer017/mlp.down_proj.weight.bin 43MiB
305135290,375118249,69982959,34875679,35107280,:cuFileRead,3245681,3254021,1,1,228,225,:225:228,--:cuFileRead
305195138,340070817,34875679,0,34875679,:cuFileHandleNVFS,3245681,3254021,2,0,231,228,:225:228:231,----:cuFileHandleNVFS
305257357,364283027,59025670,0,59025670,:cuFileHandleNVFS,3245681,3251277,0,0,235,,:235,:cuFileHandleNVFS
305265010,365857290,60592280,0,60592280,:cuFileHandleNVFS,3245681,3251278,0,0,237,,:237,:cuFileHandleNVFS
358756621,368767448,10010827,0,10010827,:cuFileHandleNVFS,3245681,3251275,0,0,240,,:240,:cuFileHandleNVFS
362656753,371877428,9220675,0,9220675,:cuFileHandleNVFS,3245681,3251276,0,0,243,,:243,:cuFileHandleNVFS
364294509,374986059,10691550,0,10691550,:cuFileHandleNVFS,3245681,3251277,0,0,246,,:246,:cuFileHandleNVFS
378789288,378879603,90315,0,90315,:weight_h2d L18 0MiB,3245681,3245681,2,0,249,46,:21:46:249,----:weight_h2d L18 0MiB
378909201,378949740,40539,0,40539,:weight_h2d L18 0MiB,3245681,3245681,2,0,250,46,:21:46:250,----:weight_h2d L18 0MiB
378973115,379009475,36360,0,36360,:weight_h2d L18 0MiB,3245681,3245681,2,0,251,46,:21:46:251,----:weight_h2d L18 0MiB
379634844,410751517,31116673,31054321,62352,:weight_ssd_read layer018/self_attn.qkv_proj.weight.bin 10MiB,3245681,3254018,0,1,253,,:253,:weight_ssd_read layer018/self_attn.qkv_proj.weight.bin 10MiB
379674507,410728828,31054321,995740,30058581,:cuFileRead,3245681,3254018,1,1,256,253,:253:256,--:cuFileRead
379708746,380704486,995740,0,995740,:cuFileHandleNVFS,3245681,3254018,2,0,259,256,:253:256:259,----:cuFileHandleNVFS
379737007,387878521,8141514,8086256,55258,:weight_ssd_read layer018/self_attn.o_proj.weight.bin 8MiB,3245681,3254019,0,1,260,,:260,:weight_ssd_read layer018/self_attn.o_proj.weight.bin 8MiB
379771186,387857442,8086256,8049431,36825,:cuFileRead,3245681,3254019,1,1,263,260,:260:263,--:cuFileRead
379801227,387850658,8049431,0,8049431,:cuFileHandleNVFS,3245681,3254019,2,0,266,263,:260:263:266,----:cuFileHandleNVFS
379813734,410693637,30879903,0,30879903,:cuFileHandleNVFS,3245681,3251278,0,0,269,,:269,:cuFileHandleNVFS
379877540,439636102,59758562,59697881,60681,:weight_ssd_read layer018/mlp.gate_up_proj.weight.bin 86MiB,3245681,3254020,0,1,270,,:270,:weight_ssd_read layer018/mlp.gate_up_proj.weight.bin 86MiB
379912811,439610692,59697881,56308472,3389409,:cuFileRead,3245681,3254020,1,1,273,270,:270:273,--:cuFileRead
379952043,436260515,56308472,0,56308472,:cuFileHandleNVFS,3245681,3254020,2,0,276,273,:270:273:276,----:cuFileHandleNVFS
379968885,437770026,57801141,0,57801141,:cuFileHandleNVFS,3245681,3251275,0,0,279,,:279,:cuFileHandleNVFS
379985450,434774398,54788948,0,54788948,:cuFileHandleNVFS,3245681,3251276,0,0,282,,:282,:cuFileHandleNVFS
380014143,445825348,65811205,65757332,53873,:weight_ssd_read layer018/mlp.down_proj.weight.bin 43MiB,3245681,3254021,0,1,283,,:283,:weight_ssd_read layer018/mlp.down_proj.weight.bin 43MiB
380044391,439484477,59440086,0,59440086,:cuFileHandleNVFS,3245681,3251277,0,0,287,,:287,:cuFileHandleNVFS
380045965,445803297,65757332,39459612,26297720,:cuFileRead,3245681,3254021,1,1,289,283,:283:289,--:cuFileRead
380084974,419544586,39459612,0,39459612,:cuFileHandleNVFS,3245681,3254021,2,0,292,289,:283:289:292,----:cuFileHandleNVFS
410711688,433393541,22681853,0,22681853,:cuFileHandleNVFS,3245681,3251278,0,0,295,,:295,:cuFileHandleNVFS
433415867,442654656,9238789,0,9238789,:cuFileHandleNVFS,3245681,3251278,0,0,298,,:298,:cuFileHandleNVFS
434787171,445691477,10904306,0,10904306,:cuFileHandleNVFS,3245681,3251276,0,0,301,,:301,:cuFileHandleNVFS
449193608,449287182,93574,0,93574,:weight_h2d L19 0MiB,3245681,3245681,2,0,304,46,:21:46:304,----:weight_h2d L19 0MiB
449316413,449356588,40175,0,40175,:weight_h2d L19 0MiB,3245681,3245681,2,0,305,46,:21:46:305,----:weight_h2d L19 0MiB
449378553,449414288,35735,0,35735,:weight_h2d L19 0MiB,3245681,3245681,2,0,306,46,:21:46:306,----:weight_h2d L19 0MiB
450098304,472531709,22433405,22379254,54151,:weight_ssd_read layer019/self_attn.qkv_proj.weight.bin 10MiB,3245681,3254019,0,1,308,,:308,:weight_ssd_read layer019/self_attn.qkv_proj.weight.bin 10MiB
450131645,472510899,22379254,920346,21458908,:cuFileRead,3245681,3254019,1,1,311,308,:308:311,--:cuFileRead
450165201,451085547,920346,0,920346,:cuFileHandleNVFS,3245681,3254019,2,0,314,311,:308:311:314,----:cuFileHandleNVFS
450193359,457075462,6882103,6833354,48749,:weight_ssd_read layer019/self_attn.o_proj.weight.bin 8MiB,3245681,3254018,0,1,315,,:315,:weight_ssd_read layer019/self_attn.o_proj.weight.bin 8MiB
450222383,457055737,6833354,6806913,26441,:cuFileRead,3245681,3254018,1,1,318,315,:315:318,--:cuFileRead
450243038,457049951,6806913,0,6806913,:cuFileHandleNVFS,3245681,3254018,2,0,321,318,:315:318:321,----:cuFileHandleNVFS
450253883,472469733,22215850,0,22215850,:cuFileHandleNVFS,3245681,3251275,0,0,324,,:324,:cuFileHandleNVFS
450280633,520214750,69934117,69873890,60227,:weight_ssd_read layer019/mlp.gate_up_proj.weight.bin 86MiB,3245681,3254020,0,1,325,,:325,:weight_ssd_read layer019/mlp.gate_up_proj.weight.bin 86MiB
450310041,520183931,69873890,65051819,4822071,:cuFileRead,3245681,3254020,1,1,328,325,:325:328,--:cuFileRead
450343913,515395732,65051819,0,65051819,:cuFileHandleNVFS,3245681,3254020,2,0,331,328,:325:328:331,----:cuFileHandleNVFS
450369574,516920106,66550532,0,66550532,:cuFileHandleNVFS,3245681,3251276,0,0,334,,:334,:cuFileHandleNVFS
450413851,526468318,76054467,75993354,61113,:weight_ssd_read layer019/mlp.down_proj.weight.bin 43MiB,3245681,3254021,0,1,335,,:335,:weight_ssd_read layer019/mlp.down_proj.weight.bin 43MiB
450427979,518528777,68100798,0,68100798,:cuFileHandleNVFS,3245681,3251277,0,0,338,,:338,:cuFileHandleNVFS
450447689,526441043,75993354,40610257,35383097,:cuFileRead,3245681,3254021,1,1,341,335,:335:341,--:cuFileRead
450499379,520116192,69616813,0,69616813,:cuFileHandleNVFS,3245681,3251278,0,0,344,,:344,:cuFileHandleNVFS
450513146,491123403,40610257,0,40610257,:cuFileHandleNVFS,3245681,3254021,2,0,347,341,:335:341:347,----:cuFileHandleNVFS
472494960,513912850,41417890,0,41417890,:cuFileHandleNVFS,3245681,3251275,0,0,350,,:350,:cuFileHandleNVFS
513929686,523217433,9287747,0,9287747,:cuFileHandleNVFS,3245681,3251275,0,0,353,,:353,:cuFileHandleNVFS
516938336,526311949,9373613,0,9373613,:cuFileHandleNVFS,3245681,3251276,0,0,356,,:356,:cuFileHandleNVFS
530089382,530189479,100097,0,100097,:weight_h2d L20 0MiB,3245681,3245681,2,0,359,46,:21:46:359,----:weight_h2d L20 0MiB
530222265,530264695,42430,0,42430,:weight_h2d L20 0MiB,3245681,3245681,2,0,360,46,:21:46:360,----:weight_h2d L20 0MiB
530287442,530324925,37483,0,37483,:weight_h2d L20 0MiB,3245681,3245681,2,0,361,46,:21:46:361,----:weight_h2d L20 0MiB
530874402,553615934,22741532,22684398,57134,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 10MiB,3245681,3254018,0,1,363,,:363,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 10MiB
530902752,553587150,22684398,1015942,21668456,:cuFileRead,3245681,3254018,1,1,366,363,:363:366,--:cuFileRead
530935251,531951193,1015942,0,1015942,:cuFileHandleNVFS,3245681,3254018,2,0,369,366,:363:366:369,----:cuFileHandleNVFS
531019871,538580470,7560599,7482744,77855,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 8MiB,3245681,3254019,0,1,370,,:370,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 8MiB
531071255,553544216,22472961,0,22472961,:cuFileHandleNVFS,3245681,3251277,0,0,375,,:375,:cuFileHandleNVFS
531072127,538554871,7482744,7444065,38679,:cuFileRead,3245681,3254019,1,1,376,370,:370:376,--:cuFileRead
531103782,538547847,7444065,0,7444065,:cuFileHandleNVFS,3245681,3254019,2,0,379,376,:370:376:379,----:cuFileHandleNVFS
531145839,590120058,58974219,58895421,78798,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 86MiB,3245681,3254020,0,1,380,,:380,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 86MiB
531194254,590089675,58895421,53903309,4992112,:cuFileRead,3245681,3254020,1,1,383,380,:380:383,--:cuFileRead
531241195,585144504,53903309,0,53903309,:cuFileHandleNVFS,3245681,3254020,2,0,386,383,:380:383:386,----:cuFileHandleNVFS
531259079,596340529,65081450,65002666,78784,:weight_ssd_read layer020/mlp.down_proj.weight.bin 43MiB,3245681,3254021,0,1,387,,:387,:weight_ssd_read layer020/mlp.down_proj.weight.bin 43MiB
